Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 28															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000028001			image/tiff				104463320 Bytes	3896	8936	1994944070	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000028001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1801	1801	1802.jp2	/asm0015/image/1802.jp2
Page 29															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000029001			image/tiff				88673972 Bytes	3349	8824	2671539088	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000029001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1802	1802	1803.jp2	/asm0015/image/1803.jp2
Page 30															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000030001			image/tiff				102449020 Bytes	3826	8924	2742111760	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000030001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1803	1803	1804.jp2	/asm0015/image/1804.jp2
Page 31															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000031001			image/tiff				90913248 Bytes	3441	8805	1933538185	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000031001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1804	1804	1805.jp2	/asm0015/image/1805.jp2
Page 32															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000032001			image/tiff				104918588 Bytes	3920	8920	3611196250	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000032001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1805	1805	1806.jp2	/asm0015/image/1806.jp2
Page 33															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000033001			image/tiff				88833380 Bytes	3368	8790	1766100556	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000033001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1806	1806	1807.jp2	/asm0015/image/1807.jp2
Page 34															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000034001			image/tiff				108333840 Bytes	4044	8928	3244334435	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000034001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1807	1807	1808.jp2	/asm0015/image/1808.jp2
Page 35															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000035001			image/tiff				96250756 Bytes	3568	8992	4009825313	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000035001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1808	1808	1809.jp2	/asm0015/image/1809.jp2
Page 36															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000036001			image/tiff				108504964 Bytes	4008	9024	2803366956	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000036001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1809	1809	1810.jp2	/asm0015/image/1810.jp2
Page 37															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000037001			image/tiff				99272068 Bytes	3680	8992	1275122026	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000037001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1810	1810	1811.jp2	/asm0015/image/1811.jp2
Page 38															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000038001			image/tiff				110670724 Bytes	4088	9024	4249102175	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000038001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1811	1811	1812.jp2	/asm0015/image/1812.jp2
Page 39															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000039001			image/tiff				99272068 Bytes	3680	8992	1883657516	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000039001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1812	1812	1813.jp2	/asm0015/image/1813.jp2
Page 40															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000040001			image/tiff				111063172 Bytes	4088	9056	2146074932	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000040001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1813	1813	1814.jp2	/asm0015/image/1814.jp2
Page 41															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000041001			image/tiff				90458704 Bytes	3406	8851	3757793369	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000041001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1814	1814	1815.jp2	/asm0015/image/1815.jp2
Page 42															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000042001			image/tiff				104612696 Bytes	3879	8988	805352857	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000042001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1815	1815	1816.jp2	/asm0015/image/1816.jp2
Page 43															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000043001			image/tiff				100155268 Bytes	3680	9072	2134748113	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000043001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1816	1816	1817.jp2	/asm0015/image/1817.jp2
Page 44															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000044001			image/tiff				111259396 Bytes	4088	9072	780277522	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000044001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1817	1817	1818.jp2	/asm0015/image/1818.jp2
Page 45															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000045001			image/tiff				90160024 Bytes	3370	8916	2391629153	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000045001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1818	1818	1819.jp2	/asm0015/image/1819.jp2
Page 46															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000046001			image/tiff				91412184 Bytes	3364	9056	689072049	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000046001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1819	1819	1820.jp2	/asm0015/image/1820.jp2
Page 47															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000047001			image/tiff				98413444 Bytes	3616	9072	1754193363	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000047001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1820	1820	1821.jp2	/asm0015/image/1821.jp2
Page 48															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000048001			image/tiff				92024132 Bytes	3432	8936	584907776	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000048001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1821	1821	1822.jp2	/asm0015/image/1822.jp2
Page 49															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000049001			image/tiff				89612780 Bytes	3386	8820	3274259777	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000049001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1822	1822	1823.jp2	/asm0015/image/1823.jp2
Page 50															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000050001			image/tiff				92686412 Bytes	3439	8982	2623718136	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000050001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1823	1823	1824.jp2	/asm0015/image/1824.jp2
Page 51															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000051001			image/tiff				89344508 Bytes	3361	8859	1094244559	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000051001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1824	1824	1825.jp2	/asm0015/image/1825.jp2
Page 52															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000052001			image/tiff				89932900 Bytes	3348	8952	1880063338	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000052001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1825	1825	1826.jp2	/asm0015/image/1826.jp2
Page 53															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000053001			image/tiff				90672068 Bytes	3396	8898	331811857	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000053001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1826	1826	1827.jp2	/asm0015/image/1827.jp2
Page 54															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000054001			image/tiff				90773120 Bytes	3404	8887	619777742	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000054001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1827	1827	1828.jp2	/asm0015/image/1828.jp2
Page 55															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000055001			image/tiff				90799644 Bytes	3420	8848	1669780980	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000055001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1828	1828	1829.jp2	/asm0015/image/1829.jp2
Page 56															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000056001			image/tiff				90305388 Bytes	3401	8849	3613361263	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000056001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1829	1829	1830.jp2	/asm0015/image/1830.jp2
Page 57															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000057001			image/tiff				88509424 Bytes	3350	8805	123773012	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000057001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1830	1830	1831.jp2	/asm0015/image/1831.jp2
Page 58															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000058001			image/tiff				89110760 Bytes	3356	8849	1479714834	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000058001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1831	1831	1832.jp2	/asm0015/image/1832.jp2
Page 59															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000059001			image/tiff				88588700 Bytes	3366	8771	2371989882	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000059001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1832	1832	1833.jp2	/asm0015/image/1833.jp2
Page 60															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000060001			image/tiff				88406672 Bytes	3334	8837	3337162914	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000060001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1833	1833	1834.jp2	/asm0015/image/1834.jp2
Page 61															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000061001			image/tiff				89874524 Bytes	3404	8799	3709105254	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000061001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1834	1834	1835.jp2	/asm0015/image/1835.jp2
Page 62															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000062001			image/tiff				88199560 Bytes	3336	8811	2160178507	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000062001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1835	1835	1836.jp2	/asm0015/image/1836.jp2
Page 63															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000063001			image/tiff				89275468 Bytes	3379	8805	1292225692	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000063001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1836	1836	1837.jp2	/asm0015/image/1837.jp2
Page 64															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000064001			image/tiff				88766400 Bytes	3309	8940	1600024943	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000064001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1837	1837	1838.jp2	/asm0015/image/1838.jp2
Page 65															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000065001			image/tiff				95989636 Bytes	3552	9008	224829593	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000065001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1838	1838	1839.jp2	/asm0015/image/1839.jp2
Page 66															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000066001			image/tiff				90005260 Bytes	3368	8906	949916924	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000066001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1839	1839	1840.jp2	/asm0015/image/1840.jp2
Page 67															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000067001			image/tiff				88371916 Bytes	3341	8815	1089474763	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000067001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1840	1840	1841.jp2	/asm0015/image/1841.jp2
Page 68															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000068001			image/tiff				89456916 Bytes	3334	8942	1987891472	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000068001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1841	1841	1842.jp2	/asm0015/image/1842.jp2
Page 69															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000069001			image/tiff				89848112 Bytes	3364	8901	2856608899	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000069001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1842	1842	1843.jp2	/asm0015/image/1843.jp2
Page 70															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000070001			image/tiff				86955188 Bytes	3270	8862	2039166770	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000070001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1843	1843	1844.jp2	/asm0015/image/1844.jp2
Page 71															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000071001			image/tiff				88836216 Bytes	3322	8912	3092492202	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000071001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1844	1844	1845.jp2	/asm0015/image/1845.jp2
Page 72															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000072001			image/tiff				87850916 Bytes	3287	8907	297593086	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000072001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1845	1845	1846.jp2	/asm0015/image/1846.jp2
Page 73															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000073001			image/tiff				88060404 Bytes	3333	8805	2796523159	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000073001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1846	1846	1847.jp2	/asm0015/image/1847.jp2
Page 74															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000074001			image/tiff				90614724 Bytes	3370	8961	3444528846	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000074001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1847	1847	1848.jp2	/asm0015/image/1848.jp2
Page 75															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000075001			image/tiff				89566088 Bytes	3372	8852	1885577821	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000075001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1848	1848	1849.jp2	/asm0015/image/1849.jp2
Page 76															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000076001			image/tiff				86715968 Bytes	3261	8862	180896322	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000076001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1849	1849	1850.jp2	/asm0015/image/1850.jp2
Page 77															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000077001			image/tiff				86036724 Bytes	3272	8763	2938060903	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000077001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1850	1850	1851.jp2	/asm0015/image/1851.jp2
Page 78															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000078001			image/tiff				89662500 Bytes	3329	8976	3559647801	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000078001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1851	1851	1852.jp2	/asm0015/image/1852.jp2
Page 79															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000079001			image/tiff				87043940 Bytes	3270	8871	2831842910	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000079001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1852	1852	1853.jp2	/asm0015/image/1853.jp2
Page 80															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000080001			image/tiff				87258420 Bytes	3267	8901	2179883729	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000080001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1853	1853	1854.jp2	/asm0015/image/1854.jp2
Page 81															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000081001			image/tiff				87331744 Bytes	3276	8884	1199239635	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000081001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1854	1854	1855.jp2	/asm0015/image/1855.jp2
Page 82															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000082001			image/tiff				88966496 Bytes	3312	8952	258555579	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000082001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1855	1855	1856.jp2	/asm0015/image/1856.jp2
Page 83															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000083001			image/tiff				87098008 Bytes	3285	8836	1959750427	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000083001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1856	1856	1857.jp2	/asm0015/image/1857.jp2
Page 84															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000084001			image/tiff				87650892 Bytes	3288	8884	3989137878	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000084001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1857	1857	1858.jp2	/asm0015/image/1858.jp2
Page 85															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000085001			image/tiff				86818780 Bytes	3286	8805	659630394	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000085001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1858	1858	1859.jp2	/asm0015/image/1859.jp2
Page 86															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000086001			image/tiff				86896440 Bytes	3263	8875	1225442870	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000086001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1859	1859	1860.jp2	/asm0015/image/1860.jp2
Page 87															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000087001			image/tiff				88557112 Bytes	3322	8884	3280652245	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000087001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1860	1860	1861.jp2	/asm0015/image/1861.jp2
Page 88															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000088001			image/tiff				89637860 Bytes	3355	8904	2043199282	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000088001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1861	1861	1862.jp2	/asm0015/image/1862.jp2
Page 89															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000089001			image/tiff				90775196 Bytes	3382	8945	4216374382	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000089001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1862	1862	1863.jp2	/asm0015/image/1863.jp2
Page 90															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000090001			image/tiff				89637916 Bytes	3355	8904	169222170	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000090001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1863	1863	1864.jp2	/asm0015/image/1864.jp2
Page 91															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000091001			image/tiff				89839160 Bytes	3372	8879	2463988786	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000091001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1864	1864	1865.jp2	/asm0015/image/1865.jp2
Page 92															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000092001			image/tiff				90992292 Bytes	3408	8898	3792887335	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000092001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1865	1865	1866.jp2	/asm0015/image/1866.jp2
Page 93															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000093001			image/tiff				88235244 Bytes	3340	8804	3633653201	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000093001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1866	1866	1867.jp2	/asm0015/image/1867.jp2
Page 94															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000094001			image/tiff				90870548 Bytes	3392	8928	1553220056	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000094001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1867	1867	1868.jp2	/asm0015/image/1868.jp2
Page 95															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000095001			image/tiff				90807436 Bytes	3423	8841	1525696490	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000095001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1868	1868	1869.jp2	/asm0015/image/1869.jp2
Page 96															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000096001			image/tiff				88577164 Bytes	3325	8878	1688722016	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000096001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1869	1869	1870.jp2	/asm0015/image/1870.jp2
Page 97															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000097001			image/tiff				89981580 Bytes	3369	8901	483476352	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000097001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1870	1870	1871.jp2	/asm0015/image/1871.jp2
Page 98															University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015											asm00150008000098001			image/tiff				93994700 Bytes	3511	8922	45773184	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150008000098001.tif		2010-08-11	2010-08-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/1871	1871	1872.jp2	/asm0015/image/1872.jp2
