Title	Translated Title	Movements Title	Uniform Title	Composer	Lyricist	Arranger	Performer	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Sheet 38																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5118	5118	5119.pdfpage	/asm0038/image/5119.pdfpage
Sheet 39																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5119	5119	5120.pdfpage	/asm0038/image/5120.pdfpage
Sheet 40																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5120	5120	5121.pdfpage	/asm0038/image/5121.pdfpage
Sheet 41																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5121	5121	5122.pdfpage	/asm0038/image/5122.pdfpage
Sheet 42																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5122	5122	5123.pdfpage	/asm0038/image/5123.pdfpage
Sheet 43																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5123	5123	5124.pdfpage	/asm0038/image/5124.pdfpage
Sheet 44																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5124	5124	5125.pdfpage	/asm0038/image/5125.pdfpage
Choro y Tango				Romero, Aldemaro					Symphonic orchestra (score). Not premiered.	Orchestral music; Dance music; Choros; Tangos; Music -- Venezuela; Composers -- Venezuela;			2004-07-24	2000-2010		1 musical score, 44 pages; 43 x 28 cm		University of Miami Libraries. Special Collections.	Aldemaro Romero Archive	ASM0038		Box No. 7			ccg; sr; amy		Requests to publish materials from this collection require written permission from the rights owner. For more information please contact: A PAGANI S.r.l. Edizioni Musicali, Via Nazario Sauro, 5, 22073 Fino Mornasco (CO) - Italy, Tel. (+39) 031.927642, Fax (+39) 031.881335, info@apagani.it - www.apagani.it	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm003800055			Text		application/pdf											asm003800055.pdf		2013-06-11	2013-06-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5125	5125	5126.cpd	/asm0038/supp/5125/index.pdf
Sheet 1																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5126	5126	5127.pdfpage	/asm0038/image/5127.pdfpage
Sheet 2																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5127	5127	5128.pdfpage	/asm0038/image/5128.pdfpage
Sheet 3																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5128	5128	5129.pdfpage	/asm0038/image/5129.pdfpage
Sheet 4																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5129	5129	5130.pdfpage	/asm0038/image/5130.pdfpage
Sheet 5																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5130	5130	5131.pdfpage	/asm0038/image/5131.pdfpage
Sheet 6																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5131	5131	5132.pdfpage	/asm0038/image/5132.pdfpage
Sheet 7																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5132	5132	5133.pdfpage	/asm0038/image/5133.pdfpage
Sheet 8																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5133	5133	5134.pdfpage	/asm0038/image/5134.pdfpage
Sheet 9																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5134	5134	5135.pdfpage	/asm0038/image/5135.pdfpage
Sheet 10																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5135	5135	5136.pdfpage	/asm0038/image/5136.pdfpage
Sheet 11																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5136	5136	5137.pdfpage	/asm0038/image/5137.pdfpage
Sheet 12																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5137	5137	5138.pdfpage	/asm0038/image/5138.pdfpage
Sheet 13																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5138	5138	5139.pdfpage	/asm0038/image/5139.pdfpage
Sheet 14																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5139	5139	5140.pdfpage	/asm0038/image/5140.pdfpage
Sheet 15																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5140	5140	5141.pdfpage	/asm0038/image/5141.pdfpage
Sheet 16																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5141	5141	5142.pdfpage	/asm0038/image/5142.pdfpage
Sheet 17																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5142	5142	5143.pdfpage	/asm0038/image/5143.pdfpage
Sheet 18																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5143	5143	5144.pdfpage	/asm0038/image/5144.pdfpage
Sheet 19																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5144	5144	5145.pdfpage	/asm0038/image/5145.pdfpage
Sheet 20																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5145	5145	5146.pdfpage	/asm0038/image/5146.pdfpage
Sheet 21																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5146	5146	5147.pdfpage	/asm0038/image/5147.pdfpage
Sheet 22																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5147	5147	5148.pdfpage	/asm0038/image/5148.pdfpage
Sheet 23																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5148	5148	5149.pdfpage	/asm0038/image/5149.pdfpage
Sheet 24																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5149	5149	5150.pdfpage	/asm0038/image/5150.pdfpage
Sheet 25																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5150	5150	5151.pdfpage	/asm0038/image/5151.pdfpage
Sheet 26																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5151	5151	5152.pdfpage	/asm0038/image/5152.pdfpage
Sheet 27																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5152	5152	5153.pdfpage	/asm0038/image/5153.pdfpage
Sheet 28																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5153	5153	5154.pdfpage	/asm0038/image/5154.pdfpage
Sheet 29																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5154	5154	5155.pdfpage	/asm0038/image/5155.pdfpage
Sheet 30																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5155	5155	5156.pdfpage	/asm0038/image/5156.pdfpage
Sheet 31																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5156	5156	5157.pdfpage	/asm0038/image/5157.pdfpage
Sheet 32																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5157	5157	5158.pdfpage	/asm0038/image/5158.pdfpage
Sheet 33																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5158	5158	5159.pdfpage	/asm0038/image/5159.pdfpage
Sheet 34																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5159	5159	5160.pdfpage	/asm0038/image/5160.pdfpage
Sheet 35																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5160	5160	5161.pdfpage	/asm0038/image/5161.pdfpage
Sheet 36																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5161	5161	5162.pdfpage	/asm0038/image/5162.pdfpage
Sheet 37																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5162	5162	5163.pdfpage	/asm0038/image/5163.pdfpage
Sheet 38																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5163	5163	5164.pdfpage	/asm0038/image/5164.pdfpage
Sheet 39																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5164	5164	5165.pdfpage	/asm0038/image/5165.pdfpage
Sheet 40																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5165	5165	5166.pdfpage	/asm0038/image/5166.pdfpage
Sheet 41																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5166	5166	5167.pdfpage	/asm0038/image/5167.pdfpage
Sheet 42																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5167	5167	5168.pdfpage	/asm0038/image/5168.pdfpage
Sheet 43																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5168	5168	5169.pdfpage	/asm0038/image/5169.pdfpage
Sheet 44																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5169	5169	5170.pdfpage	/asm0038/image/5170.pdfpage
Sheet 45																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5170	5170	5171.pdfpage	/asm0038/image/5171.pdfpage
Sheet 46																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5171	5171	5172.pdfpage	/asm0038/image/5172.pdfpage
Sheet 47																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5172	5172	5173.pdfpage	/asm0038/image/5173.pdfpage
Sheet 48																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5173	5173	5174.pdfpage	/asm0038/image/5174.pdfpage
Sheet 49																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5174	5174	5175.pdfpage	/asm0038/image/5175.pdfpage
Sheet 50																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5175	5175	5176.pdfpage	/asm0038/image/5176.pdfpage
Sheet 51																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5176	5176	5177.pdfpage	/asm0038/image/5177.pdfpage
Sheet 52																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5177	5177	5178.pdfpage	/asm0038/image/5178.pdfpage
Sheet 53																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5178	5178	5179.pdfpage	/asm0038/image/5179.pdfpage
Sheet 54																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5179	5179	5180.pdfpage	/asm0038/image/5180.pdfpage
Seis Caprichoso				Romero, Aldemaro					Symphonic orchestra (score). Premiered in Caracas by Chacao Infantile Orchestra.	Orchestral music; Composers -- Venezuela; Music -- Venezuela;			2003-12-13	2000-2010		1 musical score, 54 pages; 43 x 28 cm		University of Miami Libraries. Special Collections.	Aldemaro Romero Archive	ASM0038		Box No. 9			ccg; sr; amy		Requests to publish materials from this collection require written permission from the rights owner. For more information please contact: A PAGANI S.r.l. Edizioni Musicali, Via Nazario Sauro, 5, 22073 Fino Mornasco (CO) - Italy, Tel. (+39) 031.927642, Fax (+39) 031.881335, info@apagani.it - www.apagani.it	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm003800043			Text		application/pdf											asm003800043.pdf		2013-06-11	2013-06-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5180	5180	5181.cpd	/asm0038/supp/5180/index.pdf
Sheet 1		Bolivar tenia la frente ancha																																													2011-04-28	2011-04-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5181	5181	5182.pdfpage	/asm0038/image/5182.pdfpage
Sheet 2																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5182	5182	5183.pdfpage	/asm0038/image/5183.pdfpage
Sheet 3																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5183	5183	5184.pdfpage	/asm0038/image/5184.pdfpage
Sheet 4																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5184	5184	5185.pdfpage	/asm0038/image/5185.pdfpage
Sheet 5																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5185	5185	5186.pdfpage	/asm0038/image/5186.pdfpage
Sheet 6																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5186	5186	5187.pdfpage	/asm0038/image/5187.pdfpage
Sheet 7																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5187	5187	5188.pdfpage	/asm0038/image/5188.pdfpage
Sheet 8																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5188	5188	5189.pdfpage	/asm0038/image/5189.pdfpage
Sheet 9																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5189	5189	5190.pdfpage	/asm0038/image/5190.pdfpage
Sheet 10		Aquella pasión que tenia por el baile																																													2011-04-28	2011-04-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5190	5190	5191.pdfpage	/asm0038/image/5191.pdfpage
Sheet 11																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5191	5191	5192.pdfpage	/asm0038/image/5192.pdfpage
Sheet 12																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5192	5192	5193.pdfpage	/asm0038/image/5193.pdfpage
Sheet 13																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5193	5193	5194.pdfpage	/asm0038/image/5194.pdfpage
Sheet 14																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5194	5194	5195.pdfpage	/asm0038/image/5195.pdfpage
Sheet 15																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5195	5195	5196.pdfpage	/asm0038/image/5196.pdfpage
Sheet 16																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5196	5196	5197.pdfpage	/asm0038/image/5197.pdfpage
Sheet 17																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5197	5197	5198.pdfpage	/asm0038/image/5198.pdfpage
Sheet 18																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5198	5198	5199.pdfpage	/asm0038/image/5199.pdfpage
Sheet 19																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5199	5199	5200.pdfpage	/asm0038/image/5200.pdfpage
Sheet 20																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5200	5200	5201.pdfpage	/asm0038/image/5201.pdfpage
Sheet 21																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5201	5201	5202.pdfpage	/asm0038/image/5202.pdfpage
Sheet 22																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5202	5202	5203.pdfpage	/asm0038/image/5203.pdfpage
Sheet 23																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5203	5203	5204.pdfpage	/asm0038/image/5204.pdfpage
Sheet 24																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5204	5204	5205.pdfpage	/asm0038/image/5205.pdfpage
Sheet 25		Prefería la vida del campo																																													2011-04-28	2011-04-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5205	5205	5206.pdfpage	/asm0038/image/5206.pdfpage
Sheet 26																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5206	5206	5207.pdfpage	/asm0038/image/5207.pdfpage
Sheet 27																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5207	5207	5208.pdfpage	/asm0038/image/5208.pdfpage
Sheet 28																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5208	5208	5209.pdfpage	/asm0038/image/5209.pdfpage
Sheet 29																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5209	5209	5210.pdfpage	/asm0038/image/5210.pdfpage
Sheet 30																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5210	5210	5211.pdfpage	/asm0038/image/5211.pdfpage
Sheet 31																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5211	5211	5212.pdfpage	/asm0038/image/5212.pdfpage
Sheet 32																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5212	5212	5213.pdfpage	/asm0038/image/5213.pdfpage
Sheet 33																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5213	5213	5214.pdfpage	/asm0038/image/5214.pdfpage
Sheet 34																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5214	5214	5215.pdfpage	/asm0038/image/5215.pdfpage
Sheet 35		Bolivar derrotado era mas temible que vencedor																																													2011-04-28	2011-04-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5215	5215	5216.pdfpage	/asm0038/image/5216.pdfpage
Sheet 36																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5216	5216	5217.pdfpage	/asm0038/image/5217.pdfpage
Sheet 37																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5217	5217	5218.pdfpage	/asm0038/image/5218.pdfpage
Sheet 38																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5218	5218	5219.pdfpage	/asm0038/image/5219.pdfpage
Sheet 39																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5219	5219	5220.pdfpage	/asm0038/image/5220.pdfpage
Sheet 40																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5220	5220	5221.pdfpage	/asm0038/image/5221.pdfpage
Sheet 41																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5221	5221	5222.pdfpage	/asm0038/image/5222.pdfpage
Sheet 42																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5222	5222	5223.pdfpage	/asm0038/image/5223.pdfpage
Sheet 43																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5223	5223	5224.pdfpage	/asm0038/image/5224.pdfpage
Sheet 44																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5224	5224	5225.pdfpage	/asm0038/image/5225.pdfpage
Sheet 45																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5225	5225	5226.pdfpage	/asm0038/image/5226.pdfpage
Sheet 46																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5226	5226	5227.pdfpage	/asm0038/image/5227.pdfpage
Sheet 47																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5227	5227	5228.pdfpage	/asm0038/image/5228.pdfpage
Sheet 48																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5228	5228	5229.pdfpage	/asm0038/image/5229.pdfpage
Sheet 49																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5229	5229	5230.pdfpage	/asm0038/image/5230.pdfpage
Sheet 50																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5230	5230	5231.pdfpage	/asm0038/image/5231.pdfpage
Sheet 51																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5231	5231	5232.pdfpage	/asm0038/image/5232.pdfpage
Sheet 52																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5232	5232	5233.pdfpage	/asm0038/image/5233.pdfpage
Sheet 53																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5233	5233	5234.pdfpage	/asm0038/image/5234.pdfpage
Sheet 54																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5234	5234	5235.pdfpage	/asm0038/image/5235.pdfpage
Sheet 55																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5235	5235	5236.pdfpage	/asm0038/image/5236.pdfpage
Sheet 56																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5236	5236	5237.pdfpage	/asm0038/image/5237.pdfpage
Sheet 57																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5237	5237	5238.pdfpage	/asm0038/image/5238.pdfpage
Sheet 58																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5238	5238	5239.pdfpage	/asm0038/image/5239.pdfpage
Sheet 59																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5239	5239	5240.pdfpage	/asm0038/image/5240.pdfpage
Sheet 60																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5240	5240	5241.pdfpage	/asm0038/image/5241.pdfpage
Sheet 61																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5241	5241	5242.pdfpage	/asm0038/image/5242.pdfpage
Sheet 62																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5242	5242	5243.pdfpage	/asm0038/image/5243.pdfpage
Sheet 63																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5243	5243	5244.pdfpage	/asm0038/image/5244.pdfpage
Sheet 64																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5244	5244	5245.pdfpage	/asm0038/image/5245.pdfpage
Sheet 65																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5245	5245	5246.pdfpage	/asm0038/image/5246.pdfpage
Sheet 66																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5246	5246	5247.pdfpage	/asm0038/image/5247.pdfpage
Sheet 67																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5247	5247	5248.pdfpage	/asm0038/image/5248.pdfpage
Sheet 68																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5248	5248	5249.pdfpage	/asm0038/image/5249.pdfpage
Sheet 69																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5249	5249	5250.pdfpage	/asm0038/image/5250.pdfpage
Sheet 70																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5250	5250	5251.pdfpage	/asm0038/image/5251.pdfpage
Sheet 71																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5251	5251	5252.pdfpage	/asm0038/image/5252.pdfpage
Sheet 72																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5252	5252	5253.pdfpage	/asm0038/image/5253.pdfpage
Sheet 73																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5253	5253	5254.pdfpage	/asm0038/image/5254.pdfpage
Sheet 74																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5254	5254	5255.pdfpage	/asm0038/image/5255.pdfpage
Sheet 75																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5255	5255	5256.pdfpage	/asm0038/image/5256.pdfpage
Sheet 76																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5256	5256	5257.pdfpage	/asm0038/image/5257.pdfpage
Sheet 77																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5257	5257	5258.pdfpage	/asm0038/image/5258.pdfpage
Sheet 78																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5258	5258	5259.pdfpage	/asm0038/image/5259.pdfpage
Sheet 79																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5259	5259	5260.pdfpage	/asm0038/image/5260.pdfpage
Sheet 80																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5260	5260	5261.pdfpage	/asm0038/image/5261.pdfpage
Sheet 81																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5261	5261	5262.pdfpage	/asm0038/image/5262.pdfpage
Sheet 82																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5262	5262	5263.pdfpage	/asm0038/image/5263.pdfpage
Sheet 83																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5263	5263	5264.pdfpage	/asm0038/image/5264.pdfpage
Sheet 84																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/5264	5264	5265.pdfpage	/asm0038/image/5265.pdfpage
