Title	Translated Title	CTDA Link	Creator	Photographer	Costume Designer	Set Designer	Poster Designer	Production Title	Play Title	Note	Genre	Subject	Publisher	Date	Theater Venue	Theater Company	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Summary	Copyright	Object ID	Digital ID	Type	Date Digital	Format	Hardware	Software	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Scene from the production, "Picnic"				Torres, Asela				Picnic		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1974			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries. Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770005590001001	Image		image/tiff			20879688 Bytes	3471	2003	4105057596	RGB	8	2400	chc52770005590001001.tif		2011-12-16	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/76	76	32.jp2	/chc5277/image/32.jp2
Scene from the production, "A Vicente le llegó un pariente"	Scene from the production, "Vicente was visited by a family member"			Torres, Asela				Vicente recibió un pariente		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1980			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006630001001	Image		image/tiff			22296200 Bytes	3352	2215	447716682	RGB	8	2400	chc52770006630001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/77	77	103.jp2	/chc5277/image/103.jp2
(Left to right) Patricia Rojo, Julita Muñoz and Miguel de Grandy				Torres, Asela				Las Leandras		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Rojo, Patricia; Muñoz, Julita; Grandy, Miguel de; Theatrical productions; Actors; Performing arts -- Florida -- Miami		1979			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006640001001	Image		image/tiff			22517836 Bytes	3358	2233	1912593378	RGB	8	2400	chc52770006640001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/78	78	117.jp2	/chc5277/image/117.jp2
Scene from the production, "Esperanza Peña"				Torres, Asela				Esperanza Peña		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1980			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006470001001	Image		image/tiff			22878556 Bytes	3371	2260	3723497025	RGB	8	2400	chc52770006470001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/79	79	105.jp2	/chc5277/image/105.jp2
Scene from the production, "El super"	Scene from the production, "The builing manager"			Torres, Asela				El super		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1978			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006720001001	Image		image/tiff			22597156 Bytes	3334	2257	3081868835	RGB	8	2400	chc52770006720001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/80	80	119.jp2	/chc5277/image/119.jp2
Scene from the production, "Los Fantástikos"	Scene from the production, "The Fantástikos" (fantastics)			Torres, Asela				Los Fantástikos		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1977			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006240001001	Image		image/tiff			21163792 Bytes	2250	3132	1426069513	RGB	8	2400	chc52770006240001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/81	81	122.jp2	/chc5277/image/122.jp2
Inside view, Teatro Repertorio Español				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Theaters; Performing arts -- Florida -- Miami		1976			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006770001001	Image		image/tiff			22983516 Bytes	3391	2257	772982824	RGB	8	2400	chc52770006770001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/82	82	87.jp2	/chc5277/image/87.jp2
Scene from the production, "¡Qué negocio tiene Ambrosio!"	Scene from the production, "What a business Ambrosio has!"			Torres, Asela				¡Qué negocio tiene Ambrosio!		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1980			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006360001001	Image		image/tiff			24115084 Bytes	3469	2315	4185154121	RGB	8	2400	chc52770006360001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/83	83	107.jp2	/chc5277/image/107.jp2
Scene from the production, "El sonido de la música"	Scene from the production, "Sound of Music"			Torres, Asela				El sonido de la música		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1976			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006250001001	Image		image/tiff			22309832 Bytes	3366	2207	2480067951	RGB	8	2400	chc52770006250001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/84	84	116.jp2	/chc5277/image/116.jp2
Scene from the production, "Los Fantástikos"	Scene from the production, "The Fantástikos" (fantastics)			Torres, Asela				Los Fantástikos		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1977			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006220001001	Image		image/tiff			22521260 Bytes	3360	2232	2599378065	RGB	8	2400	chc52770006220001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/85	85	94.jp2	/chc5277/image/94.jp2
Scene from the production, "El super"	Scene from the production, "The building manager"			Torres, Asela				El super		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1978			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006710001001	Image		image/tiff			22750184 Bytes	3370	2248	621111667	RGB	8	2400	chc52770006710001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/86	86	112.jp2	/chc5277/image/112.jp2
Scene from the production, "Señorita en estado interesante"	Scene from the production, "Lady in interesting shape"			Torres, Asela				Señorita en estado interesante		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1979			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006700001001	Image		image/tiff			22632136 Bytes	3357	2245	723546634	RGB	8	2400	chc52770006700001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/87	87	99.jp2	/chc5277/image/99.jp2
Scene from the production, "Las Leandras"	Scene from the production, "The Leandras"			Torres, Asela				Las Leandras		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1979			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006660001001	Image		image/tiff			22721580 Bytes	3366	2248	3397421786	RGB	8	2400	chc52770006660001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/88	88	97.jp2	/chc5277/image/97.jp2
Exterior view, Teatro América				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Theaters; Performing arts -- Florida -- Miami		1977			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006540001001	Image		image/tiff			22724176 Bytes	2258	3351	1809602760	RGB	8	2400	chc52770006540001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/89	89	80.jp2	/chc5277/image/80.jp2
Scene from the production, "Esperanza Peña"				Torres, Asela				Esperanza Peña		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1980			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006460001001	Image		image/tiff			23149256 Bytes	3384	2278	772695460	RGB	8	2400	chc52770006460001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/90	90	86.jp2	/chc5277/image/86.jp2
Interior view, Teatro América				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Theaters; Performing arts -- Florida -- Miami		1977			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006530001001	Image		image/tiff			22254044 Bytes	3335	2222	4241874613	RGB	8	2400	chc52770006530001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/91	91	102.jp2	/chc5277/image/102.jp2
Scene from the production, "Nuestro pueblo"	Scene from the production, "Our town"			Torres, Asela				Nuestro pueblo		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1980			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006310001001	Image		image/tiff			22166780 Bytes	2279	3239	4008838987	RGB	8	2400	chc52770006310001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/92	92	93.jp2	/chc5277/image/93.jp2
Nati Mistral				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Mistral, Nati; Actors; Theatrical productions; Performing arts -- Florida -- Miami		1978			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006560001001	Image		image/tiff			23519560 Bytes	3628	2159	3243854714	RGB	8	2400	chc52770006560001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/93	93	85.jp2	/chc5277/image/85.jp2
Scene from the production, "No hay mal que dure cien años..."	Scene from the production, "This too shall pass..."			Torres, Asela				No hay mal que dure cien años		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1980			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006400001001	Image		image/tiff			23180144 Bytes	3384	2281	2548529114	RGB	8	2400	chc52770006400001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/94	94	109.jp2	/chc5277/image/109.jp2
Scene from the production, "Malvaloca"				Torres, Asela				Malvaloca		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1973			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006320001001	Image		image/tiff			23455412 Bytes	2294	3405	59162381	RGB	8	2400	chc52770006320001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/95	95	132.jp2	/chc5277/image/132.jp2
Scene from the production, "Las Leandras"				Torres, Asela				Las Leandras		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1979			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006670001001	Image		image/tiff			22870680 Bytes	3388	2248	3849298006	RGB	8	2400	chc52770006670001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/96	96	129.jp2	/chc5277/image/129.jp2
Scene from the production, "Cabaret"				Torres, Asela				Cabaret		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1976			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006440001001	Image		image/tiff			25876108 Bytes	3715	2320	1972898691	RGB	8	2400	chc52770006440001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/97	97	92.jp2	/chc5277/image/92.jp2
Scene from the production, "El diario de Ana Frank"	Scene from the production, "Diary of Anne Frank"			Torres, Asela				El diario de Ana Frank		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1977			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006600001001	Image		image/tiff			22823572 Bytes	2266	3354	40346642	RGB	8	2400	chc52770006600001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/98	98	79.jp2	/chc5277/image/79.jp2
Scene from the production, "Nuestro pueblo"	Scene from the production, "Our town"			Torres, Asela				Nuestro pueblo		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1980			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006300001001	Image		image/tiff			23708300 Bytes	3451	2288	3855498413	RGB	8	2400	chc52770006300001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/99	99	82.jp2	/chc5277/image/82.jp2
Scene from the production, "Los Fantástikos"	Scene from the production, "The Fantástikos" (fantastics)			Torres, Asela				Los Fantástikos		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1977			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006210001001	Image		image/tiff			23086596 Bytes	2288	3360	89742137	RGB	8	2400	chc52770006210001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/100	100	91.jp2	/chc5277/image/91.jp2
Scene from the production, "Nuestro pueblo"	Scene from the production, "Our town"			Torres, Asela				Nuestro pueblo		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1980			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006290001001	Image		image/tiff			22681800 Bytes	3354	2252	2874830404	RGB	8	2400	chc52770006290001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/101	101	108.jp2	/chc5277/image/108.jp2
Nati Mistral				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Mistral, Nati; Actors; Theatrical productions; Performing arts -- Florida -- Miami		1976			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006570001001	Image		image/tiff			21148788 Bytes	3181	2214	4130346608	RGB	8	2400	chc52770006570001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/102	102	100.jp2	/chc5277/image/100.jp2
Scene from the production, "El sonido de la música"	Scene from the production, "Sound of Music"			Torres, Asela				El sonido de la música		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1976			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006280001001	Image		image/tiff			22514144 Bytes	3400	2205	2787585547	RGB	8	2400	chc52770006280001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/103	103	96.jp2	/chc5277/image/96.jp2
Scene from the production, "Señorita en estado interesante"	Scene from the production, "Lady in interesting shape"			Torres, Asela				Señorita en estado interesante		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1979			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006690001001	Image		image/tiff			22820348 Bytes	3367	2257	1197163092	RGB	8	2400	chc52770006690001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/104	104	83.jp2	/chc5277/image/83.jp2
Scene from the production, "El diario de Ana Frank"	Scene from the production, "Diary of Anne Frank"			Torres, Asela				El diario de Ana Frank		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1977			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006590001001	Image		image/tiff			44509400 Bytes	3316	2236	399477884	RGB	16	2400	chc52770006590001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/105	105	125.jp2	/chc5277/image/125.jp2
Scene from the production, "Las Leandras"	Scene from the production, "The Leandras"			Torres, Asela				Las Leandras		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1979			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006650001001	Image		image/tiff			21813248 Bytes	3231	2248	842095758	RGB	8	2400	chc52770006650001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/106	106	128.jp2	/chc5277/image/128.jp2
Scene from the production, "Malvaloca"				Torres, Asela				Malvaloca		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1973			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006330001001	Image		image/tiff			23190860 Bytes	2278	3390	1474258986	RGB	8	2400	chc52770006330001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/107	107	101.jp2	/chc5277/image/101.jp2
Scene from the production, "Cabaret"				Torres, Asela				Cabaret		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1976			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006450001001	Image		image/tiff			24595568 Bytes	3557	2303	3944887476	RGB	8	2400	chc52770006450001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/108	108	121.jp2	/chc5277/image/121.jp2
Exterior view, Teatro América				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Theaters; Performing arts -- Florida -- Miami		1977			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006490001001	Image		image/tiff			23330188 Bytes	3397	2287	2690533885	RGB	8	2400	chc52770006490001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/109	109	130.jp2	/chc5277/image/130.jp2
Scene from the production, "¡Qué negocio tiene Ambrosio!"	Scene from the production, "What a business Ambrosio has!"			Torres, Asela				¡Qué negocio tiene Ambrosio!		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1980			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006380001001	Image		image/tiff			23110100 Bytes	3384	2274	3535415208	RGB	8	2400	chc52770006380001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/110	110	118.jp2	/chc5277/image/118.jp2
Scene from the production, "No hay mal que dure cien años..."	Scene from the production, "This too shall pass..."			Torres, Asela				No hay mal que dure cien años		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1980			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006390001001	Image		image/tiff			23020480 Bytes	3374	2272	3551781280	RGB	8	2400	chc52770006390001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/111	111	89.jp2	/chc5277/image/89.jp2
Scene from the production, "Mi marido, no"	Scene from the production, "Not my husband"			Torres, Asela				Mi marido no		This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theatrical productions; Performing arts -- Florida -- Miami		1979			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006350001001	Image		image/tiff			22706636 Bytes	2243	3371	1921913161	RGB	8	2400	chc52770006350001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/112	112	98.jp2	/chc5277/image/98.jp2
Actress imprinting her hand at Teatro Repertorio Español				Torres, Asela						This image is available in digital format only.  It was scanned from the original negative owned by Asela Torres.	Film negatives	Actors; Theaters; Performing arts -- Florida -- Miami		1976			1970-1980	Miami (Florida)	1 b&w film negative			University of Miami Libraries.  Cuban Heritage Collection	Asela Torres Photography Collection	CHC5277						mj; mpc		© Asela Torres. All rights reserved.		http://merrick.library.miami.edu/digitalprojects/copyright.html		chc52770006760001001	Image		image/tiff			22734024 Bytes	3381	2239	2930575404	RGB	8	2400	chc52770006760001001.tif		2012-01-12	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5277/id/113	113	88.jp2	/chc5277/image/88.jp2
