Title	Translated title	Creator	Link to transcription	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Full Text	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 2																								Eve with some soldiers kicked up a row with some Niggers last night & this morning the Provost Marshall put him in the Gd House I dont think it will be very serious. I am very much pained to hear of the death of Mr. Marey he was one of the best of men. I shall write to Father soon & am glad to hear you have written him. I recd the Mirror you sent today & the one James sent with the speech but no others for a long time. I dont see where they go to. There are no signs of a Paymaster yet & am afraid we shall have to wait a long time yet; but write me if you get hard up whether I can help you or not. I must close for tonight & will write another line if I can get time before the mail leaves    Yours as Ever    C Shedd    				asm0383000023						asm03830000230002001		111854496 Bytes	4878	7642	3943763505	RGB	8	600	asm03830000230002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/132	132	134.jp2	/asm0383/image/134.jp2
Calvin Shedd letter to wife, S. Augusta Shedd and children, March 26, 1863		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/63mar26.html		Shedd has been on a fatigue party and will have to stand picket duty for 24 hours. He feels the regiment may stay as the officers are planting a garden. Two men from Company G deserted but were caught. He expresses his pain over the death of an acquaintance at home.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1863-03-26	1860-1870	Saint Augustine (Florida)	1 letter; 2 pages	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 5; Folder Title: Mar - Dec 1863							http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000023	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/133	133	135.cpd	/asm0383/supp/133/index.pdf
Page 1																								St. Augustine Feb 8th 1863     Dear Ones     Feb 9th Monday morning I am very well it is very plesant Tell Cox to be sure & keep the measure of my Boots & Shoes as I may want some more     The Steamer Boston went to Fernandina with the Secesh & has returned for the rest, & will sail today, or tomorrow the Delaware went yesterday, with a Mail with two letters for you, but I presume you will get all of them by one mail. I have already written that the Box came on the Delaware all safe & in good order, I have suffered a good deal of comfort already in having good Tobacco to chew & smoke, I light my pipe get on my slippers, cock my feet up on a chair, & smoke look at my slippers & half funy myself at home, I have been quite lame since I came off Guard, we had a furious rain & I got wet & a cold, there is a peculiarity in Colds here with me they dont last but a day or two, at home, they would hang on a fortnight.    A Man came over the lines yesterday reported that the Guerillas came to his house tried to have his son go with them, he refused, at that they took him out and murdered him, after robbing him of a hundered dollars. I wish we might just get hold of them for a few minutes, the Secesh say now their families are gone that they will attack us; I hope they will do it, if they dont get a taste of old Ft St Mark, there is no Virtue in modern Columbiades & Sea-Coast Howitzers with 8 in Shell, we have got some 1500 shell & 100 [     ] of Powder which will last a spell they will have a good time taking us I think unless they bring a heavy Seige-Train which I dont think they have got in East Fla 				asm0383000052						asm03830000520001001		77878804 Bytes	3396	7642	1548240077	RGB	8	600	asm03830000520001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/134	134	136.jp2	/asm0383/image/136.jp2
Page 2																								Eve I dont know what to fill this sheet with there is no news. there are rumors enough but they are of no account. There has a man & two or three women came here to open a Negro School I understand they commence tomorrow the little Nigs hold up their heads with more independence than they used to and give the white Boys as good as they send. they learn the use & benifits of liberty easy & quickly; it is said they make greater progress in learning than the whites.    I feel really sorry that Ada was obliged to go back in the Primry school as she had sett her heart on promotion, but this is a world of disapointments & we must make the best of it, if Lilly dont want to go to school let her stay at home she will soon come to it & go of her own accord, what Regt did W. W. Smith & Washburn go in do you ever hear from them who are the homesick Ones I should like to know so as to have it on record for future reference I supposed Ned got his discharge on his sight which is very short; We had a white frost the other morning which made me think of Oct in N.H. & we have had Ice as thick as a Dime. The Orange Trees are green all winter and Many of them are full of great yellow Oranges but alas they are all sour they look splendid the Peach & Fig trees are bare of leaves as at the north but the forrests are all green but very few of the trees are bare. What has become of my Rifle has it got rusty I should like to hear from it I wish I had it here I would show them how to shoot a trifle, I have got to heat some water & have a wash so good night    Yours as Ever   Calvin Shedd    2d Lt. Co. A. 7th Regt. N.H. Vols      				asm0383000052						asm03830000520002001		78464924 Bytes	3387	7720	2261681650	RGB	8	600	asm03830000520002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/135	135	137.jp2	/asm0383/image/137.jp2
Page 3																												asm0383000052						asm03830000520003001		20776888 Bytes	3442	2010	366431556	RGB	8	600	asm03830000520003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/136	136	138.jp2	/asm0383/image/138.jp2
Calvin Shedd letter to wife, S. Augusta Shedd and children, February 8, 1863		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/63feb08.html		Shedd again comments on the comfort he has received from the box sent from home.  Some feel that the fort will be attacked now that the rebel families are gone.  Shedd laments that they hear more rumors than news about the war.  He closes the letter with comments about events at home.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1863-02-08 	1860-1870	Saint Augustine (Florida)	1 letter (2 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 4; Folder Title: Jan - Feb 1863 							http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000052	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/137	137	139.cpd	/asm0383/image/139.cpd
Page 1																								Fort Jefferson, Fla., Apr 2d 1862    Dear Wife & Children     There is a Mail to leave tomorrow at 9AM and will drop you a line.  I am writing lying on my back dont be frightened I am better than I have been had a turn of Gravel since I got over the Diarhea I think it is owing to the water & standing in the position of a Soldier so much.  I think I shall be able to do duty in a day or two.  Copl J.C. Page died last night of small pox, which makes three out of my squad.  I hope it is the last the Doctr thinks there will be no more cases; there has been 9 deaths from it in the regt 4 of Co C - 5 of Co G.  Sam is well and acting as nurse to others, I think there will be several of Co C discharged and a number from other Cos Thos Watts is the only one you know, I think he has the consumption or something very near to it.      The latest news we have is March 15th which tells us of goodly progress in the war and hope it will continue.     				asm0383000013						asm03830000130001001		48369816 Bytes	3244	4968	1826045775	RGB	8	600	asm03830000130001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/138	138	140.jp2	/asm0383/image/140.jp2
Page 2																								We have got the Election returns and dont know what it means that Enfield has gone as it has we think there was some Monkery about it I wish you would write to Father occasionaly and if I dont send you money in season to get a cow just give him a hint of it and perhaps he would help you always providing you want to keep one also look out for a Pig      if I had been at home I intended this year to build a yard beside the wall on north side of cow yard to come out even with the stone post and nearly to end of wall the other way and let the Pig have some sunshine, but if you have to hire it done I would not bother with it and I would not bother with a Pig unless you feel able, prehaps Henry would engage you a good one I would not get a cow unless you are sure she is gentle for it would be better to let the Pasture than to have an ugly Cow to deal with I would keep from 5 to 8 Hens of you can get them if you dont keep a pig that is if you think it best I want you to do just as you please about all of these things; the land cow Pig Hens Pasture and all 				asm0383000013						asm03830000130002001		958468 Bytes	446	700	2841721355	RGB	8	100	asm03830000130002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/139	139	141.jp2	/asm0383/image/141.jp2
Page 3																								I am afraid the Legislation will stop the pay of Families if there is any talk of it please write me as soon as you hear of it.      there was a mail arrived last Monday some of the Boys got letters & Papers I presume you wrote a day to late you must write a little oftener and I shall get them every mail      some of the Boys went out in a boat yesterday and Harpooned a Shark and brought him ashore he was about 8 ft long an ugly looking customer I have got a peice of his Backbone to remember him by There was 6 rifled Cannon arrived here the other day they are to be mounted on top of the walls.  Our Grub will make us all sick I am afraid the Coffee stinks so that no one but a Soldier could drink it or the Tea either; our bread is all made of damaged Flour and it is pretty hard for a man that dont feel very well but I dont complain for Soldiers get used to most anything I write you things just as they are not as some write that we are a				asm0383000013						asm03830000130003001		48296540 Bytes	3228	4985	1210233342	RGB	8	600	asm03830000130003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/140	140	142.jp2	/asm0383/image/142.jp2
Page 4																								a Paridise for I think the truth is the best to know at all times even if it is not so plesant it is reliable      We are to have some new clothes Pants Blouse Shirt Stockings Shoes drawers & Mosquito Bars Burrell is quite unwell with Diarhea & Gravel very much like me. it is rumored that we shall be ordered to Key West or Frt Pikens or Ship Island or some other place.  I should like to see active service somewhere I dont care much where it is for we dont seem to be doing the Country much service, but I suppose it is just as neccessary to keep this Fort well defended as any other, but I want to see a rebel before I am discharged I dont think of more to write my love to all      Yours Ever   C. Shedd   				asm0383000013						asm03830000130004001		47370344 Bytes	3156	5001	3199415507	RGB	8	600	asm03830000130004001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/141	141	143.jp2	/asm0383/image/143.jp2
Page 5																												asm0383000013						asm03830000130005001		868200 Bytes	700	403	943282967	RGB	8	600	asm03830000130005001.tif		2012-05-16	2012-05-16	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/142	142	144.jp2	/asm0383/image/144.jp2
Calvin Shedd letter to wife, S. Augusta Shedd and children, April 2, 1862		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/62apr02.html		Shedd writes an update on the deaths in camp due to small pox and answers questions about the farm at home.  He describes the catching of a shark and laments the poor food quality at camp.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1862-04-02	1860-1870	Fort Jefferson (Florida)	1 letter (4 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 1; Folder Title: Jan - Apr  1862					 		http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000013	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/143	143	145.cpd	/asm0383/supp/143/index.pdf
Page 1																								St. Augustine March 11th 63     Dear Wife     The Mail is reported to leave in the forenoon, so I will write a word to you this evening. I wish I could know you were in good health, I think then I should feel quite contented, I sleep in my quarters tonight the first for ten nights, I am in commnd tomorrow & shall have but little time to write.    We have had quite an excitement this week not much to our credit viz Co. C. in comnd of Lt Lane went on Picket Monday Morning well Sunday morning the Guerilla Capt Dickenson with about 150 Cavalry laid a trap to take the Co that should go on picket, there is a place occupied near the picket line "just beyond," by a man named Biar there was another man stopping by with him Dickenson put then both under close arrest, so they would not carry the news of his whereabouts to the city; early monday morning he dismounted Sixty of his men, & posted them in the woods, between the picket post, & the city; then just beyond the picket line he had forty mounted men ready to charge on them ie the Co, as it marched into the clearing from the road that leads up the Beach [this clearing is the Fairbanks place the buildings have been burnt by our Soldiers] an excellent plan which would have succeeded if he had waited thirty minutes longer but the Co did not arrive till 9 oclock & Dickenson was afraid we had got wind of it & called off his men, now comes the rub I hate to write it  				asm0383000020						asm03830000200001001		81542920 Bytes	3547	7661	2082178176	RGB	8	600	asm03830000200001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/144	144	146.jp2	/asm0383/image/146.jp2
Page 2																								but will for your private contemplation.    well Lane went up as usual to the post of reserve left the reserve in charge of Segt Dow & Corp Tilton & tool Segt Chase & 5 men to put on the advance Post, at the crossroads near Biar,s House, he had previously sent a Corpl & four men to another post near the marsh on the right, they went to the cross-roads, & three of the men [there was Segt Chase Clark 1st Miller Gile Kelly & Caulkins], Miller Kelly & Caulkins set their rifles against a tree to take off their Blankets when five shots whistled arround them, Then there was the tallest specimen of Skedadling ever seen in Fla, the three, never stoped to take their muskets, but left them at the tree, & run as though the D--l was after them, Lane was the first to run without saying a word; I am a little too fast the old man Clark did not run, but jumped into the bushes & stuck by, and saw one of the Rebs, he came into the road, fired, wheeled his Horse & left, as the rest probably did. on hearing the firing Tilton formed the reserve pretty lively; by the time this was done Sergt Dow got through with a private affair he was obliged to attend to, & took the commnd put the men on the run, for the scene of action, had got about half way, when Lane jumped out of the Bushes & told them to put back, they had just about faced when he told them to hide in the Bushes then he told them to put again, Dow all the time trying to make him tell what the trouble was, and give some orders, but he appeared to be parilised; lost his sword in the race, & had his shoulder straps ripped off by one of the men & even found fault because his Boots squeaked, now I did not				asm0383000020						asm03830000200002001		79616332 Bytes	3460	7668	718737582	RGB	8	600	asm03830000200002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/145	145	147.jp2	/asm0383/image/147.jp2
Page 3																								believe this when I first heard it but have been forced to by unimpeachable testimony.    12th I wrote last night till I got chilled through & lay cold all night, the weather has changed very much, to cold & windy, the mail does not leave on acct of Blow. To continue my story, we have burnt over hundreds of acres on the Jacksonville road & Segt Chase run through the burnt bushes, crying run Boys & hide till he looked like a Coal Pedler, Sam, & Shaker was on a post nearby where they could hear all the hubbub, but did not budge a hair, when the Col rode by they were eating hard-tack cool as cucumbers, Lane did not even form the Co, or send back for the Muskets in fact he appeared frightned nearly out of his wits for he had plenty of time to correct his blunders before the Officer of the Day & Col Put got there; the men asked leave to go for their guns, he would not let them, the next day they were put in the Gd House, per order of Put. & I expected Lane & they would be Ct Martialed, but this morning they were released, & the Col is going to let it go, for reasons which I guess at, but dont know for certain. The Col says he shall not trust Lane with the Co again alone & that House must go with it it has worried House so that he is Sick, you will see at once that Lane is in a fix that would be worse than Death to me. Now had you not rather hear that I was killed in honorable fight, than to hear that I had thrown the White Feather, tell me Truly. there is an awfull blow & talk about this all over the Regt & none talk harder than Co C. themselves most every one of them that I see wish that I had been with them; they say if they had only had an officer fit for anything, they would have followed him to the Death & I have confidence they would. there is the need of ones running till they see what they				asm0383000020						asm03830000200003001		79829556 Bytes	3472	7662	3304098322	RGB	8	600	asm03830000200003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/146	146	148.jp2	/asm0383/image/148.jp2
Page 4																								running from. Co. F. went to C,s assistanse but the enemy had left.    Misfortunes never come singly the same day at noon Co,s F. B. & D. in comnd of Lt. Col. Abbott went over the Bridge with orders to look up the Reb,s expecting to be gone 36 hours they took Raitions according, they returned at 2 the same night with a loss of 1 Segt & 4 men taken by the Reb,s & a gain of 3 Prisoners two of which were released yesterday the other is a discharged Rebel Soldier he fired on our men & will be sent to H. Head. this Segt & Men were of Co. D. & were sent as a patrol to a House at some distance, but before arriving run on to a troop of Reb,s & surrendered without firing a gun, or attempting to save themselves by flight, one of the Prisoners says, they surrendered while the Reb,s were 200 yds off, now when these things are heard at home we shall be held in great estimation I reckon, for our valor; well, I hope we may have a chance to show our hands and see if we are all cowards, if so the sooner it is known the better.    now dont tell of this till you hear of it some other way for it is a Killer on Lane & I dont want to be the first one to publish it I think the success of Abbott had something to do with the case of Co. C. these are the "reasons I guess at" House has done everything he can, has begged of the Boys not to write home about it, & done his best with Put for Lane & the men, I will close with my love & best wishes that your health will be restored ere this reached you Yours as ever    C Shedd 				asm0383000020						asm03830000200004001		77516388 Bytes	3378	7647	2833560484	RGB	8	600	asm03830000200004001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/147	147	149.jp2	/asm0383/image/149.jp2
Calvin Shedd letter to wife, S. Augusta Shedd, March 11, 1863		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/63mar11b.html		In a lengthy letter, Shedd relates the story of a trap laid to capture a company out on picket. The rebel attack failed but the company soldiers disbanded and fled in fear. That same day, three other companies went out on patrol and several soldiers were captured, reportedly without a fight. Shedd asks his wife not to broadcast her knowledge of these affairs as the officers are worried about the image of the regiment.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1863-03-11	1860-1870	Saint Augustine (Florida)	1 letter; 4 pages	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 5; Folder Title: Mar - Dec 1863					 		http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000020	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/148	148	150.cpd	/asm0383/supp/148/index.pdf
Page 1																								St Augustine Dec 21st 1862     Sunday Dear Wife & Children     I put one letter in the Office yesterday so that I might be surely in season, if the Boat went out before advertised. We are having another Big Blow a Norther, perhaps the Boat will not go out for several days.    I am in fair health but Bilious [     ] to sum it up in a word I have got a liver complaint aggravated by the Climate & Food; I have no doubt if I could live as I do at home I should be hearty. If I knew that I was to stop here a year I should be tempted to have you and the Children come here. It would be a hard journey for you all & I suppose it is no use to think of such a thing as you would all feel the loss of home comforts extremely. Lt Lane & Corp Davis of Co. C. expect their wives every Boat. I should like soldiering much better if I could have you all with me. Providing you could get along with one pot (cook meat in)				asm0383000045						asm03830000450001001		46211676 Bytes	3160	4872	1384990062	RGB	8	600	asm03830000450001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/149	149	151.jp2	/asm0383/image/151.jp2
Page 2																								Frying Pan Coffee Pot tin plate knife Fork & Spoon apiece & lay on the ground or floor occasionaly as the case might be. You must not think the Officers escape the Floor & ground as now we are having a very easy time. but I have to lay on the Floor or set up all night once in ten nights on Picket, the old fashioned rules for taking cold are strictly complied with in the Army, last night I lay with the wind blowing on my head all night & I wore my nightcap for the first time since last spring.    22nd I am thinking that it is your Birth Day if so, I hope the next year will prove happier than the last; & my dearest hope is that I may see you before it ends; at our age, time passes quickly, but it seems long to look back to the time we parted. The War wears a bad look; but I still hope for the best, that it will end honorably to the North, my own personal convenience I count as nothing, as compared to the great general result. I continue to feel the same in regard to my duty to my Country as a man &				asm0383000045						asm03830000450002001		45124360 Bytes	3078	4884	1937534270	RGB	8	600	asm03830000450002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/150	150	152.jp2	/asm0383/image/152.jp2
Page 3																								Citizen & no man has ever known me to falter or repine & am ready to agree today, to serve during the War (or my life) if it lasts twenty years.    23rd Good Morning it is very pleasant here just comfortable, I presume it is "Cold Winter" with you, barring the fleas this is just the winter to suit me if we had home comforts to go with it.    I am cross & mad & havent had anything decent to eat for a week & I am bound not to stand it any longer. if I cant get in a Mess I shall get my Meals at an eating house or go to the hotel there is a man that came from N.Y. that keeps an Eating House I think of trying him, if I dont get in Capt Rollins Mess. I have spoken to him and he wished to refere it to the rest of the Mess; if they dont want me, my style will not let me tease them. The Steamer was obliged to wait for wood & will not sail till morning at 9. There is quite an excitement here among the Blacks the Chaplain of the 9th Me is here getting names of those who wish to enlist. I hear he has some hundred names the Negroes				asm0383000045						asm03830000450003001		45025604 Bytes	3060	4902	3853342138	RGB	8	600	asm03830000450003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/151	151	153.jp2	/asm0383/image/153.jp2
Page 4																								are willing & anxious to enlist & I think there will be no trouble in filling the Regt there is quite a rush for the Commission among the Segts & Corporals & some of them from the regt will get them I think. I had a little rather command white soldiers than black. I told Adams at noon that I should not be there to supper & I have no place decided on yet, they had soup for dinner about half-cooked & Bread rank poison with [     ] you know how I like that in Bread I eat a few spoonfuls of soup & nothing else we have had no butter for a fortnight there is none in the City & applesauce (dried) is my utter detestation. Such apple as we get here, we had a piece of cheese last night the first for several weeks. I write this for want of something better to fill my sheet write all the news every time, I am anxious to hear about the Boys from [     ] the Potomac I send you $ 5.00 to pay for the last time at Manchester which slipped my mind I think it rather high seeing I paid your board; but you have waited so long I wont complain about it.    C. Shedd 				asm0383000045						asm03830000450004001		44686604 Bytes	3065	4857	3018751558	RGB	8	600	asm03830000450004001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/152	152	154.jp2	/asm0383/image/154.jp2
Page 5																												asm0383000045						asm03830000450005001		20871432 Bytes	3468	2004	96259937	RGB	8	600	asm03830000450005001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/153	153	155.jp2	/asm0383/image/155.jp2
Calvin Shedd letter to wife, S. Augusta Shedd and children, December 21, 1862		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/62dec21.html		Several other soldiers have sent for their wives, but Shedd feels that his family would not be comfortable at the fort.  He complains that he has had nothing decent to eat for a week and still wishes to change his mess arrangements.  The chaplain is attempting to enlist some of the black citizens into the regiment.  Shedd asks his wife for news about soldiers from Enfield.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1862-12-21	1860-1870	Saint Augustine (Florida)	1 letter (4 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 3; Folder Title: Oct - Dec 1862							http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000045	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/154	154	156.cpd	/asm0383/supp/154/index.pdf
Page 1																								  St Augustine Dec 11 1862     Dear Wife     I expect the letter I wrote several days ago is still in the Office here, as Gen Brannan was so stiff that he ordered the Boat to leave an hour before it was advertised, consequently there was several hundred letters left behind. I sent two letters at that time in one of the latest date was $10.00 (Treasury Note) there is a Schooner lying here that is expected to sail every day if the wind will shift & take the Mail to H. Head. We also expect a Mail from the North every day & I hope to heart that you have recd the Check I sent first, & of your good health & happiness. I am getting smart again have been on Duty since Tuesday & hope to be able to go ahead now.    I expect Lt Mason will be promoted to Capt in Co. B. & Lt Hooper of Co. D. will come in 1st Lt of Co. A. & that will make a mess;				asm0383000043						asm03830000430001001		45138656 Bytes	3098	4854	3829497694	RGB	8	600	asm03830000430001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/155	155	157.jp2	/asm0383/image/157.jp2
Page 2																								as Capt Cotton dislikes him extremely; he is not generally liked in the Regt! You may ask why I am not promoted, it is the same process that transferred me ie. to give an old 2nd Lt Promotion & as I am the youngest in Commission in the Regt it cant be expected till my turn comes , or I have a chance to distinguish myself, and there are no signs of that yet.    This morning a Rebel Capt & Judge came to the Pickets with a Flag of Truce, wanting to be let into the Town; the Judges Family live here & the Col let him in but not the Capt. I dont see it in letting the Judge in, Stragling Soldiers come in and take the Oath most every day. I understand the Judge (Putnam) leaves tomorrow after attending to the wants of his Wife & the rest of the Family. We the Republicans in the Regt feel that the President is getting on the right track in superceeding McClelland, & hope Burnside push matters				asm0383000043						asm03830000430002001		46753108 Bytes	3195	4875	3942742087	RGB	8	600	asm03830000430002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/156	156	158.jp2	/asm0383/image/158.jp2
Page 3																								with a will and in accordance with his well known Energy. I am ashamed to say it, but there are a great many men in the Regt who only ask that the war end be it never so disgraceful to the North their sorry is from morning to night D__n the Niggers & Black Republicans . The Democratic Party is the same wilfully ignorant Bull Headed Bags of Wind everywhere.    Dont take to heart anything I wrote about Grass Widows as I dont know as it was rather saucy. I have had venison to eat for two days I like it very well there are a good many Deer killed about here it is most all wilderness on the main land for miles around. write me what kind of a story Ned has to tell about Soldiering    I was in hopes that Rebel Capt had brought a demand for the surender of the Town as we have just recd 70 bbls of Powder & 1300 shells & lots of shot 24 pnds to send them in answer to the sumons, but I hardly think they will ever attack this place.   				asm0383000043						asm03830000430003001		45050048 Bytes	3090	4857	1992462410	RGB	8	600	asm03830000430003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/157	157	159.jp2	/asm0383/image/159.jp2
Page 4																								Friday Morning Dec 12th Hurrah! there is a Steamer outside the Bar, which will be in about noon, & we earnestly hope for a mail it is just a week today since the other mail arrived ; and I cant say as I should be greatly disapointed if I dont get a letter it being so soon since the last, but I tell you I am most anxious for one, hoping to hear that you are all well & happy.     While I have been writing Passes the Steamer has been boarded by the Pilot & Officer of Day (Capt Cotton) & is now putting up the coast most out of sight; I dont understand it, unless that the tides run so low that she could not get over the Bar. I am disapointed for I hoped this with the others would go in this Boat    Eve I was mistaken the Officer of the Day did not board the Boat; she put off before he got to her & we are at a loss to account for her actions before she was lost to view another Boat hove in sight & steamed directly South. we rather think they are Gunboats hunting & shelling Rebels on the Coast, but it is all conjecture.   				asm0383000043						asm03830000430004001		44873732 Bytes	3088	4841	2969357573	RGB	8	600	asm03830000430004001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/158	158	160.jp2	/asm0383/image/160.jp2
Page 5																												asm0383000043						asm03830000430005001		21272480 Bytes	3427	2067	2986460148	RGB	8	600	asm03830000430005001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/159	159	161.jp2	/asm0383/image/161.jp2
Calvin Shedd letter to wife, S. Augusta Shedd, December 11, 1862		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/62dec11.html		Shedd is pleased to be back on duty and relates some details about new officer appointments and rebel soldiers coming in to the fort to take the oath of allegiance.  He comments on Lincoln replacing General McClelland with General Burnside.  A steamer approaches the fort but sails on, much to Shedd's disappointment.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1862-12-11	1860-1870	Saint Augustine (Florida)	1 letter (4 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 3; Folder Title: Oct - Dec 1862					 		http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000043	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/160	160	162.cpd	/asm0383/supp/160/index.pdf
