Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage - Temporal	Coverage - Spatial	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 26	Página 26														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850051001	image/tiff; image/tiff	122028896 Bytes	5202	7818	1501864218	RGB	8	600	chc03470001850051001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/100	100	101.jp2	/chc5278/image/101.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850052001	image/tiff; image/tiff	122849200 Bytes	5217	7848	908556468	RGB	8	600	chc03470001850052001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/101	101	102.jp2	/chc5278/image/102.jp2
Page 27	Página 27														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850053001	image/tiff; image/tiff	121241580 Bytes	5181	7799	1526763174	RGB	8	600	chc03470001850053001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/102	102	103.jp2	/chc5278/image/103.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850054001	image/tiff; image/tiff	122661508 Bytes	5223	7827	1960028044	RGB	8	600	chc03470001850054001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/103	103	104.jp2	/chc5278/image/104.jp2
Page 28	Página 28														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850055001	image/tiff; image/tiff	121710076 Bytes	5193	7811	283601217	RGB	8	600	chc03470001850055001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/104	104	105.jp2	/chc5278/image/105.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850056001	image/tiff; image/tiff	121676036 Bytes	5187	7818	334219200	RGB	8	600	chc03470001850056001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/105	105	106.jp2	/chc5278/image/106.jp2
Page 29	Página 29														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850057001	image/tiff; image/tiff	121187584 Bytes	5178	7800	102026736	RGB	8	600	chc03470001850057001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/106	106	107.jp2	/chc5278/image/107.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850058001	image/tiff; image/tiff	121792200 Bytes	5184	7830	2149446214	RGB	8	600	chc03470001850058001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/107	107	108.jp2	/chc5278/image/108.jp2
Page 30	Página 30														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850059001	image/tiff; image/tiff	122166312 Bytes	5180	7860	586110456	RGB	8	600	chc03470001850059001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/108	108	109.jp2	/chc5278/image/109.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850060001	image/tiff; image/tiff	122441700 Bytes	5217	7822	889544687	RGB	8	600	chc03470001850060001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/109	109	110.jp2	/chc5278/image/110.jp2
Page 31	Página 31														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850061001	image/tiff; image/tiff	121460444 Bytes	5185	7807	2825908373	RGB	8	600	chc03470001850061001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/110	110	111.jp2	/chc5278/image/111.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850062001	image/tiff; image/tiff	121458500 Bytes	5199	7786	2624859473	RGB	8	600	chc03470001850062001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/111	111	112.jp2	/chc5278/image/112.jp2
Page 32	Página 32														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850063001	image/tiff; image/tiff	120906092 Bytes	5166	7800	3185905827	RGB	8	600	chc03470001850063001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/112	112	113.jp2	/chc5278/image/113.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850064001	image/tiff; image/tiff	121099272 Bytes	5173	7802	2828700129	RGB	8	600	chc03470001850064001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/113	113	114.jp2	/chc5278/image/114.jp2
Page 33	Página 33														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850065001	image/tiff; image/tiff	120610632 Bytes	5154	7799	3380721813	RGB	8	600	chc03470001850065001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/114	114	115.jp2	/chc5278/image/115.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850066001	image/tiff; image/tiff	121333272 Bytes	5181	7805	1534622908	RGB	8	600	chc03470001850066001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/115	115	116.jp2	/chc5278/image/116.jp2
Page 34	Página 34														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850067001	image/tiff; image/tiff	83472552 Bytes	5179	5371	1277758247	RGB	8	600	chc03470001850067001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/116	116	117.jp2	/chc5278/image/117.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850068001	image/tiff; image/tiff	82947220 Bytes	5326	5190	492096658	RGB	8	600	chc03470001850068001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/117	117	118.jp2	/chc5278/image/118.jp2
Una caja de zapatos vacía (An empty shoe box) by Virgilio Piñera	Una caja de zapatos vacía de Virgilio Piñera	Piñera, Virgilio, 1912-		Text of the play "Una caja de zapatos vacía" (An empty shoe box) by Virgilio Piñera, Cuban author, poet, playwright, and essayist. Due to Piñera's social and political views he was censured by the socialist regime and died without any official recognition. In 1969 Piñera was able to send this copy to his friend Luis F. González-Cruz who published it in Miami in 1986. The play touches on the methods used by the tyrants to rule over their subjects, it offers a surrealist vision of power and violence. The play is dedicated to the Cuban actor Adolfo Llauradó. Most of the play was typed on stationery of the Consejo Nacional de Cultura of Cuba	There are 34 numbered pages, and notes and corrections by the author throughout the text. Donor: Luis F. González-Cruz	González-Cruz, Luis F., 1943-; Llauradó, Adolfo; Authors, Cuban -- 20th century; Manuscripts	Manuscripts;			1968		68 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Virgilio Piñera Collection	347		Box No. 7, Folder No. 10, Folder Title: Piñera, Virgilio - Una caja de zapatos vacía.	González-Cruz, Luis F., 1943-	González-Cruz, Luis F., 1943-	mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185																	2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/118	118	119.cpd	/chc5278/image/119.cpd
