Title	Translated Title	Variation of Title	Uniform Title	IBISWEB Catalog Link	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Call Number	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 262																														chc0364000021		chc03640000210262001							96250582 Bytes	6876	4666	2238896944	RGB	8	600	chc03640000210262001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1067	1067	1068.jp2	/chc0364/image/1068.jp2
Barrio Pan con timba - Colegio																														chc0364000021		chc03640000210263001							98013838 Bytes	6728	4856	3593549707	RGB	8	600	chc03640000210263001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1068	1068	1069.jp2	/chc0364/image/1069.jp2
Page 264																														chc0364000021		chc03640000210264001							96250582 Bytes	6876	4666	1536887609	RGB	8	600	chc03640000210264001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1069	1069	1070.jp2	/chc0364/image/1070.jp2
Sala Tuberculósis - Hospital No. 1																														chc0364000021		chc03640000210265001							99733582 Bytes	6768	4912	1479076066	RGB	8	600	chc03640000210265001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1070	1070	1071.jp2	/chc0364/image/1071.jp2
Page 266																														chc0364000021		chc03640000210266001							96210694 Bytes	6882	4660	4119202122	RGB	8	600	chc03640000210266001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1071	1071	1072.jp2	/chc0364/image/1072.jp2
Sotano en Pabellón de "La Covadonga"																														chc0364000021		chc03640000210267001							96485710 Bytes	6656	4832	17456134	RGB	8	600	chc03640000210267001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1072	1072	1073.jp2	/chc0364/image/1073.jp2
Page 268																														chc0364000021		chc03640000210268001							96542542 Bytes	6888	4672	1575076337	RGB	8	600	chc03640000210268001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1073	1073	1074.jp2	/chc0364/image/1074.jp2
Sótano - Pabellón Tuberculos Hospital No. 1																														chc0364000021		chc03640000210269001							98394190 Bytes	6688	4904	853726218	RGB	8	600	chc03640000210269001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1074	1074	1075.jp2	/chc0364/image/1075.jp2
Page 270																														chc0364000021		chc03640000210270001							96869422 Bytes	6876	4696	3173736755	RGB	8	600	chc03640000210270001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1075	1075	1076.jp2	/chc0364/image/1076.jp2
Covadonga - Sótano																														chc0364000021		chc03640000210271001							99379918 Bytes	6744	4912	3959406933	RGB	8	600	chc03640000210271001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1076	1076	1077.jp2	/chc0364/image/1077.jp2
Page 272																														chc0364000021		chc03640000210272001							97292062 Bytes	6906	4696	2819798313	RGB	8	600	chc03640000210272001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1077	1077	1078.jp2	/chc0364/image/1078.jp2
Antiguo Cementerio del Cerro																														chc0364000021		chc03640000210273001							99305614 Bytes	6728	4920	1681294754	RGB	8	600	chc03640000210273001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1078	1078	1079.jp2	/chc0364/image/1079.jp2
Page 274																														chc0364000021		chc03640000210274001							96914494 Bytes	6888	4690	2860422202	RGB	8	600	chc03640000210274001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1079	1079	1080.jp2	/chc0364/image/1080.jp2
Covadonga - Quinta de Salud - Sótano																														chc0364000021		chc03640000210275001							96859726 Bytes	6704	4816	171404800	RGB	8	600	chc03640000210275001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1080	1080	1081.jp2	/chc0364/image/1081.jp2
Page 276																														chc0364000021		chc03640000210276001							95573326 Bytes	6784	4696	1332581088	RGB	8	600	chc03640000210276001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1081	1081	1082.jp2	/chc0364/image/1082.jp2
Cerro y San Cristóbal - Puesto frutas y fonda																														chc0364000021		chc03640000210277001							99144142 Bytes	6728	4912	1883742994	RGB	8	600	chc03640000210277001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1082	1082	1083.jp2	/chc0364/image/1083.jp2
Page 278																														chc0364000021		chc03640000210278001							98160718 Bytes	6944	4712	2217970453	RGB	8	600	chc03640000210278001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1083	1083	1084.jp2	/chc0364/image/1084.jp2
Tenerife No. 21 - Puesto de frutas de chinos																														chc0364000021		chc03640000210279001							98190478 Bytes	6696	4888	3652429061	RGB	8	600	chc03640000210279001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1084	1084	1085.jp2	/chc0364/image/1085.jp2
Page 280																														chc0364000021		chc03640000210280001							97233358 Bytes	6832	4744	453448582	RGB	8	600	chc03640000210280001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1085	1085	1086.jp2	/chc0364/image/1086.jp2
Monte y San Joaquín - Bodega - Carnicería y puesto de frutas																														chc0364000021		chc03640000210281001							97561294 Bytes	6664	4880	3130692147	RGB	8	600	chc03640000210281001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1086	1086	1087.jp2	/chc0364/image/1087.jp2
Page 282																														chc0364000021		chc03640000210282001							96370894 Bytes	6864	4680	314012458	RGB	8	600	chc03640000210282001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1087	1087	1088.jp2	/chc0364/image/1088.jp2
Cerro No. 474 - Puesto de frutas																														chc0364000021		chc03640000210283001							98233678 Bytes	6688	4896	2219489402	RGB	8	600	chc03640000210283001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1088	1088	1089.jp2	/chc0364/image/1089.jp2
Page 284																														chc0364000021		chc03640000210284001							96238222 Bytes	6808	4712	2817814624	RGB	8	600	chc03640000210284001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1089	1089	1090.jp2	/chc0364/image/1090.jp2
Salud 135 - Carbonería																														chc0364000021		chc03640000210285001							97741126 Bytes	6744	4831	2177442197	RGB	8	600	chc03640000210285001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1090	1090	1091.jp2	/chc0364/image/1091.jp2
Page 286																														chc0364000021		chc03640000210286001							96550222 Bytes	6784	4744	564146861	RGB	8	600	chc03640000210286001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1091	1091	1092.jp2	/chc0364/image/1092.jp2
Soledad y Salud - Solar																														chc0364000021		chc03640000210287001							98595166 Bytes	6736	4879	3111067405	RGB	8	600	chc03640000210287001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1092	1092	1093.jp2	/chc0364/image/1093.jp2
Page 288																														chc0364000021		chc03640000210288001							96891790 Bytes	6808	4744	481772998	RGB	8	600	chc03640000210288001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1093	1093	1094.jp2	/chc0364/image/1094.jp2
Barrio Pintor - Bodega																														chc0364000021		chc03640000210289001							97241422 Bytes	6664	4864	1403243616	RGB	8	600	chc03640000210289001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1094	1094	1095.jp2	/chc0364/image/1095.jp2
Page 290																														chc0364000021		chc03640000210290001							95961934 Bytes	6800	4704	2256908855	RGB	8	600	chc03640000210290001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1095	1095	1096.jp2	/chc0364/image/1096.jp2
Calzada del Cerro y Zaragoza - Puesto de frutas y carnicería																														chc0364000021		chc03640000210291001							95998222 Bytes	6568	4872	3565927865	RGB	8	600	chc03640000210291001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1096	1096	1097.jp2	/chc0364/image/1097.jp2
Page 292																														chc0364000021		chc03640000210292001							96628174 Bytes	6824	4720	2274452712	RGB	8	600	chc03640000210292001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1097	1097	1098.jp2	/chc0364/image/1098.jp2
Acosta e Inquisidor - Casa clausurada por sanidad																														chc0364000021		chc03640000210293001							98221396 Bytes	4871	6720	3534027861	RGB	8	600	chc03640000210293001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1098	1098	1099.jp2	/chc0364/image/1099.jp2
Page 294																														chc0364000021		chc03640000210294001							96224590 Bytes	6784	4728	387907550	RGB	8	600	chc03640000210294001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1099	1099	1100.jp2	/chc0364/image/1100.jp2
Zanja No. 121 - Puesto de frutas y rastro																														chc0364000021		chc03640000210295001							96498766 Bytes	6624	4856	1108293490	RGB	8	600	chc03640000210295001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1100	1100	1101.jp2	/chc0364/image/1101.jp2
Page 296																														chc0364000021		chc03640000210296001							95705422 Bytes	6736	4736	1199940666	RGB	8	600	chc03640000210296001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1101	1101	1102.jp2	/chc0364/image/1102.jp2
Sitios No. 167 - Pozo negro																														chc0364000021		chc03640000210297001							96833614 Bytes	6680	4832	924675270	RGB	8	600	chc03640000210297001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1102	1102	1103.jp2	/chc0364/image/1103.jp2
Page 298																														chc0364000021		chc03640000210298001							95058766 Bytes	6736	4704	4068353284	RGB	8	600	chc03640000210298001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1103	1103	1104.jp2	/chc0364/image/1104.jp2
Sitios No. 165 - Pozo negro																														chc0364000021		chc03640000210299001							98790478 Bytes	6704	4912	1347207333	RGB	8	600	chc03640000210299001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1104	1104	1105.jp2	/chc0364/image/1105.jp2
Page 300																														chc0364000021		chc03640000210300001							95961934 Bytes	6800	4704	1299498463	RGB	8	600	chc03640000210300001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1105	1105	1106.jp2	/chc0364/image/1106.jp2
Maloja No. 19 1/2 - Pozo negro																														chc0364000021		chc03640000210301001							97386958 Bytes	4848	6696	2113201250	RGB	8	600	chc03640000210301001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1106	1106	1107.jp2	/chc0364/image/1107.jp2
Page 302																														chc0364000021		chc03640000210302001							95523022 Bytes	6792	4688	1183846311	RGB	8	600	chc03640000210302001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1107	1107	1108.jp2	/chc0364/image/1108.jp2
Dragones No. 1 y 3 - Entresuelos - Posada "La Aurora"																														chc0364000021		chc03640000210303001							98316598 Bytes	6728	4871	1371316281	RGB	8	600	chc03640000210303001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1108	1108	1109.jp2	/chc0364/image/1109.jp2
Page 304																														chc0364000021		chc03640000210304001							95573326 Bytes	6784	4696	1039758240	RGB	8	600	chc03640000210304001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1109	1109	1110.jp2	/chc0364/image/1110.jp2
San Lázaro No. 148 - Sótano																														chc0364000021		chc03640000210305001							99179278 Bytes	6808	4856	906533478	RGB	8	600	chc03640000210305001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1110	1110	1111.jp2	/chc0364/image/1111.jp2
Page 306																														chc0364000021		chc03640000210306001							95058766 Bytes	6736	4704	2453311254	RGB	8	600	chc03640000210306001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1111	1111	1112.jp2	/chc0364/image/1112.jp2
Chacón y Compostela - Carbonería																														chc0364000021		chc03640000210307001							96731854 Bytes	6640	4856	77391527	RGB	8	600	chc03640000210307001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1112	1112	1113.jp2	/chc0364/image/1113.jp2
Page 308																														chc0364000021		chc03640000210308001							96338062 Bytes	6792	4728	912030356	RGB	8	600	chc03640000210308001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1113	1113	1114.jp2	/chc0364/image/1114.jp2
Esquina de Tejas - Casa antigua - Bodega																														chc0364000021		chc03640000210309001							97678414 Bytes	6672	4880	1018348888	RGB	8	600	chc03640000210309001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1114	1114	1115.jp2	/chc0364/image/1115.jp2
Page 310																														chc0364000021		chc03640000210310001							96664078 Bytes	6792	4744	2413273666	RGB	8	600	chc03640000210310001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1115	1115	1116.jp2	/chc0364/image/1116.jp2
Sitios No. 31 - Dulcería																														chc0364000021		chc03640000210311001							97721230 Bytes	6664	4888	3698189074	RGB	8	600	chc03640000210311001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1116	1116	1117.jp2	/chc0364/image/1117.jp2
Page 312																														chc0364000021		chc03640000210312001							95785870 Bytes	6776	4712	3511183646	RGB	8	600	chc03640000210312001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1117	1117	1118.jp2	/chc0364/image/1118.jp2
Tulipán y Ayesterán - Bodega																														chc0364000021		chc03640000210313001							98480014 Bytes	6760	4856	75029164	RGB	8	600	chc03640000210313001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1118	1118	1119.jp2	/chc0364/image/1119.jp2
Page 314																														chc0364000021		chc03640000210314001							94735438 Bytes	6736	4688	3460832138	RGB	8	600	chc03640000210314001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1119	1119	1120.jp2	/chc0364/image/1120.jp2
Monte No. 345 - Dulcería																														chc0364000021		chc03640000210315001							96583438 Bytes	6696	4808	435949765	RGB	8	600	chc03640000210315001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1120	1120	1121.jp2	/chc0364/image/1121.jp2
Page 316																														chc0364000021		chc03640000210316001							95686030 Bytes	6792	4696	2176421694	RGB	8	600	chc03640000210316001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1121	1121	1122.jp2	/chc0364/image/1122.jp2
Tenerife No. 13 - Depósito de materiales de construcción.																														chc0364000021		chc03640000210317001							96074062 Bytes	6584	4864	2372010184	RGB	8	600	chc03640000210317001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1122	1122	1123.jp2	/chc0364/image/1123.jp2
Page 318																														chc0364000021		chc03640000210318001							97489294 Bytes	6920	4696	368302969	RGB	8	600	chc03640000210318001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1123	1123	1124.jp2	/chc0364/image/1124.jp2
Page 319																														chc0364000021		chc03640000210319001							96210190 Bytes	6648	4824	64493308	RGB	8	600	chc03640000210319001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1124	1124	1125.jp2	/chc0364/image/1125.jp2
Page 320																														chc0364000021		chc03640000210320001							96370894 Bytes	6864	4680	2667957515	RGB	8	600	chc03640000210320001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1125	1125	1126.jp2	/chc0364/image/1126.jp2
Page 321																														chc0364000021		chc03640000210321001							94925134 Bytes	6592	4800	3948980092	RGB	8	600	chc03640000210321001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1126	1126	1127.jp2	/chc0364/image/1127.jp2
Page 322																														chc0364000021		chc03640000210322001							98972110 Bytes	6784	4863	3869428562	RGB	8	600	chc03640000210322001.tif		2011-09-20	2011-09-20	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1127	1127	1128.jp2	/chc0364/image/1128.jp2
Calles de La Habana	Streets of Havana			http://ibisweb.miami.edu/record=b2690150~S11					Havana (Cuba) -- Pictorial works; Streets -- Cuba -- Havana; Buildings; Dwellings	Viewbooks; Photographs	[S.l. : s.n., 1934?]	1934	1930-1940	Havana (Cuba)	CHC Viewbooks Collection 0364 no. 037	1 volume, 322 (includes 9 cover pages); 20 x 28 cm	spa	 University of Miami Libraries. Cuban Heritage Collection	Viewbooks Collection	CHC0364		Box No. 3				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc0364000021			Image		image/tiff													2011-10-12	2011-10-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1128	1128	1129.cpd	/chc0364/supp/1128/index.pdf
Page 1																														chc0364000011		chc03640000110001001							117944232 Bytes	6872	5720	3091363309	RGB	8	600	chc03640000110001001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1129	1129	1130.jp2	/chc0364/image/1130.jp2
Page 2																														chc0364000011		chc03640000110002001							117314788 Bytes	6865	5695	3389347360	RGB	8	600	chc03640000110002001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1130	1130	1131.jp2	/chc0364/image/1131.jp2
Page 3																														chc0364000011		chc03640000110003001							115578532 Bytes	6839	5632	789349816	RGB	8	600	chc03640000110003001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1131	1131	1132.jp2	/chc0364/image/1132.jp2
Page 4																														chc0364000011		chc03640000110004001							121908740 Bytes	7133	5696	3326063302	RGB	8	600	chc03640000110004001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1132	1132	1133.jp2	/chc0364/image/1133.jp2
Habana : photo-gravures.																														chc0364000011		chc03640000110005001							107479508 Bytes	6417	5582	1500142428	RGB	8	600	chc03640000110005001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1133	1133	1134.jp2	/chc0364/image/1134.jp2
El Palacio.	The Palace - Residence of Cuba's President and formerly of the Captain-General from Spain.																													chc0364000011		chc03640000110006001							111667900 Bytes	6609	5631	4165847011	RGB	8	600	chc03640000110006001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1134	1134	1135.jp2	/chc0364/image/1135.jp2
Oficinas de Relaciones Extranjeras.	The Foreign Office, from the Bay.																													chc0364000011		chc03640000110007001							110027244 Bytes	6520	5624	3734406632	RGB	8	600	chc03640000110007001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1135	1135	1136.jp2	/chc0364/image/1136.jp2
El Prado.	The Prado - Havana's most beautiful thoroughfare.																													chc0364000011		chc03640000110008001							114992640 Bytes	6824	5616	1745069059	RGB	8	600	chc03640000110008001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1136	1136	1137.jp2	/chc0364/image/1137.jp2
Aduana.	The Custom House.																													chc0364000011		chc03640000110009001							109043016 Bytes	5664	6416	2076975560	RGB	8	600	chc03640000110009001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1137	1137	1138.jp2	/chc0364/image/1138.jp2
Muelle de Luz.	Luz Wharf - Place of Embarkation for all Cuban Ports.																													chc0364000011		chc03640000110010001							108463908 Bytes	6400	5648	3993425592	RGB	8	600	chc03640000110010001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1138	1138	1139.jp2	/chc0364/image/1139.jp2
Parque de Colón.	Colon Park - Havana.																													chc0364000011		chc03640000110011001							108235636 Bytes	6432	5608	2908812194	RGB	8	600	chc03640000110011001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1139	1139	1140.jp2	/chc0364/image/1140.jp2
Parque de Albear.	The Park of Albear.																													chc0364000011		chc03640000110012001							107407588 Bytes	6392	5600	1391696283	RGB	8	600	chc03640000110012001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1140	1140	1141.jp2	/chc0364/image/1141.jp2
Antiguas Murallas - Habana.	The Old City Wall - Now destroyed.																													chc0364000011		chc03640000110013001							108311032 Bytes	6400	5640	4292081827	RGB	8	600	chc03640000110013001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1141	1141	1142.jp2	/chc0364/image/1142.jp2
Pila de la India.	The Indian Statue - Park Isabella the Christian - Havana.																													chc0364000011		chc03640000110014001							113667828 Bytes	6632	5712	3823750541	RGB	8	600	chc03640000110014001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1142	1142	1143.jp2	/chc0364/image/1143.jp2
Iglesia El Angel.	The Church of the Angel.																													chc0364000011		chc03640000110015001							116245324 Bytes	6928	5592	4211058545	RGB	8	600	chc03640000110015001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1143	1143	1144.jp2	/chc0364/image/1144.jp2
El Morro un día de Norte.	A Northeaster at Morro.																													chc0364000011		chc03640000110016001							114395752 Bytes	6808	5600	3616830146	RGB	8	600	chc03640000110016001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1144	1144	1145.jp2	/chc0364/image/1145.jp2
Interior del Morro.	Interior view of Morro Castle.																													chc0364000011		chc03640000110017001							115843376 Bytes	5592	6904	1178423983	RGB	8	600	chc03640000110017001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1145	1145	1146.jp2	/chc0364/image/1146.jp2
El Morro visto desde La Cabaña.	Morro Castle - view from Cabaña.																													chc0364000011		chc03640000110018001							117500100 Bytes	6904	5672	3295577599	RGB	8	600	chc03640000110018001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1146	1146	1147.jp2	/chc0364/image/1147.jp2
Falda de la Cabaña.	The foot of Cabaña.																													chc0364000011		chc03640000110019001							116331200 Bytes	5688	6816	2268871530	RGB	8	600	chc03640000110019001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1147	1147	1148.jp2	/chc0364/image/1148.jp2
Restos de El Maine.	The wreck of the Maine.																													chc0364000011		chc03640000110020001							118299436 Bytes	6912	5704	244860449	RGB	8	600	chc03640000110020001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1148	1148	1149.jp2	/chc0364/image/1149.jp2
La Cabaña vista desde El Morro.	Fortress Cabaña - view from Morro.																													chc0364000011		chc03640000110021001							114360396 Bytes	6784	5618	1245995212	RGB	8	600	chc03640000110021001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1149	1149	1150.jp2	/chc0364/image/1150.jp2
Calzada del Cerro.	The principal residence street of Cerro - suburb of Havana.																													chc0364000011		chc03640000110022001							117256756 Bytes	6880	5680	3792059509	RGB	8	600	chc03640000110022001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1150	1150	1151.jp2	/chc0364/image/1151.jp2
Foso de los laureles en La Cabaña.	The site of the executions of Cuban prisoners at Cabaña Fortress.																													chc0364000011		chc03640000110023001							117451212 Bytes	6872	5696	4102202062	RGB	8	600	chc03640000110023001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1151	1151	1152.jp2	/chc0364/image/1152.jp2
Oficinas de El Diario de la Marina.	Office of The Diario de la Marina - Havana's principal newspaper.																													chc0364000011		chc03640000110024001							116185812 Bytes	6760	5728	2560152559	RGB	8	600	chc03640000110024001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1152	1152	1153.jp2	/chc0364/image/1153.jp2
Avenida de Palmas - Palatino.	Avenue of Palms at Palatino - near Havana.																													chc0364000011		chc03640000110025001							116357904 Bytes	5696	6808	3728213114	RGB	8	600	chc03640000110025001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1153	1153	1154.jp2	/chc0364/image/1154.jp2
Muelle de la Aduana.	Loading merchandise for shipment at the Custom House Wharves.																													chc0364000011		chc03640000110026001							115075904 Bytes	6752	5680	3374935779	RGB	8	600	chc03640000110026001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1154	1154	1155.jp2	/chc0364/image/1155.jp2
Deposito de Aqua - Vento.	Reservoir of Havana's Water Supply.																													chc0364000011		chc03640000110027001							115312872 Bytes	6728	5712	529600430	RGB	8	600	chc03640000110027001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1155	1155	1156.jp2	/chc0364/image/1156.jp2
La Playa de Marianao.	The Playa at Marianao - Havana's nearest resort.																													chc0364000011		chc03640000110028001							117638980 Bytes	6816	5752	191105392	RGB	8	600	chc03640000110028001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1156	1156	1157.jp2	/chc0364/image/1157.jp2
Canal de Vento.	Vento Water Works - whence comes Havana's supply.																													chc0364000011		chc03640000110029001							119790328 Bytes	6960	5736	1893010673	RGB	8	600	chc03640000110029001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1157	1157	1158.jp2	/chc0364/image/1158.jp2
