Title	Translated title	Creator	Contributors	Production Title	Summary	Note	Subject	Genre	Publisher	Date	Theater Venue	Theater Company	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 6																			Manuel Ochoa Papers	CHC0487										chc0487000020						chc04870000200006001	image/tiff	99250328 Bytes	5080	6511	1732794178	RGB	8	600	chc04870000200006001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/447	447	448.jp2	/chc0487/image/448.jp2
Page 7																			Manuel Ochoa Papers	CHC0487										chc0487000020						chc04870000200007001	image/tiff	99234152 Bytes	5087	6501	152740224	RGB	8	600	chc04870000200007001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/448	448	449.jp2	/chc0487/image/449.jp2
Page 8																			Manuel Ochoa Papers	CHC0487										chc0487000020						chc04870000200008001	image/tiff	99872348 Bytes	5108	6516	1535367400	RGB	8	600	chc04870000200008001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/449	449	450.jp2	/chc0487/image/450.jp2
Program for the production, "La viuda alegre"	Program for the production, "The merry widow"			La viuda alegre				Programs		1976-03-20	Gusman Center for the Performing Arts		1970-1980	Miami (Florida)	1 program	spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 1; Folder Title: Miami, Florida, 1976			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000020	Text; Image						image/tiff										2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/450	450	451.cpd	/chc0487/image/451.cpd
Page 1																			Manuel Ochoa Papers	CHC0487										chc0487000022						chc04870000220001001	image/tiff	105031092 Bytes	5208	6721	1575567004	RGB	8	600	chc04870000220001001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/451	451	452.jp2	/chc0487/image/452.jp2
Page 2																			Manuel Ochoa Papers	CHC0487										chc0487000022						chc04870000220002001	image/tiff	104944788 Bytes	5200	6726	3426512443	RGB	8	600	chc04870000220002001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/452	452	453.jp2	/chc0487/image/453.jp2
Page 3																			Manuel Ochoa Papers	CHC0487										chc0487000022						chc04870000220003001	image/tiff	106331248 Bytes	5256	6742	3727653303	RGB	8	600	chc04870000220003001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/453	453	454.jp2	/chc0487/image/454.jp2
Page 4																			Manuel Ochoa Papers	CHC0487										chc0487000022						chc04870000220004001	image/tiff	106096328 Bytes	5232	6758	1738703920	RGB	8	600	chc04870000220004001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/454	454	455.jp2	/chc0487/image/455.jp2
Page 5																			Manuel Ochoa Papers	CHC0487										chc0487000022						chc04870000220005001	image/tiff	106588872 Bytes	5261	6752	700858301	RGB	8	600	chc04870000220005001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/455	455	456.jp2	/chc0487/image/456.jp2
Page 6																			Manuel Ochoa Papers	CHC0487										chc0487000022						chc04870000220006001	image/tiff	104916304 Bytes	5200	6724	2711050144	RGB	8	600	chc04870000220006001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/456	456	457.jp2	/chc0487/image/457.jp2
Page 7																			Manuel Ochoa Papers	CHC0487										chc0487000022						chc04870000220007001	image/tiff	105246700 Bytes	5204	6740	2927226762	RGB	8	600	chc04870000220007001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/457	457	458.jp2	/chc0487/image/458.jp2
Page 8																			Manuel Ochoa Papers	CHC0487										chc0487000022						chc04870000220008001	image/tiff	104928096 Bytes	5209	6713	3810913821	RGB	8	600	chc04870000220008001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/458	458	459.jp2	/chc0487/image/459.jp2
Page 9																			Manuel Ochoa Papers	CHC0487										chc0487000022						chc04870000220009001	image/tiff	106139824 Bytes	5259	6726	4127817357	RGB	8	600	chc04870000220009001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/459	459	460.jp2	/chc0487/image/460.jp2
Page 10																			Manuel Ochoa Papers	CHC0487										chc0487000022						chc04870000220010001	image/tiff	105771068 Bytes	5247	6718	3668584265	RGB	8	600	chc04870000220010001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/460	460	461.jp2	/chc0487/image/461.jp2
Page 11																			Manuel Ochoa Papers	CHC0487										chc0487000022						chc04870000220011001	image/tiff	104849620 Bytes	5199	6721	1118173298	RGB	8	600	chc04870000220011001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/461	461	462.jp2	/chc0487/image/462.jp2
Page 12																			Manuel Ochoa Papers	CHC0487										chc0487000022						chc04870000220012001	image/tiff	105144480 Bytes	5199	6740	1517513528	RGB	8	600	chc04870000220012001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/462	462	463.jp2	/chc0487/image/463.jp2
Program for the production, "Las Leandras"	Program for the production, "The Leandras"			Las Leandras				Programs		1976-01-10	Gusman Center for the Performing Arts		1970-1980	Miami (Florida)	1 program	eng; spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 1; Folder Title: Miami, Florida, 1976			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000022	Still image						image/tiff										2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/463	463	464.cpd	/chc0487/image/464.cpd
Page 1																			Manuel Ochoa Papers	CHC0487										chc0487000037						chc04870000370001001	image/tiff	131311612 Bytes	5688	7694	2178517833	RGB	8	600	chc04870000370001001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/464	464	465.jp2	/chc0487/image/465.jp2
Page 2																			Manuel Ochoa Papers	CHC0487										chc0487000037						chc04870000370002001	image/tiff	127919732 Bytes	5559	7669	2709961170	RGB	8	600	chc04870000370002001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/465	465	466.jp2	/chc0487/image/466.jp2
Page 3																			Manuel Ochoa Papers	CHC0487										chc0487000037						chc04870000370003001	image/tiff	129559256 Bytes	5631	7668	451653464	RGB	8	600	chc04870000370003001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/466	466	467.jp2	/chc0487/image/467.jp2
Page 4																			Manuel Ochoa Papers	CHC0487										chc0487000037						chc04870000370004001	image/tiff	130120264 Bytes	5665	7655	1376705474	RGB	8	600	chc04870000370004001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/467	467	468.jp2	/chc0487/image/468.jp2
Page 5																			Manuel Ochoa Papers	CHC0487										chc0487000037						chc04870000370005001	image/tiff	129425020 Bytes	5620	7675	1930206705	RGB	8	600	chc04870000370005001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/468	468	469.jp2	/chc0487/image/469.jp2
Page 6																			Manuel Ochoa Papers	CHC0487										chc0487000037						chc04870000370006001	image/tiff	132607692 Bytes	5704	7748	4197270355	RGB	8	600	chc04870000370006001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/469	469	470.jp2	/chc0487/image/470.jp2
Page 7																			Manuel Ochoa Papers	CHC0487										chc0487000037						chc04870000370007001	image/tiff	127549632 Bytes	5561	7644	2223018296	RGB	8	600	chc04870000370007001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/470	470	471.jp2	/chc0487/image/471.jp2
Page 8																			Manuel Ochoa Papers	CHC0487										chc0487000037						chc04870000370008001	image/tiff	131707812 Bytes	5680	7728	2691981122	RGB	8	600	chc04870000370008001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/471	471	472.jp2	/chc0487/image/472.jp2
Music manuscript of Ernesto Lecuona		Lecuona, Ernesto		María La O				Sheet music covers		1961			1960-1980	Oriente (Cuba)	musical score pages	spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 15; Folder Title:  Zarzuela -  Music			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000037	Text						image/tiff										2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/472	472	473.cpd	/chc0487/image/473.cpd
Page 1																			Manuel Ochoa Papers	CHC0487										chc0487000014						chc04870000140001001	image/tiff	53223620 Bytes	3413	5196	872648573	RGB	8	600	chc04870000140001001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/473	473	474.jp2	/chc0487/image/474.jp2
Page 2																			Manuel Ochoa Papers	CHC0487										chc0487000014						chc04870000140002001	image/tiff	104401156 Bytes	5214	6673	4267654816	RGB	8	600	chc04870000140002001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/474	474	475.jp2	/chc0487/image/475.jp2
Page 3																			Manuel Ochoa Papers	CHC0487										chc0487000014						chc04870000140003001	image/tiff	52643512 Bytes	3368	5208	2556274062	RGB	8	600	chc04870000140003001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/475	475	476.jp2	/chc0487/image/476.jp2
Seating chart, Gusman Philharmonic Hall								Seating charts		1975-01-04	Gusman Philharmonic Hall		1970-1980	Miami (Florida)	1 playbill	spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 1; Folder Title: Miami, Florida, 1974			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000014	Text						image/tiff										2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/476	476	477.cpd	/chc0487/image/477.cpd
Page 1																			Manuel Ochoa Papers	CHC0487										chc0487000035						chc04870000350001001	image/tiff	127244948 Bytes	5680	7466	1480332314	RGB	8	600	chc04870000350001001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/477	477	478.jp2	/chc0487/image/478.jp2
Page 2																			Manuel Ochoa Papers	CHC0487										chc0487000035						chc04870000350002001	image/tiff	129592476 Bytes	5767	7489	1786345270	RGB	8	600	chc04870000350002001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/478	478	479.jp2	/chc0487/image/479.jp2
Page 3																			Manuel Ochoa Papers	CHC0487										chc0487000035						chc04870000350003001	image/tiff	127494936 Bytes	5698	7457	2145583737	RGB	8	600	chc04870000350003001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/479	479	480.jp2	/chc0487/image/480.jp2
Page 4																			Manuel Ochoa Papers	CHC0487										chc0487000035						chc04870000350004001	image/tiff	127564160 Bytes	5679	7486	1008562666	RGB	8	600	chc04870000350004001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/480	480	481.jp2	/chc0487/image/481.jp2
Page 5																			Manuel Ochoa Papers	CHC0487										chc0487000035						chc04870000350005001	image/tiff	129336344 Bytes	5765	7477	28586451	RGB	8	600	chc04870000350005001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/481	481	482.jp2	/chc0487/image/482.jp2
Page 6																			Manuel Ochoa Papers	CHC0487										chc0487000035						chc04870000350006001	image/tiff	128748456 Bytes	5718	7504	3308368530	RGB	8	600	chc04870000350006001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/482	482	483.jp2	/chc0487/image/483.jp2
Music manuscript of Ernesto Lecuona		Lecuona, Ernesto		María La O				Sheet music covers		1961			1960-1970	Oriente (Cuba)	musical score pages	spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 15; Folder Title:  Zarzuela -  Music			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000035	Text																2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/483	483	484.cpd	/chc0487/image/484.cpd
Page 1																			Manuel Ochoa Papers	CHC0487										chc0487000009						chc04870000090001001	image/tiff	103125896 Bytes	5193	6618	1768153075	RGB	8	600	chc04870000090001001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/484	484	485.jp2	/chc0487/image/485.jp2
Page 2																			Manuel Ochoa Papers	CHC0487										chc0487000009						chc04870000090002001	image/tiff	102199880 Bytes	5155	6607	1581695683	RGB	8	600	chc04870000090002001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/485	485	486.jp2	/chc0487/image/486.jp2
Page 3																			Manuel Ochoa Papers	CHC0487										chc0487000009						chc04870000090003001	image/tiff	103002224 Bytes	5179	6628	2168657028	RGB	8	600	chc04870000090003001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/486	486	487.jp2	/chc0487/image/487.jp2
Page 4																			Manuel Ochoa Papers	CHC0487										chc0487000009						chc04870000090004001	image/tiff	103347768 Bytes	5209	6612	2009896832	RGB	8	600	chc04870000090004001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/487	487	488.jp2	/chc0487/image/488.jp2
Page 5																			Manuel Ochoa Papers	CHC0487										chc0487000009						chc04870000090005001	image/tiff	103924804 Bytes	5216	6640	2105652391	RGB	8	600	chc04870000090005001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/488	488	489.jp2	/chc0487/image/489.jp2
Page 6																			Manuel Ochoa Papers	CHC0487										chc0487000009						chc04870000090006001	image/tiff	102478000 Bytes	5173	6602	1644977840	RGB	8	600	chc04870000090006001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/489	489	490.jp2	/chc0487/image/490.jp2
Page 7																			Manuel Ochoa Papers	CHC0487										chc0487000009						chc04870000090007001	image/tiff	102988300 Bytes	5194	6608	2462966170	RGB	8	600	chc04870000090007001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/490	490	491.jp2	/chc0487/image/491.jp2
Page 8																			Manuel Ochoa Papers	CHC0487										chc0487000009						chc04870000090008001	image/tiff	103156336 Bytes	5189	6625	85242366	RGB	8	600	chc04870000090008001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/491	491	492.jp2	/chc0487/image/492.jp2
Page 9																			Manuel Ochoa Papers	CHC0487										chc0487000009						chc04870000090009001	image/tiff	103236792 Bytes	5194	6624	3457793336	RGB	8	600	chc04870000090009001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/492	492	493.jp2	/chc0487/image/493.jp2
Page 10																			Manuel Ochoa Papers	CHC0487										chc0487000009						chc04870000090010001	image/tiff	102559264 Bytes	5173	6607	2536211614	RGB	8	600	chc04870000090010001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/493	493	494.jp2	/chc0487/image/494.jp2
Page 11																			Manuel Ochoa Papers	CHC0487										chc0487000009						chc04870000090011001	image/tiff	104416876 Bytes	5244	6636	372893433	RGB	8	600	chc04870000090011001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/494	494	495.jp2	/chc0487/image/495.jp2
Page 12																			Manuel Ochoa Papers	CHC0487										chc0487000009						chc04870000090012001	image/tiff	103324372 Bytes	5196	6627	2909118791	RGB	8	600	chc04870000090012001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/495	495	496.jp2	/chc0487/image/496.jp2
Program for the production, "La del Soto del Parral"	Program for the production, "Her from Soto del Parral"			La del Soto del Parral				Programs		1973-06-23	Gusman Philharmonic Hall		1970-1980	Miami (Florida)	1 program	spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 1; Folder Title: Miami, Florida, 1973			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000009	Text; Image						image/tiff										2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/496	496	497.cpd	/chc0487/image/497.cpd
Page 1																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440001001	image/tiff	106525508 Bytes	5357	6627	2827654307	RGB	8	600	chc04870000440001001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/497	497	498.jp2	/chc0487/image/498.jp2
Page 2																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440002001	image/tiff	107159668 Bytes	5385	6632	548312231	RGB	8	600	chc04870000440002001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/498	498	499.jp2	/chc0487/image/499.jp2
Page 3																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440003001	image/tiff	106542260 Bytes	5374	6607	1889899531	RGB	8	600	chc04870000440003001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/499	499	500.jp2	/chc0487/image/500.jp2
Page 4																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440004001	image/tiff	105550240 Bytes	5324	6607	2588368083	RGB	8	600	chc04870000440004001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/500	500	501.jp2	/chc0487/image/501.jp2
Page 5																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440005001	image/tiff	107345592 Bytes	5386	6642	3296229858	RGB	8	600	chc04870000440005001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/501	501	502.jp2	/chc0487/image/502.jp2
Page 6																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440006001	image/tiff	105264820 Bytes	5316	6599	3184861544	RGB	8	600	chc04870000440006001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/502	502	503.jp2	/chc0487/image/503.jp2
Page 7																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440007001	image/tiff	106646612 Bytes	5372	6616	1500780661	RGB	8	600	chc04870000440007001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/503	503	504.jp2	/chc0487/image/504.jp2
Page 8																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440008001	image/tiff	104484704 Bytes	5272	6605	1910420161	RGB	8	600	chc04870000440008001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/504	504	505.jp2	/chc0487/image/505.jp2
Page 9																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440009001	image/tiff	106537136 Bytes	5348	6639	1625619830	RGB	8	600	chc04870000440009001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/505	505	506.jp2	/chc0487/image/506.jp2
Page 10																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440010001	image/tiff	208397392 Bytes	10478	6629	545865424	RGB	8	600	chc04870000440010001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/506	506	507.jp2	/chc0487/image/507.jp2
Page 11																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440011001	image/tiff	105351804 Bytes	5310	6612	1140681420	RGB	8	600	chc04870000440011001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/507	507	508.jp2	/chc0487/image/508.jp2
Page 12																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440012001	image/tiff	106214828 Bytes	5356	6609	1508557221	RGB	8	600	chc04870000440012001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/508	508	509.jp2	/chc0487/image/509.jp2
Page 13																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440013001	image/tiff	105141092 Bytes	5301	6610	651400165	RGB	8	600	chc04870000440013001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/509	509	510.jp2	/chc0487/image/510.jp2
Page 14																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440014001	image/tiff	105278356 Bytes	5308	6610	3320277533	RGB	8	600	chc04870000440014001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/510	510	511.jp2	/chc0487/image/511.jp2
Page 15																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440015001	image/tiff	105354540 Bytes	5307	6616	3114020339	RGB	8	600	chc04870000440015001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/511	511	512.jp2	/chc0487/image/512.jp2
Page 16																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440016001	image/tiff	105976092 Bytes	5331	6625	3838146611	RGB	8	600	chc04870000440016001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/512	512	513.jp2	/chc0487/image/513.jp2
Page 17																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440017001	image/tiff	105611548 Bytes	5324	6611	1599844674	RGB	8	600	chc04870000440017001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/513	513	514.jp2	/chc0487/image/514.jp2
Page 18																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440018001	image/tiff	106265316 Bytes	5378	6585	1356373272	RGB	8	600	chc04870000440018001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/514	514	515.jp2	/chc0487/image/515.jp2
Page 19																			Manuel Ochoa Papers	CHC0487										chc0487000044						chc04870000440019001	image/tiff	104765664 Bytes	5291	6599	4123111071	RGB	8	600	chc04870000440019001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/515	515	516.jp2	/chc0487/image/516.jp2
Program for the production, "Cuba: dos siglos de música"	Program for the production, "Cuba: Two centuries of music"	Delfín, R.		Cuba: dos siglos de música				Programs		1974-06-14	Gusman Philharmonic Hall		1970-1980	Miami (Florida)	1 program	eng; spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 25; Folder Title: Photos and Programs, 1974			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000044	Text; Image						image/tiff										2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/516	516	517.cpd	/chc0487/image/517.cpd
Page 1																			Manuel Ochoa Papers	CHC0487										chc0487000029						chc04870000290001001	image/tiff	46635980 Bytes	6084	2554	2607643393	RGB	8	600	chc04870000290001001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/517	517	518.jp2	/chc0487/image/518.jp2
Page 2																			Manuel Ochoa Papers	CHC0487										chc0487000029						chc04870000290002001	image/tiff	51428380 Bytes	6665	2571	3126022068	RGB	8	600	chc04870000290002001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/518	518	519.jp2	/chc0487/image/519.jp2
Page 3																			Manuel Ochoa Papers	CHC0487										chc0487000029						chc04870000290003001	image/tiff	52013832 Bytes	2605	6653	3254968236	RGB	8	600	chc04870000290003001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/519	519	520.jp2	/chc0487/image/520.jp2
Page 4																			Manuel Ochoa Papers	CHC0487										chc0487000029						chc04870000290004001	image/tiff	52217912 Bytes	2598	6697	1240851951	RGB	8	600	chc04870000290004001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/520	520	521.jp2	/chc0487/image/521.jp2
Page 5																			Manuel Ochoa Papers	CHC0487										chc0487000029						chc04870000290005001	image/tiff	51903084 Bytes	2592	6672	1824641145	RGB	8	600	chc04870000290005001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/521	521	522.jp2	/chc0487/image/522.jp2
Page 6																			Manuel Ochoa Papers	CHC0487										chc0487000029						chc04870000290006001	image/tiff	40017696 Bytes	2604	5120	1168024306	RGB	8	600	chc04870000290006001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/522	522	523.jp2	/chc0487/image/523.jp2
Page 7																			Manuel Ochoa Papers	CHC0487										chc0487000029						chc04870000290007001	image/tiff	51509748 Bytes	2574	6668	3807541339	RGB	8	600	chc04870000290007001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/523	523	524.jp2	/chc0487/image/524.jp2
Manuscript, "Area de construcción..."	Manuscript, "Construction site..."							Manuscripts		1970			1970-1980	Miami (Florida)	1 booklet; 7 pages	spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 2; Folder Title: Miami Performing Arts Center Project, 1970			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000029	Text						image/tiff										2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/524	524	525.cpd	/chc0487/image/525.cpd
Page 1																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170001001	image/tiff	104706240 Bytes	5188	6726	1610437008	RGB	8	600	chc04870000170001001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/525	525	526.jp2	/chc0487/image/526.jp2
Page 2																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170002001	image/tiff	105958580 Bytes	5237	6743	4227839899	RGB	8	600	chc04870000170002001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/526	526	527.jp2	/chc0487/image/527.jp2
Page 3																			Manuel Ochoa Papers	CHC0487										chc0487000017						chc04870000170003001	image/tiff	105453468 Bytes	5222	6730	2123436547	RGB	8	600	chc04870000170003001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/527	527	528.jp2	/chc0487/image/528.jp2
