Título	Translated Title	Creator	Sender	Contributors	Recipient	Resumen	Summary	Nota	Note	Tema	Subject	Género	Genre	Publisher	Date	Time Period	Geographic Subject	Geo Point	Geo Box	Descripción Física	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Digital ID	Upload ID	Type	Format	Date Digital	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Enero 1881, reclamaciones de patrocinados, Junta Local de Jovellanos	January 1881, claims of patrocinados, Junta Local de Jovellanos														1881-01	1880-1890																				chc5298000012	chc52980000120001001								60937912 Bytes	3889	5221	3851245599	RGB	8	600	chc52980000120001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/351	351	374.jp2	/chc5298/image/374.jp2
Carta que acompaña el inventario de patrocinados de Jovellanos que cesaron su patronato durante diciembre 1880	Letter accompanying the table reporting patrocinados from Jovellanos whose patronato had ended during December 1880		Jovellanos (Cuba). Junta Local de Patronato		Matanzas (Cuba : Province). Junta Provincial de Patronato										1881-01-01	1880-1890																				chc5298000012	chc52980000120002001								62339324 Bytes	3983	5215	3670124023	RGB	8	600	chc52980000120002001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/352	352	375.jp2	/chc5298/image/375.jp2
Inventario que detalla los nombres de los patrocinados que culminaron su patronato, 1 de enero de 1881	Table reporting the names of patrocinados whose patronato had ended, January 1, 1881	Jovellanos (Cuba). Junta Local de Patronato													1881-01-01	1880-1890																				chc5298000012	chc52980000120003001								122574604 Bytes	7670	5326	80684914	RGB	8	600	chc52980000120003001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/353	353	376.jp2	/chc5298/image/376.jp2
Carta y inventario de patrocinados que cesaron su patronato, enero de 1881	Letter and table reporting patrocinados whose patronato had ended, January 1881	Jovellanos (Cuba). Junta Local de Patronato								Libertos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Jovellanos (Cuba). Junta Local de Patronato	Freedmen -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Jovellanos (Cuba). Junta Local de Patronato	manuscritos; correspondencia; tablas (documento)	manuscripts (document genre); correspondence; tables (documents)		1881-01	1880-1890	Jovellanos (Cuba)	east=22.80444; north=-81.19444; name=http://www.geonames.org/3555907/jovellanos.html		3 hojas; 21.6 x 31.5 cm	3 leaves; 21.6 x 31.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 12; Folder Title: 1881 January 1				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000012			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/354	354	377.cpd	/chc5298/supp/354/index.pdf
Página 1	Page 1																																			chc5298000031	chc52980000310001001								64055108 Bytes	4040	5283	268622345	RGB	8	600	chc52980000310001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/355	355	378.jp2	/chc5298/image/378.jp2
Página 2	Page 2																																			chc5298000031	chc52980000310002001								62845804 Bytes	3969	5276	2150623832	RGB	8	600	chc52980000310002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/356	356	379.jp2	/chc5298/image/379.jp2
Página 3	Page 3																																			chc5298000031	chc52980000310003001								62186824 Bytes	3934	5267	882307783	RGB	8	600	chc52980000310003001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/357	357	380.jp2	/chc5298/image/380.jp2
Página 4	Page 4																																			chc5298000031	chc52980000310004001								63335780 Bytes	4009	5264	2431490448	RGB	8	600	chc52980000310004001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/358	358	381.jp2	/chc5298/image/381.jp2
Página 5	Page 5																																			chc5298000031	chc52980000310005001								63347424 Bytes	4000	5277	696503788	RGB	8	600	chc52980000310005001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/359	359	382.jp2	/chc5298/image/382.jp2
Página 6	Page 6																																			chc5298000031	chc52980000310006001								62606464 Bytes	3963	5264	3475657282	RGB	8	600	chc52980000310006001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/360	360	383.jp2	/chc5298/image/383.jp2
Carta dirigida al presidente de la Junta Provincial de Patronato de Matanzas que trata sobre la defensa de los derechos de los patrocinados, 17 de septiembre de 1881	Letter sent to the president of the Junta Provincial de Patronato de Matanzas regarding the rights of patrocinados, September 17, 1881		Matanzas (Cuba : Province). Governor		Matanzas (Cuba : Province). Junta Provincial de Patronato					Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1881-09-17	1880-1890	Matanzas (Cuba : Province)	east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html		6 páginas; 22 x 32.5 cm	6 pages; 22 x 32.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 29; Folder Title: 1881 September 19				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000031			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/361	361	384.cpd	/chc5298/supp/361/index.pdf
Marzo 1881, Matanzas	March 1881, Matanzas														1881-03	1880-1890																				chc5298000023	chc52980000230001001								62789368 Bytes	3921	5336	617134621	RGB	8	600	chc52980000230001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/365	365	388.jp2	/chc5298/image/388.jp2
Carta anunciando el fallecimiento de la patrocinada Juliana Carabalí en el Ingenio Triumvirato, 31 de marzo de 1881	Letter announcing the death of the patrocinada Juliana Carabalí at the Ingenio Triumvirato, March 31, 1881		Reyna, Tomás de; Matanzas (Cuba : Province)												1881-03-31	1880-1890																				chc5298000023	chc52980000230002001								61144820 Bytes	3852	5289	3233725470	RGB	8	600	chc52980000230002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/366	366	389.jp2	/chc5298/image/389.jp2
Carta de José María Tigera notificandole al gobernador civil de la provincia de Matanzas la terminanción de patronato de un grupo de libertos, 26 de marzo de 1881	José María Tigera letter to the governor of Matanzas regarding the termination of patronato for a group of freedmen, March 26, 1881		Tigera, José María; San Antonio de Cabezas (Cuba). Alcaldía Constitucional												1881-03-26	1880-1890																				chc5298000023	chc52980000230003001								63534436 Bytes	3986	5311	1455641234	RGB	8	600	chc52980000230003001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/367	367	390.jp2	/chc5298/image/390.jp2
Carta que certifica el traslado de patrocinados bajo la tutela de Pablo Bango hacia el pueblo de Alfonso XII, 16 de marzo de 1881	Letter certifying the transfer of patrocinados under the patronato of Pablo Bango to the town of Alfonso XII, March 16, 1881		Havana (Cuba : Province). Junta de Patronato de la Provincia												1881-03-16	1880-1890																				chc5298000023	chc52980000230004001								63673388 Bytes	4076	5205	250582313	RGB	8	600	chc52980000230004001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/368	368	391.jp2	/chc5298/image/391.jp2
Carta 3, página 2	Letter 3, page 2																																			chc5298000023	chc52980000230005001								62267512 Bytes	3996	5192	1299140925	RGB	8	600	chc52980000230005001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/369	369	392.jp2	/chc5298/image/392.jp2
Cartas que anuncian la muerte de una patrocinada y el traslado de un grupo de patrocinados, marzo de 1881	Letters announcing the death of a patrocinada and the transfer of a group of patrocinados, March 1881									Patrocinados -- Cuba -- Matanzas (Provincia); Mujeres esclavas -- Cuba -- Matanzas (Provincia); Libertos -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Ingenio Triumvirato (Matanzas, Cuba); Matanzas (Cuba : Provincia). Junta Provincial de Patronato; Habana (Cuba : Provincia). Junta de Patronato de la Provincia	Patrocinados -- Cuba -- Matanzas (Province); Women slaves -- Cuba -- Matanzas (Province); Freedmen -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Ingenio Triumvirato (Matanzas, Cuba); Matanzas (Cuba : Province). Junta Provincial de Patronato; Havana (Cuba : Province). Junta de Patronato de la Provincia	manuscritos; correspondencia	manuscripts (document genre); correspondence		1881-03	1880-1890	Matanzas (Cuba : Province); Havana (Cuba : Province)	east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html; east=23.13302; north=-82.38304; name=http://www.geonames.org/3553478/havana.html		3 hojas, 2 páginas; 22 x 16 cm	3 leaves, 2 pages; 22 x 16 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 22; Folder Title: 1881 March - 1881 April 1				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000023			Text	image/tiff														2013-07-28	2013-07-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/370	370	393.cpd	/chc5298/supp/370/index.pdf
Página 1	Page 1																																			chc5298000021	chc52980000210001001								61903616 Bytes	3925	5255	3763074136	RGB	8	600	chc52980000210001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/371	371	394.jp2	/chc5298/image/394.jp2
Página 2	Page 2																																			chc5298000021	chc52980000210002001								61678128 Bytes	3901	5268	2188320922	RGB	8	600	chc52980000210002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/372	372	395.jp2	/chc5298/image/395.jp2
Página 3	Page 3																																			chc5298000021	chc52980000210003001								61589668 Bytes	3886	5281	3133308743	RGB	8	600	chc52980000210003001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/373	373	396.jp2	/chc5298/image/396.jp2
Carta de la Junta Provincial de Patronato de Matanzas sobre los derechos de los niños nacidos de mujeres libertas, 21 de febrero de 1881	Junta Provincial de Patronato de Matanzas letter regarding the rights of children born to freed women, February 21, 1881		Matanzas (Cuba : Province). Junta Provincial de Patronato					Carta menciona la Ley Moret de 1870, tambien conocida como "ley de vientres libres".	Letter mentions the Ley Moret (Moret Law) of 1870, also known as "ley de vientres libres" (free-womb law).	Hijos de libertos -- Cuba -- Matanzas (Provincia); Libertos -- Cuba -- Matanzas (Provincia); Mujeres -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Children of freedmen -- Cuba -- Matanzas (Province); Freedmen -- Cuba -- Matanzas (Province); Women -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1881-02-21	1880-1890	Matanzas (Cuba : Province)	east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html		3 páginas; 22 x 16.1 cm	3 pages; 22 x 16.1 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 20.1; Folder Title: 1881 February 21				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000021			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/374	374	397.cpd	/chc5298/supp/374/index.pdf
Pequeña nota que acompaña la carta con detalles de las fechas en que la patrocinada Valentina estuvo en el Depósito Municipal	Slip accompanying the letter with details about the dates in which the patrocinada Valentina was at the Depósito Municipal							La nota lee: "Entró en el depósito diciembre 21 salió 22 volvió a entrar el 23 de diciembre".	The note reads: "Admitted to the depot December 21 left 22 returned December 23."							1880-1890																				chc5298000037	chc52980000370001001								31518984 Bytes	5271	1992	2604601823	RGB	8	600	chc52980000370001001.tif		2013-07-27	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/375	375	398.jp2	/chc5298/image/398.jp2
Carta	Letter															1880-1890																				chc5298000037	chc52980000370002001								61961248 Bytes	3952	5224	3595587122	RGB	8	600	chc52980000370002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/376	376	399.jp2	/chc5298/image/399.jp2
Carta de la Junta Provincial de Patronato de Matanzas sobre la detención de la patrocinada Valentina en el Depósito Municipal, 17 de enero de 1882	Junta Provincial de Patronato de Matanzas letter regarding the detention of the patrocinada Valentina at the Depósito Municipal, January 17, 2882		Matanzas (Cuba : Province). Junta Provincial de Patronato							Mujeres esclavas -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Matanzas (Cuba : Provincia). Depósito de Cimarrones; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Women slaves -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Matanzas (Cuba : Province). Depósito de Cimarrones; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1882-01-17	1880-1890	Matanzas (Cuba : Province)	east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html		2 hojas; 21.7 x 32.5 cm	2 leaves; 21.7 x 32.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 35; Folder Title: 1882 January 18				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000037			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/377	377	400.cpd	/chc5298/supp/377/index.pdf
Página 1	Page 1																																			chc5298000135	chc52980001350001001								62736156 Bytes	3966	5271	1852700577	RGB	8	600	chc52980001350001001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/378	378	401.jp2	/chc5298/image/401.jp2
Página 2	Page 2																																			chc5298000135	chc52980001350002001								62943048 Bytes	3995	5250	4085324717	RGB	8	600	chc52980001350002001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/379	379	402.jp2	/chc5298/image/402.jp2
Carta de Miguel Alamo al gobernador civil de Matanzas para solicitar la publicación de la lista de electores de Jovellanos en el Boletín oficial, 1 de enero de 1887	Miguel Alamo letter to the governor of Matanzas to request the publication of a list of voters from Jovellanos in the Official gazette, January 1, 1887		Alamo, Miguel; Jovellanos (Cuba). Alcaldía Municipal		Matanzas (Cuba : Province). Governor					Censos electorales -- Cuba -- Matanzas (Provincia); Jovellanos (Cuba). Alcaldía Municipal; Boletines oficiales -- Cuba -- Matanzas (Provincia)	Voting registers -- Cuba -- Matanzas (Province); Jovellanos (Cuba). Alcaldía Municipal; Gazettes -- Cuba -- Matanzas (Province)	manuscritos; correspondencia;	manuscripts (document genre); correspondence;		1887-01-01	1880-1890	Jovellanos (Cuba)	east=22.80444; north=-81.19444; name=http://www.geonames.org/3555907/jovellanos.html		2 páginas; 21.8 x 32.7 cm	2 pages; 21.8 x 32.7 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 61; Folder Title: 1887 January 7				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000135			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/380	380	403.cpd	/chc5298/supp/380/index.pdf
Página 1	Page 1																																			chc5298000001	chc52980000010001001								65169496 Bytes	4028	5391	2016889231	RGB	8	600	chc52980000010001001.tif		2013-07-24	2013-07-24	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/381	381	404.jp2	/chc5298/image/404.jp2
Página 2	Page 2																																			chc5298000001	chc52980000010002001								65067596 Bytes	4024	5388	3335710540	RGB	8	600	chc52980000010002001.tif		2013-07-24	2013-07-24	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/382	382	405.jp2	/chc5298/image/405.jp2
Carta enviada al gobernador civil de Matanzas para verificar el status de emancipación de un hombre llamado Marcelino, 16 de junio de 1871	Letter sent to the governor of Matanzas to verify the emancipation status of a man named Marcelino, June 16, 1871		Matanzas (Cuba : Province). Capitanía del Partido de Corral Nuevo		Matanzas (Cuba : Province). Governor					Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Matanzas (Cuba : Provincia). Capitanía del Partido de Corral Nuevo; Matanzas (Cuba : Provincia). Gobernador	Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Matanzas (Cuba : Province). Capitanía del Partido de Corral Nuevo; Matanzas (Cuba : Province). Governor	manuscritos; correspondencia	manuscripts (document genre); correspondence		1871-06-16	1870-1880	Corral Nuevo (Cuba)	east=23.05889; north=-81.67389; name=http://www.geonames.org/3563298/corral-nuevo.html		2 páginas; 22.2 x 32.8 cm	2 pages; 22.2 x 32.8 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 1; Folder Title: 1871 July 16				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000001			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/383	383	406.cpd	/chc5298/supp/383/index.pdf
Carta escrita por J. Manuel Ybarrez en contestación a la solicitud de traslado de patrocinados, 11 de octubre de 1882	Letter written by J. Manuel Ybarrez en reply to the request of transfer of patrocinados, October 11, 1882		Ybarrez, J. Manuel; Matanzas (Cuba : Province). Junta Protectora de Libertos												1882-10-11	1880-1890																				chc5298000052	chc52980000520001001								63937480 Bytes	3963	5376	3797230328	RGB	8	600	chc52980000520001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/384	384	407.jp2	/chc5298/image/407.jp2
Primera carta, página 2	First letter, page 2																																			chc5298000052	chc52980000520002001								64310680 Bytes	3984	5379	2552363219	RGB	8	600	chc52980000520002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/385	385	408.jp2	/chc5298/image/408.jp2
Carta escrita por José Salas para aprobar el traslado de un grupo de patrocinados hacia la provincia de Santa Clara, 11 de octubre de 1882	Letter written by José Salas to approve the transfer of patrocinados to the province of Santa Clara, October 11, 1882		Salas, José					Los patrocinados eran Carlota, 11 años; Lino, 9 años; Vicenta, 13 años; Tomás, 15 años; y Policarpio, 36 años.	The patrocinados were Carlota, 11 years; Lino, 9 years; Vicenta, 13 years; Tomás, 15 years; and Policarpo, 36 years.						1882-10-11	1880-1890																				chc5298000052	chc52980000520003001								62675688 Bytes	3990	5234	4147047510	RGB	8	600	chc52980000520003001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/386	386	409.jp2	/chc5298/image/409.jp2
Segunda carta, página 2	Second letter, page 2															1880-1890																				chc5298000052	chc52980000520004001								62013344 Bytes	3966	5210	2050729358	RGB	8	600	chc52980000520004001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/387	387	410.jp2	/chc5298/image/410.jp2
Segunda carta, página 3	Second letter, page 3																																			chc5298000052	chc52980000520005001								62091488 Bytes	3971	5210	1215849536	RGB	8	600	chc52980000520005001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/388	388	411.jp2	/chc5298/image/411.jp2
Cartas que detallan el proceso de traslado de un grupo de patrocinados hacia la provincia de Santa Clara, 11 de octubre de 1882	Letters detailing the transfer of a group of patrocinados to the province of Santa Clara, October 11, 1882							Santa Clara era el nombre antiguo de la actual provincia de Villa Clara.	Santa Clara was the former name of the present-day province of Villa Clara.	Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Matanzas (Cuba : Provincia). Junta Protectora de Libertos; Matanzas (Cuba : Provincia). Junta Provincial de Patronato; Santa Clara (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Matanzas (Cuba : Province). Junta Protectora de Libertos; Matanzas (Cuba : Province). Junta Provincial de Patronato; Santa Clara (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1882-10-11	1880-1890	Matanzas (Cuba : Province); Villa Clara (Cuba : Province)	east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html; east=22.4; north=-79.96667; name=http://www.geonames.org/3534168/provincia-de-villa-clara.html		5 páginas; 22.3 x 32.8 cm	5 pages; 22.3 x 32.8 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 50; Folder Title: 1882 October 16				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000052			Text	image/tiff														2013-07-28	2013-07-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/389	389	412.cpd	/chc5298/supp/389/index.pdf
Carta de Luciano Barreda al presidente de la Junta Provincial de Patronato de Matanzas sobre los patrocinados liberados durante el período del 8 de octubre al 7 de noviembre de 1884, en el municipio de Arcos de Canasí, 14 de noviembre de 1884	Luciano Barreda letter to the president of the Junta Provincial de Patronato de Matanzas regarding patrocinados freed between October 8 and November 7, 1884, in the municipality of Arcos de Canasí, November 14, 1884		Barreda, Luciano; Arcos de Canasí (Cuba). Junta Local de Patronato		Matanzas (Cuba : Province). Junta Provincial de Patronato										1884-11-14	1880-1890																				chc5298000096	chc52980000960001001								62318004 Bytes	3885	5345	343408712	RGB	8	600	chc52980000960001001.tif		2013-07-27	2013-07-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/390	390	413.jp2	/chc5298/image/413.jp2
Informe sobre los patrocinados liberados durante el período del 8 de octubre al 7 de noviembre de 1884, en el municipio de Arcos de Canasí, 14 de noviembre de 1884	Table reporting patrocinados freed between October 8 and November 7, 1884, in the municipality of Arcos de Canasí, November 14, 1884	Barreda, Luciano; Arcos de Canasí (Cuba). Junta Local de Patronato													1884-11-14	1880-1890																				chc5298000096	chc52980000960002001								62071280 Bytes	3861	5357	3767878486	RGB	8	600	chc52980000960002001.tif		2013-07-27	2013-07-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/391	391	414.jp2	/chc5298/image/414.jp2
Carta y informe de patrocinados liberados durante el período del 8 de octubre al 7 de noviembre de 1884, en el municipio de Arcos de Canasí, 14 de noviembre de 1884	Letter and table reporting patrocinados freed between October 8 and November 7, 1884, in the municipality of Arcos de Canasí, November 14, 1884	Barreda, Luciano; Arcos de Canasí (Cuba). Junta Local de Patronato								Libertos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Arcos de Canasí (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Freedmen -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Arcos de Canasí (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia; tablas (documento)	manuscripts (document genre); correspondence; tables (documents)		1884-11-14	1880-1890	Arcos de Canasí (Cuba)	east=23.1125; north=-81.78139; name=http://www.geonames.org/3568591/arcos-de-canasi.html		4 páginas; 21.7 x 31.5 cm	4 pages; 21.7 x 31.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 22; Folder Title: 1884 November 18				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000096			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/392	392	415.cpd	/chc5298/supp/392/index.pdf
Carta sobre los patrocinados inscritos en la Junta Local de Patronato de Guamacaro y en la Junta Central Protectora de Libertos, 8 de enero 1882	Letter regarding patrocinados registered with the Junta Local de Patronato de Guamacaro and the Junta Central Protectora de freedmen, January 8, 1882		Guamacaro (Cuba). Junta Local de Patronato													1880-1890																				chc5298000035	chc52980000350001001								61294132 Bytes	3860	5291	2861293238	RGB	8	600	chc52980000350001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/393	393	416.jp2	/chc5298/image/416.jp2
Tabla que muestra al patrocinado José Asunción inscrito en la Junta Local de Patronato de Guamacaro y en la Junta Central Protectora de Libertos, 8 de enero 1882	Table showing the patrocinado José Asunción as registered with the Junta Local de Patronato de Guamacaro and the Junta Central Protectora de freedmen, January 8, 1882	Guamacaro (Cuba). Junta Local de Patronato													1882-01-08																					chc5298000035	chc52980000350002001								120381228 Bytes	5330	7527	2503569452	RGB	8	600	chc52980000350002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/394	394	417.jp2	/chc5298/image/417.jp2
