Title	Translated Title	Play Title	Original Title	Production Title	Festival Title	CTDA Link	Creator	Author	Translator	Director	Producer	Photographer	Videographer	Theater Company	Theater Venue	Cast	Costume Designer	Set Designer	Poster Designer	Summary	Note	Subject	Genre	Publisher	Date Published	Date Created	Time Period	Geographic Subject	Geo Point	Geo Box	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Finding Aid	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Availability	Tape No.	Object ID	Digital ID	Upload ID	Full Text	Type	Format	Original Format	Tape Format	Date Digital	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 7																																																	chc5160000170	chc51600001700007001			Text	image/tiff							54748436 Bytes	3502	5209	686491842	RGB	8	600	chc51600001700007001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2208	2208	2209.jp2	/theater/image/2209.jp2
Page 8																																																	chc5160000170	chc51600001700008001			Text	image/tiff							55002896 Bytes	3519	5208	216224398	RGB	8	600	chc51600001700008001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2209	2209	2210.jp2	/theater/image/2210.jp2
Page 9																																																	chc5160000170	chc51600001700009001			Text	image/tiff							54601504 Bytes	3504	5192	1830671151	RGB	8	600	chc51600001700009001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2210	2210	2211.jp2	/theater/image/2211.jp2
Page 10																																																	chc5160000170	chc51600001700010001			Text	image/tiff							53810464 Bytes	3464	5176	2431982806	RGB	8	600	chc51600001700010001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2211	2211	2212.jp2	/theater/image/2212.jp2
Page 11																																																	chc5160000170	chc51600001700011001			Text	image/tiff							54367828 Bytes	3489	5192	1610318785	RGB	8	600	chc51600001700011001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2212	2212	2213.jp2	/theater/image/2213.jp2
Page 12																																																	chc5160000170	chc51600001700012001			Text	image/tiff							2215620 Bytes	902	810	2445341661	RGB	8	600	chc51600001700012001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2213	2213	2214.jp2	/theater/image/2214.jp2
Program for the production "Tan perfecto no te quiero" ("I don't want you if you are perfect")				Tan perfecto no te quiero																	Directed by María Julia Casanova	Theatrical Productions -- Miami (Florida)	Theater programs;			1974-03-17	1970-1980	Miami (Florida)			1 program, 12 pages	spa		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 3; Folder Title: Sociedad Pro-Arte Grateli (Miami, FL): Programs, 1969-1979					axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5160000170																					2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2214	2214	2215.cpd	/theater/image/2215.cpd
Page 1																																																	chc5160000028	chc51600000280001001			Text	image/tiff							73295684 Bytes	3609	6768	62449753	RGB	8	600	chc51600000280001001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2215	2215	2216.jp2	/theater/image/2216.jp2
Page 2																																																	chc5160000028	chc51600000280002001			Text	image/tiff							71772884 Bytes	3572	6696	1902762771	RGB	8	600	chc51600000280002001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2216	2216	2217.jp2	/theater/image/2217.jp2
Page 3																																																	chc5160000028	chc51600000280003001			Text	image/tiff							73642868 Bytes	3652	6720	1439183642	RGB	8	600	chc51600000280003001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2217	2217	2218.jp2	/theater/image/2218.jp2
Page 4																																																	chc5160000028	chc51600000280004001			Text	image/tiff							72160292 Bytes	3587	6704	161996922	RGB	8	600	chc51600000280004001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2218	2218	2219.jp2	/theater/image/2219.jp2
Page 5																																																	chc5160000028	chc51600000280005001			Text	image/tiff							70598708 Bytes	3501	6720	946259332	RGB	8	600	chc51600000280005001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2219	2219	2220.jp2	/theater/image/2220.jp2
Page 6																																																	chc5160000028	chc51600000280006001			Text	image/tiff							71942204 Bytes	3556	6742	1563971656	RGB	8	600	chc51600000280006001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2220	2220	2221.jp2	/theater/image/2221.jp2
Program for the concert, "American Bicentennial Season 1975-1976"				American Bicentennial Season 1975-1976																	Directed by José Silva	Theatrical Productions -- Miami (Florida)	Programs			1975-10-05	1970-1980	Miami (Florida)			1 program	eng		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 1; Folder Title: Dade County Auditorium (Miami, FL): Programs, 1970-1979, 2 of 6					axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5160000028																					2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2221	2221	2222.cpd	/theater/image/2222.cpd
Page 1																																																	chc5160000168	chc51600001680001001			Text	image/tiff							51244344 Bytes	3361	5080	1818877244	RGB	8	600	chc51600001680001001.tif		2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2222	2222	2223.jp2	/theater/image/2223.jp2
Page 2																																																	chc5160000168	chc51600001680002001			Text	image/tiff							52258928 Bytes	3385	5144	618972939	RGB	8	600	chc51600001680002001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2223	2223	2224.jp2	/theater/image/2224.jp2
Page 3																																																	chc5160000168	chc51600001680003001			Text	image/tiff							53002212 Bytes	3433	5144	1331035344	RGB	8	600	chc51600001680003001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2224	2224	2225.jp2	/theater/image/2225.jp2
Page 4																																																	chc5160000168	chc51600001680004001			Text	image/tiff							51976180 Bytes	3393	5104	1422043192	RGB	8	600	chc51600001680004001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2225	2225	2226.jp2	/theater/image/2226.jp2
Page 5																																																	chc5160000168	chc51600001680005001			Text	image/tiff							52409252 Bytes	3416	5112	1465536222	RGB	8	600	chc51600001680005001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2226	2226	2227.jp2	/theater/image/2227.jp2
Page 6																																																	chc5160000168	chc51600001680006001			Text	image/tiff							101379368 Bytes	6648	5082	2285212034	RGB	8	600	chc51600001680006001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2227	2227	2228.jp2	/theater/image/2228.jp2
Page 7																																																	chc5160000168	chc51600001680007001			Text	image/tiff							51913752 Bytes	3387	5107	900208765	RGB	8	600	chc51600001680007001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2228	2228	2229.jp2	/theater/image/2229.jp2
Page 8																																																	chc5160000168	chc51600001680008001			Text	image/tiff							51578160 Bytes	3369	5101	1453434623	RGB	8	600	chc51600001680008001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2229	2229	2230.jp2	/theater/image/2230.jp2
Page 9																																																	chc5160000168	chc51600001680009001			Text	image/tiff							51792812 Bytes	3375	5113	1817535835	RGB	8	600	chc51600001680009001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2230	2230	2231.jp2	/theater/image/2231.jp2
Page 10																																																	chc5160000168	chc51600001680010001			Text	image/tiff							51517560 Bytes	3381	5077	870659243	RGB	8	600	chc51600001680010001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2231	2231	2232.jp2	/theater/image/2232.jp2
Page 11																																																	chc5160000168	chc51600001680011001			Text	image/tiff							51496420 Bytes	3369	5093	4232878681	RGB	8	600	chc51600001680011001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2232	2232	2233.jp2	/theater/image/2233.jp2
Program for the productions "Paddy" and "Grateli cuenta su historia" ("Paddy" and "Grateli tells its history")				Paddy																	Directed by Mario Martín	Theatrical Productions -- Miami (Florida)	Theater programs;			1975-10-25	1970-1980	Miami (Florida)			1 program	spa		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 3; Folder Title: Sociedad Pro-Arte Grateli (Miami, FL): Programs, 1969-1979					axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5160000168																					2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2233	2233	2234.cpd	/theater/image/2234.cpd
Page 1																																																	chc5160000061	chc51600000610001001			Text	image/tiff							55884784 Bytes	3539	5262	3670768610	RGB	8	600	chc51600000610001001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2234	2234	2235.jp2	/theater/image/2235.jp2
Page 2																																																	chc5160000061	chc51600000610002001			Text	image/tiff							56871664 Bytes	3607	5254	1131994510	RGB	8	600	chc51600000610002001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2235	2235	2236.jp2	/theater/image/2236.jp2
Page 3																																																	chc5160000061	chc51600000610003001			Text	image/tiff							52890880 Bytes	3375	5222	1818959902	RGB	8	600	chc51600000610003001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2236	2236	2237.jp2	/theater/image/2237.jp2
Page 4																																																	chc5160000061	chc51600000610004001			Text	image/tiff							57258040 Bytes	3615	5278	3920385026	RGB	8	600	chc51600000610004001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2237	2237	2238.jp2	/theater/image/2238.jp2
Playbill for the production, "Mi marido es imperfecto" (My husband is imperfect)				Mi marido es imperfecto																	Directed by Leopoldo Fernández	Theatrical Productions -- Miami (Florida)	Playbills			1979	1970-1980	Miami (Florida)			1 playbill	spa		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 1; Folder Title: Leopoldo Fernández (Pototo) y su Compañía (Miami, FL): Programs, 1979											chc5160000061																					2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2238	2238	2239.cpd	/theater/image/2239.cpd
Page 1																																																	chc5160000232	chc51600002320001001			Text	image/tiff							53232504 Bytes	3424	5180	1327689386	RGB	8	600	chc51600002320001001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2239	2239	2240.jp2	/theater/image/2240.jp2
Page 2																																																	chc5160000232	chc51600002320002001			Text	image/tiff							103785136 Bytes	6677	5180	3488188999	RGB	8	600	chc51600002320002001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2240	2240	2241.jp2	/theater/image/2241.jp2
Page 3																																																	chc5160000232	chc51600002320003001			Text	image/tiff							53375920 Bytes	3428	5188	1097604348	RGB	8	600	chc51600002320003001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2241	2241	2242.jp2	/theater/image/2242.jp2
Playbill for the production, "El amante de mi marido"	Playbill for the production, "My husband's male lover"			El amante de mi marido																	Directed by Miguel de Grandy II	Theatrical Productions -- Miami (Florida)	Playbills				1960-1980	Miami (Florida)			1 playbill	spa		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 3; Folder Title: Teatro Blanquita Amaro (Miami, FL): Programs, n.d.											chc5160000232																					2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2242	2242	2243.cpd	/theater/image/2243.cpd
Page 1																																																	chc5160000183	chc51600001830001001			Text	image/tiff							53522036 Bytes	3496	5101	39872657	RGB	8	600	chc51600001830001001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2243	2243	2244.jp2	/theater/image/2244.jp2
Page 2																																																	chc5160000183	chc51600001830002001			Text	image/tiff							52838376 Bytes	3467	5078	1806250839	RGB	8	600	chc51600001830002001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2244	2244	2245.jp2	/theater/image/2245.jp2
Page 3																																																	chc5160000183	chc51600001830003001			Text	image/tiff							53107292 Bytes	3458	5117	1132718989	RGB	8	600	chc51600001830003001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2245	2245	2246.jp2	/theater/image/2246.jp2
Page 4																																																	chc5160000183	chc51600001830004001			Text	image/tiff							53751896 Bytes	3483	5142	2100347282	RGB	8	600	chc51600001830004001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2246	2246	2247.jp2	/theater/image/2247.jp2
Page 5																																																	chc5160000183	chc51600001830005001			Text	image/tiff							53205908 Bytes	3459	5125	4030487589	RGB	8	600	chc51600001830005001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2247	2247	2248.jp2	/theater/image/2248.jp2
Page 6																																																	chc5160000183	chc51600001830006001			Text	image/tiff							104734512 Bytes	6788	5142	4098982091	RGB	8	600	chc51600001830006001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2248	2248	2249.jp2	/theater/image/2249.jp2
Page 7																																																	chc5160000183	chc51600001830007001			Text	image/tiff							53569300 Bytes	3484	5123	4258914575	RGB	8	600	chc51600001830007001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2249	2249	2250.jp2	/theater/image/2250.jp2
Page 8																																																	chc5160000183	chc51600001830008001			Text	image/tiff							54252352 Bytes	3532	5118	1826520872	RGB	8	600	chc51600001830008001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2250	2250	2251.jp2	/theater/image/2251.jp2
Page 9																																																	chc5160000183	chc51600001830009001			Text	image/tiff							53283428 Bytes	3475	5109	2665273817	RGB	8	600	chc51600001830009001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2251	2251	2252.jp2	/theater/image/2252.jp2
Page 10																																																	chc5160000183	chc51600001830010001			Text	image/tiff							53535952 Bytes	3508	5085	3466771384	RGB	8	600	chc51600001830010001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2252	2252	2253.jp2	/theater/image/2253.jp2
Page 11																																																	chc5160000183	chc51600001830011001			Text	image/tiff							53243676 Bytes	3467	5117	1949402913	RGB	8	600	chc51600001830011001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2253	2253	2254.jp2	/theater/image/2254.jp2
Program for the production, "El dúo de la africana" (The African duo)				El dúo de la africana																	Directed by Miguel de Grandy II	Theatrical Productions -- Miami (Florida)	Theater programs;			1975-12-20	1970-1980	Miami (Florida)			1 program, 11 pages	spa		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 3; Folder Title: Sociedad Pro-Arte Grateli (Miami, FL): Programs, 1969-1979					axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5160000183																					2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2254	2254	2255.cpd	/theater/image/2255.cpd
Page 1																																																	chc5160000179	chc51600001790001001			Text	image/tiff							51795212 Bytes	3366	5127	3308800877	RGB	8	600	chc51600001790001001.tif		2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2255	2255	2256.jp2	/theater/image/2256.jp2
Page 2																																																	chc5160000179	chc51600001790002001			Text	image/tiff							52599408 Bytes	3419	5126	2518140494	RGB	8	600	chc51600001790002001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2256	2256	2257.jp2	/theater/image/2257.jp2
Page 3																																																	chc5160000179	chc51600001790003001			Text	image/tiff							52378964 Bytes	3404	5127	3218630898	RGB	8	600	chc51600001790003001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2257	2257	2258.jp2	/theater/image/2258.jp2
Page 4																																																	chc5160000179	chc51600001790004001			Text	image/tiff							52687368 Bytes	3414	5142	3428675207	RGB	8	600	chc51600001790004001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2258	2258	2259.jp2	/theater/image/2259.jp2
Page 5																																																	chc5160000179	chc51600001790005001			Text	image/tiff							52407812 Bytes	3390	5151	1299575894	RGB	8	600	chc51600001790005001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2259	2259	2260.jp2	/theater/image/2260.jp2
Page 6																																																	chc5160000179	chc51600001790006001			Text	image/tiff							103458208 Bytes	6704	5143	1947365582	RGB	8	600	chc51600001790006001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2260	2260	2261.jp2	/theater/image/2261.jp2
Page 7																																																	chc5160000179	chc51600001790007001			Text	image/tiff							52744476 Bytes	3398	5172	2261747376	RGB	8	600	chc51600001790007001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2261	2261	2262.jp2	/theater/image/2262.jp2
Page 8																																																	chc5160000179	chc51600001790008001			Text	image/tiff							52020992 Bytes	3398	5101	2481488719	RGB	8	600	chc51600001790008001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2262	2262	2263.jp2	/theater/image/2263.jp2
Page 9																																																	chc5160000179	chc51600001790009001			Text	image/tiff							53011700 Bytes	3429	5151	682149960	RGB	8	600	chc51600001790009001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2263	2263	2264.jp2	/theater/image/2264.jp2
Page 10																																																	chc5160000179	chc51600001790010001			Text	image/tiff							52270872 Bytes	3397	5127	1497493137	RGB	8	600	chc51600001790010001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2264	2264	2265.jp2	/theater/image/2265.jp2
Page 11																																																	chc5160000179	chc51600001790011001			Text	image/tiff							52477448 Bytes	3405	5135	1325300844	RGB	8	600	chc51600001790011001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2265	2265	2266.jp2	/theater/image/2266.jp2
Program for the production "El baile" (The dance)				El baile																	Directed by María Julia Casanova	Theatrical Productions -- Miami (Florida)	Theater programs;			1974-08-31	1970-1980	Miami (Florida)			1 program, 11 pages	spa		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 3; Folder Title: Sociedad Pro-Arte Grateli (Miami, FL): Programs, 1969-1979					axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5160000179																					2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2266	2266	2267.cpd	/theater/image/2267.cpd
Page 1																																																	chc5160000006	chc51600000060001001			Text	image/tiff							65259384 Bytes	3745	5807	188505647	RGB	8	600	chc51600000060001001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2267	2267	2268.jp2	/theater/image/2268.jp2
Page 2																																																	chc5160000006	chc51600000060002001			Text	image/tiff							65741524 Bytes	3752	5839	3232805217	RGB	8	600	chc51600000060002001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2268	2268	2269.jp2	/theater/image/2269.jp2
Page 3																																																	chc5160000006	chc51600000060003001			Text	image/tiff							66825292 Bytes	3808	5848	1590108175	RGB	8	600	chc51600000060003001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2269	2269	2270.jp2	/theater/image/2270.jp2
Page 4																																																	chc5160000006	chc51600000060004001			Text	image/tiff							65632300 Bytes	3740	5848	3527532515	RGB	8	600	chc51600000060004001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2270	2270	2271.jp2	/theater/image/2271.jp2
Page 5																																																	chc5160000006	chc51600000060005001			Text	image/tiff							65872684 Bytes	3764	5832	4142781037	RGB	8	600	chc51600000060005001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2271	2271	2272.jp2	/theater/image/2272.jp2
Page 6																																																	chc5160000006	chc51600000060006001			Text	image/tiff							65521448 Bytes	3742	5835	2874284433	RGB	8	600	chc51600000060006001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2272	2272	2273.jp2	/theater/image/2273.jp2
Page 7																																																	chc5160000006	chc51600000060007001			Text	image/tiff							65757488 Bytes	3760	5828	2517087294	RGB	8	600	chc51600000060007001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2273	2273	2274.jp2	/theater/image/2274.jp2
Page 8																																																	chc5160000006	chc51600000060008001			Text	image/tiff							65158636 Bytes	3736	5812	2394323842	RGB	8	600	chc51600000060008001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2274	2274	2275.jp2	/theater/image/2275.jp2
Program for the production "Añorada Cuba: Quinto Festival Folklórico" ("A remembrance of Cuba: Fifth Folkloric Festival")				Añorada Cuba: Quinto  Festival Folklórico																	Directed by Pili de la Rosa and Raúl Ballester	Theatrical Productions -- Miami (Florida)	Programs			1964-08-08	1960-1970	Miami (Florida)			1 program, 8 pages	spa		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 1; Folder Title: Añorada Cuba (Miami, FL) 1959-					axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5160000006																					2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2275	2275	2276.cpd	/theater/image/2276.cpd
Page 1																																																	chc5160000040	chc51600000400001001			Text	image/tiff							83152092 Bytes	4303	6440	2587908447	RGB	8	600	chc51600000400001001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2276	2276	2277.jp2	/theater/image/2277.jp2
Page 2																																																	chc5160000040	chc51600000400002001			Text	image/tiff							83150656 Bytes	4319	6416	608104902	RGB	8	600	chc51600000400002001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2277	2277	2278.jp2	/theater/image/2278.jp2
Playbill for the concert, "Víctor de Diego"				Víctor de Diego																		Theatrical Productions -- Miami (Florida)	Playbills			1976-05-22	1970-1980	Miami (Florida)			1 playbill	eng		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 1; Folder Title: Dade County Auditorium (Miami, FL): Programs, 1970-1979, 2 of 6											chc5160000040																					2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2278	2278	2279.cpd	/theater/image/2279.cpd
Page 1																																																	chc5160000169	chc51600001690001001			Text	image/tiff							53981248 Bytes	3422	5256	2976877180	RGB	8	600	chc51600001690001001.tif		2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2279	2279	2280.jp2	/theater/image/2280.jp2
Page 2																																																	chc5160000169	chc51600001690002001			Text	image/tiff							53327676 Bytes	3391	5240	1026166530	RGB	8	600	chc51600001690002001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2280	2280	2281.jp2	/theater/image/2281.jp2
Page 3																																																	chc5160000169	chc51600001690003001			Text	image/tiff							54586604 Bytes	3471	5240	1597904541	RGB	8	600	chc51600001690003001.tif		2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2281	2281	2282.jp2	/theater/image/2282.jp2
Page 4																																																	chc5160000169	chc51600001690004001			Text	image/tiff							105450476 Bytes	6718	5231	3228026858	RGB	8	600	chc51600001690004001.tif		2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2282	2282	2283.jp2	/theater/image/2283.jp2
Page 5																																																	chc5160000169	chc51600001690005001			Text	image/tiff							53495772 Bytes	3412	5224	3070257656	RGB	8	600	chc51600001690005001.tif		2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2283	2283	2284.jp2	/theater/image/2284.jp2
Page 6																																																	chc5160000169	chc51600001690006001			Text	image/tiff							53425800 Bytes	3418	5208	1839103227	RGB	8	600	chc51600001690006001.tif		2011-11-08	2011-11-08	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2284	2284	2285.jp2	/theater/image/2285.jp2
Page 7																																																	chc5160000169	chc51600001690007001			Text	image/tiff							53494468 Bytes	3412	5224	725994100	RGB	8	600	chc51600001690007001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2285	2285	2286.jp2	/theater/image/2286.jp2
Program for the production "Rosas rojas para una dama" ("Red roses for a lady")				Rosas rojas para una dama																	Directed by Pili de la Rosa, Marta Pérez and Demetrio	Theatrical Productions -- Miami (Florida)	Theater programs;			1977-05-28	1970-1980	Miami (Florida)			1 program, 7 pages	spa		University of Miami Libraries.  Cuban Heritage Collection	Theater Ephemera Collection	CHC5160		Box No. 3; Folder Title: Sociedad Pro-Arte Grateli (Miami, FL): Programs, 1969-1979					axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5160000169																					2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2286	2286	2287.cpd	/theater/image/2287.cpd
Page 1																																																	chc5160000076	chc51600000760001001			Text	image/tiff							54168272 Bytes	3413	5288	3179316787	RGB	8	600	chc51600000760001001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2287	2287	2288.jp2	/theater/image/2288.jp2
Page 2																																																	chc5160000076	chc51600000760002001			Text	image/tiff							54716320 Bytes	3453	5280	530169040	RGB	8	600	chc51600000760002001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2288	2288	2289.jp2	/theater/image/2289.jp2
Page 3																																																	chc5160000076	chc51600000760003001			Text	image/tiff							54419076 Bytes	3429	5288	1443954650	RGB	8	600	chc51600000760003001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2289	2289	2290.jp2	/theater/image/2290.jp2
Page 4																																																	chc5160000076	chc51600000760004001			Text	image/tiff							54635468 Bytes	3453	5272	473430248	RGB	8	600	chc51600000760004001.tif		2011-08-31	2011-08-31	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/2290	2290	2291.jp2	/theater/image/2291.jp2
