Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage - Temporal	Coverage - Spatial	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 2																											chc0184000349						chc01840003490002001		86249428 Bytes	4879	5891	3357755341	RGB	8	600	chc01840003490002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1302	1302	1303.jp2	/chc0184/image/1303.jp2
Page 3																											chc0184000349						chc01840003490003001		86390800 Bytes	4887	5891	2797665016	RGB	8	600	chc01840003490003001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1303	1303	1304.jp2	/chc0184/image/1304.jp2
Page 4																											chc0184000349						chc01840003490004001		86083328 Bytes	4863	5899	1065564028	RGB	8	600	chc01840003490004001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1304	1304	1305.jp2	/chc0184/image/1305.jp2
Page 5																											chc0184000349						chc01840003490005001		86327636 Bytes	4871	5906	3330631994	RGB	8	600	chc01840003490005001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1305	1305	1306.jp2	/chc0184/image/1306.jp2
Page 6																											chc0184000349						chc01840003490006001		86742476 Bytes	4887	5915	965182686	RGB	8	600	chc01840003490006001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1306	1306	1307.jp2	/chc0184/image/1307.jp2
Page 7																											chc0184000349						chc01840003490007001		87310208 Bytes	4919	5915	778243173	RGB	8	600	chc01840003490007001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1307	1307	1308.jp2	/chc0184/image/1308.jp2
Page 8																											chc0184000349						chc01840003490008001		86215292 Bytes	4863	5908	1474172226	RGB	8	600	chc01840003490008001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1308	1308	1309.jp2	/chc0184/image/1309.jp2
Page 9																											chc0184000349						chc01840003490009001		86518108 Bytes	4862	5930	1358130444	RGB	8	600	chc01840003490009001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1309	1309	1310.jp2	/chc0184/image/1310.jp2
Page 10																											chc0184000349						chc01840003490010001		86860512 Bytes	4887	5923	3371514642	RGB	8	600	chc01840003490010001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1310	1310	1311.jp2	/chc0184/image/1311.jp2
Page 11																											chc0184000349						chc01840003490011001		85917356 Bytes	4847	5907	1634648664	RGB	8	600	chc01840003490011001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1311	1311	1312.jp2	/chc0184/image/1312.jp2
Page 12																											chc0184000349						chc01840003490012001		86834612 Bytes	4879	5931	1726534963	RGB	8	600	chc01840003490012001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1312	1312	1313.jp2	/chc0184/image/1313.jp2
Page 13																											chc0184000349						chc01840003490013001		87311164 Bytes	4919	5915	1226603405	RGB	8	600	chc01840003490013001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1313	1313	1314.jp2	/chc0184/image/1314.jp2
Page 14																											chc0184000349						chc01840003490014001		85902784 Bytes	4847	5906	172189205	RGB	8	600	chc01840003490014001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1314	1314	1315.jp2	/chc0184/image/1315.jp2
Page 15																											chc0184000349						chc01840003490015001		86032968 Bytes	4847	5915	2136089449	RGB	8	600	chc01840003490015001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1315	1315	1316.jp2	/chc0184/image/1316.jp2
Page 16																											chc0184000349						chc01840003490016001		86432628 Bytes	4877	5906	4202203169	RGB	8	600	chc01840003490016001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1316	1316	1317.jp2	/chc0184/image/1317.jp2
Account of a trip to New York on board the ship General Jackson, July 1822					The ship departed from Cronstadt, a port in Saint Petersburgh, Russia, on July 30, 1822, to New York	General Jackson (Ship); Gonsolve, Joseph; DeWolf, John; Spalding, Edward; Kronshtadt (Russia)	Documents		1822-07-30	1820-1830	Kronshtadt (Russia)	13 pages	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 2; Folder No. 22; Folder Title: Miscellaneous. Ships "Mount Pleasant" and "General Jackson"; Folder Date: 1822						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000349	Text	2012-02-08					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1317	1317	1318.cpd	/chc0184/image/1318.cpd
Page 1																											chc0184000219						chc01840002190001001		87188556 Bytes	4889	5943	3617102207	RGB	8	600	chc01840002190001001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1318	1318	1319.jp2	/chc0184/image/1319.jp2
Page 2																											chc0184000219						chc01840002190002001		87020076 Bytes	4892	5928	3957842126	RGB	8	600	chc01840002190002001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1319	1319	1320.jp2	/chc0184/image/1320.jp2
Robinson and Toler letter to Edward Spalding, January 19, 1824		Robinson and Toler			Written on verso: "Robinson and Toler, La Guayra, 19th January uc 12 April 1824; Edw. Spalding Esq., Bristol R.I."; La Guayra o Guaira is the capital city of the Venezuelan state of Vargas.	Letters; Robinson and Toler; Robinson, E.W.; Toler, H.; Spalding, Edward; La Guaira (Vargas, Venezuela)	Correspondence		1824-01-19	1820-1830	La Guaira (Vargas, Venezuela)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 7; Folder Title: Correspondence; Folder Date: 1824						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000219	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1320	1320	1321.cpd	/chc0184/image/1321.cpd
Page 1																											chc0184000033						chc01840000330001001		91432284 Bytes	5009	6083	1901847739	RGB	8	600	chc01840000330001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1321	1321	1322.jp2	/chc0184/image/1322.jp2
Page 2																											chc0184000033						chc01840000330002001		91194208 Bytes	6088	4992	1891945521	RGB	8	600	chc01840000330002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1322	1322	1323.jp2	/chc0184/image/1323.jp2
John Wendeurer letter sent to Edward Spalding, December 25, 1819		Wendeurer, John			Written on verso: "Mr. Edward Spaldin, Trinidad, Cuba; to Bill Bosworth Esq Brig __"	Letters; Wendeurer, John; Bristol (Rhode Island : Town); Trinidad (Sancti Spíritus, Cuba)	Correspondence		1819-12-25	1810-1820	Bristol (Rhode Island : Town)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 2; Folder Title: Correspondence; Folder Date: 1817-1820						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000033	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1323	1323	1324.cpd	/chc0184/image/1324.cpd
Page 1																											chc0184000124						chc01840001240001001		88477364 Bytes	4942	5966	1254274898	RGB	8	600	chc01840001240001001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1324	1324	1325.jp2	/chc0184/image/1325.jp2
Page 2																											chc0184000124						chc01840001240002001		88926548 Bytes	4963	5971	3630991131	RGB	8	600	chc01840001240002001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1325	1325	1326.jp2	/chc0184/image/1326.jp2
Latting, Adams and Stewart letter to Edward Spalding, February 27, 1823		Latting, Adams and Stewart			Written on verso: "L. A. & Steward, Matanzas, 26 Feby u too late to answer 1823; Edward Spalding Esq., Havana"	Letters; Latting, Adams and Stewart; Spalding, Edward; Matanzas (Cuba); Havana (Cuba)	Correspondence		1823-02-27	1820-1830	Matanzas (Cuba)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 5; Folder Title: Correspondence; Folder Date: 1823 - April 1st 1923						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000124	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1326	1326	1327.cpd	/chc0184/image/1327.cpd
Page 1																											chc0184000302						chc01840003020001001		85677740 Bytes	4801	5947	3033469239	RGB	8	600	chc01840003020001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1327	1327	1328.jp2	/chc0184/image/1328.jp2
Page 2																											chc0184000302						chc01840003020002001		85686944 Bytes	5949	4800	1115956453	RGB	8	600	chc01840003020002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1328	1328	1329.jp2	/chc0184/image/1329.jp2
Frias, Morland, Co. letter to Edward Spalding, May 8, 1825		Frias, Morland, Co.			Written on verso: "Edward Spalding esquire, Matanzas"	Letters; Frias, Morland, Co.; Spalding, Edward; Havana (Cuba); Matanzas (Cuba)	Correspondence		1825-05-08	1820-1830	Havana (Cuba)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 8; Folder Title: Correspondence; Folder Date: 1825						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000302	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1329	1329	1330.cpd	/chc0184/image/1330.cpd
Page 1																											chc0184000211						chc01840002110001001		85473828 Bytes	4788	5949	2212899748	RGB	8	600	chc01840002110001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1330	1330	1331.jp2	/chc0184/image/1331.jp2
Page 2																											chc0184000211						chc01840002110002001		84590800 Bytes	4765	5916	577238006	RGB	8	600	chc01840002110002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1331	1331	1332.jp2	/chc0184/image/1332.jp2
Edward Munroe letter to Edward Spalding, January 1, 1824		Munroe, Edward			Written on verso: "Edw Munroe __ Bristol, 1 Jany u 31 ditto ans 2 May 1824; Mr. edw Spalding, Havana, Ship Roger Williams, Capt Mosier"	Letters; Munroe, Edward; Spalding, Edward; Bristol (Rhode Island : Town); Havana (Cuba)	Correspondence		1824-01-01	1820-1830	Bristol (Rhode Island : Town)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 7; Folder Title: Correspondence; Folder Date: 1824						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000211	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1332	1332	1333.cpd	/chc0184/image/1333.cpd
Page 1																											chc0184000237						chc01840002370001001		84341540 Bytes	4793	5864	1560082745	RGB	8	600	chc01840002370001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1333	1333	1334.jp2	/chc0184/image/1334.jp2
Page 2																											chc0184000237						chc01840002370002001		84195632 Bytes	4784	5865	3378935824	RGB	8	600	chc01840002370002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1334	1334	1335.jp2	/chc0184/image/1335.jp2
John Morland letter to Edward Spalding, February 24, 1824		Morland, John			Written on verso: "John Morland, Havana, 24 u 5 Feby & ans same day 1824; Edward Spalding Esquire, Matanzas"	Letters; Morland, John; Spalding, Edward; Havana (Cuba); Matanzas (Cuba)	Correspondence		1824-02-24	1820-1830	Havana (Cuba)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 7; Folder Title: Correspondence; Folder Date: 1824						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000237	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1335	1335	1336.cpd	/chc0184/image/1336.cpd
Page 1																											chc0184000329						chc01840003290001001		39978236 Bytes	4829	2758	653509782	RGB	8	600	chc01840003290001001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1336	1336	1337.jp2	/chc0184/image/1337.jp2
Page 2																											chc0184000329						chc01840003290002001		85144876 Bytes	5064	5603	3788928079	RGB	8	600	chc01840003290002001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1337	1337	1338.jp2	/chc0184/image/1338.jp2
Page 3																											chc0184000329						chc01840003290003001		84491312 Bytes	5591	5036	3912978698	RGB	8	600	chc01840003290003001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1338	1338	1339.jp2	/chc0184/image/1339.jp2
Page 4																											chc0184000329						chc01840003290004001		86517112 Bytes	4760	6057	191482342	RGB	8	600	chc01840003290004001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1339	1339	1340.jp2	/chc0184/image/1340.jp2
Page 5																											chc0184000329						chc01840003290005001		86854432 Bytes	4820	6005	3795079011	RGB	8	600	chc01840003290005001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1340	1340	1341.jp2	/chc0184/image/1341.jp2
Page 6																											chc0184000329						chc01840003290006001		86910476 Bytes	4824	6004	3611575496	RGB	8	600	chc01840003290006001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1341	1341	1342.jp2	/chc0184/image/1342.jp2
Page 7																											chc0184000329						chc01840003290007001		27998744 Bytes	4842	1926	2110958810	RGB	8	600	chc01840003290007001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1342	1342	1343.jp2	/chc0184/image/1343.jp2
Page 8																											chc0184000329						chc01840003290008001		55350940 Bytes	4752	3881	3297268138	RGB	8	600	chc01840003290008001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1343	1343	1344.jp2	/chc0184/image/1344.jp2
Page 9																											chc0184000329						chc01840003290009001		55976776 Bytes	3940	4734	3333694530	RGB	8	600	chc01840003290009001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1344	1344	1345.jp2	/chc0184/image/1345.jp2
Page 10																											chc0184000329						chc01840003290010001		56842672 Bytes	5729	3306	2214670644	RGB	8	600	chc01840003290010001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1345	1345	1346.jp2	/chc0184/image/1346.jp2
Page 11																											chc0184000329						chc01840003290011001		56899840 Bytes	5735	3306	3470678248	RGB	8	600	chc01840003290011001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1346	1346	1347.jp2	/chc0184/image/1347.jp2
Page 12																											chc0184000329						chc01840003290012001		87087844 Bytes	4867	5963	2854442476	RGB	8	600	chc01840003290012001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1347	1347	1348.jp2	/chc0184/image/1348.jp2
Page 13																											chc0184000329						chc01840003290013001		87261940 Bytes	4876	5964	2305171957	RGB	8	600	chc01840003290013001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1348	1348	1349.jp2	/chc0184/image/1349.jp2
Page 14																											chc0184000329						chc01840003290014001		97033688 Bytes	5044	6411	923016548	RGB	8	600	chc01840003290014001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1349	1349	1350.jp2	/chc0184/image/1350.jp2
Page 15																											chc0184000329						chc01840003290015001		97966896 Bytes	6460	5054	3116724747	RGB	8	600	chc01840003290015001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1350	1350	1351.jp2	/chc0184/image/1351.jp2
Page 16																											chc0184000329						chc01840003290016001		85685320 Bytes	4816	5929	2851233427	RGB	8	600	chc01840003290016001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1351	1351	1352.jp2	/chc0184/image/1352.jp2
Page 17																											chc0184000329						chc01840003290017001		85842348 Bytes	5940	4816	44246132	RGB	8	600	chc01840003290017001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1352	1352	1353.jp2	/chc0184/image/1353.jp2
Page 18																											chc0184000329						chc01840003290018001		60661364 Bytes	5297	3816	1162740105	RGB	8	600	chc01840003290018001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1353	1353	1354.jp2	/chc0184/image/1354.jp2
Page 19																											chc0184000329						chc01840003290019001		61257504 Bytes	3842	5313	33326263	RGB	8	600	chc01840003290019001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1354	1354	1355.jp2	/chc0184/image/1355.jp2
Page 20																											chc0184000329						chc01840003290020001		93466436 Bytes	4998	6232	160587373	RGB	8	600	chc01840003290020001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1355	1355	1356.jp2	/chc0184/image/1356.jp2
Page 21																											chc0184000329						chc01840003290021001		94090552 Bytes	6245	5021	450850696	RGB	8	600	chc01840003290021001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1356	1356	1357.jp2	/chc0184/image/1357.jp2
Page 22																											chc0184000329						chc01840003290022001		86799576 Bytes	4846	5969	2894660650	RGB	8	600	chc01840003290022001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1357	1357	1358.jp2	/chc0184/image/1358.jp2
Page 23																											chc0184000329						chc01840003290023001		86814128 Bytes	5980	4838	2149251665	RGB	8	600	chc01840003290023001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1358	1358	1359.jp2	/chc0184/image/1359.jp2
Page 24																											chc0184000329						chc01840003290024001		31865052 Bytes	4894	2169	644263983	RGB	8	600	chc01840003290024001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1359	1359	1360.jp2	/chc0184/image/1360.jp2
Page 25																											chc0184000329						chc01840003290025001		32716328 Bytes	2227	4894	2218291946	RGB	8	600	chc01840003290025001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1360	1360	1361.jp2	/chc0184/image/1361.jp2
Page 26																											chc0184000329						chc01840003290026001		89156252 Bytes	4881	6087	2576064202	RGB	8	600	chc01840003290026001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1361	1361	1362.jp2	/chc0184/image/1362.jp2
Page 27																											chc0184000329						chc01840003290027001		89724232 Bytes	6111	4893	883234967	RGB	8	600	chc01840003290027001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1362	1362	1363.jp2	/chc0184/image/1363.jp2
Page 28																											chc0184000329						chc01840003290028001		84254120 Bytes	4707	5965	288518930	RGB	8	600	chc01840003290028001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1363	1363	1364.jp2	/chc0184/image/1364.jp2
Page 29																											chc0184000329						chc01840003290029001		44985556 Bytes	4890	3065	2059348825	RGB	8	600	chc01840003290029001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1364	1364	1365.jp2	/chc0184/image/1365.jp2
Page 30																											chc0184000329						chc01840003290030001		45250924 Bytes	3075	4903	1546592902	RGB	8	600	chc01840003290030001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1365	1365	1366.jp2	/chc0184/image/1366.jp2
Page 31																											chc0184000329						chc01840003290031001		94247968 Bytes	5014	6264	914143711	RGB	8	600	chc01840003290031001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1366	1366	1367.jp2	/chc0184/image/1367.jp2
Page 32																											chc0184000329						chc01840003290032001		94467312 Bytes	6255	5033	2896845635	RGB	8	600	chc01840003290032001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1367	1367	1368.jp2	/chc0184/image/1368.jp2
Page 33																											chc0184000329						chc01840003290033001		114479132 Bytes	4827	7904	995494913	RGB	8	600	chc01840003290033001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1368	1368	1369.jp2	/chc0184/image/1369.jp2
Page 34																											chc0184000329						chc01840003290034001		116496836 Bytes	4949	7845	1544872239	RGB	8	600	chc01840003290034001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1369	1369	1370.jp2	/chc0184/image/1370.jp2
Page 35																											chc0184000329						chc01840003290035001		114682428 Bytes	7928	4821	4094005201	RGB	8	600	chc01840003290035001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1370	1370	1371.jp2	/chc0184/image/1371.jp2
Page 36																											chc0184000329						chc01840003290036001		111078524 Bytes	4846	7639	3718899021	RGB	8	600	chc01840003290036001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1371	1371	1372.jp2	/chc0184/image/1372.jp2
Page 37																											chc0184000329						chc01840003290037001		110167616 Bytes	7665	4790	560991089	RGB	8	600	chc01840003290037001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1372	1372	1373.jp2	/chc0184/image/1373.jp2
Page 38																											chc0184000329						chc01840003290038001		65455776 Bytes	4947	4409	2390234054	RGB	8	600	chc01840003290038001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1373	1373	1374.jp2	/chc0184/image/1374.jp2
Page 39																											chc0184000329						chc01840003290039001		65553540 Bytes	4960	4404	1679668590	RGB	8	600	chc01840003290039001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1374	1374	1375.jp2	/chc0184/image/1375.jp2
Page 40																											chc0184000329						chc01840003290040001		66160848 Bytes	4316	5108	2710553471	RGB	8	600	chc01840003290040001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1375	1375	1376.jp2	/chc0184/image/1376.jp2
Page 41																											chc0184000329						chc01840003290041001		65889060 Bytes	4290	5118	1821922055	RGB	8	600	chc01840003290041001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1376	1376	1377.jp2	/chc0184/image/1377.jp2
Page 42																											chc0184000329						chc01840003290042001		90501720 Bytes	4990	6044	3300132488	RGB	8	600	chc01840003290042001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1377	1377	1378.jp2	/chc0184/image/1378.jp2
Page 43																											chc0184000329						chc01840003290043001		89778420 Bytes	6048	4947	1965770746	RGB	8	600	chc01840003290043001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1378	1378	1379.jp2	/chc0184/image/1379.jp2
Page 44																											chc0184000329						chc01840003290044001		87732112 Bytes	4908	5957	1722104767	RGB	8	600	chc01840003290044001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1379	1379	1380.jp2	/chc0184/image/1380.jp2
Page 45																											chc0184000329						chc01840003290045001		87298668 Bytes	5947	4892	1659688685	RGB	8	600	chc01840003290045001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1380	1380	1381.jp2	/chc0184/image/1381.jp2
Page 46																											chc0184000329						chc01840003290046001		30630952 Bytes	4896	2084	3068797958	RGB	8	600	chc01840003290046001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1381	1381	1382.jp2	/chc0184/image/1382.jp2
Page 47																											chc0184000329						chc01840003290047001		31414844 Bytes	2127	4920	147483822	RGB	8	600	chc01840003290047001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1382	1382	1383.jp2	/chc0184/image/1383.jp2
Page 48																											chc0184000329						chc01840003290048001		39323972 Bytes	4555	2876	1501671689	RGB	8	600	chc01840003290048001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1383	1383	1384.jp2	/chc0184/image/1384.jp2
Page 49																											chc0184000329						chc01840003290049001		40881768 Bytes	2996	4546	1866045993	RGB	8	600	chc01840003290049001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1384	1384	1385.jp2	/chc0184/image/1385.jp2
Page 50																											chc0184000329						chc01840003290050001		45274068 Bytes	5302	2845	2705236424	RGB	8	600	chc01840003290050001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1385	1385	1386.jp2	/chc0184/image/1386.jp2
Page 51																											chc0184000329						chc01840003290051001		46289428 Bytes	2916	5289	4202466933	RGB	8	600	chc01840003290051001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1386	1386	1387.jp2	/chc0184/image/1387.jp2
Page 52																											chc0184000329						chc01840003290052001		32385864 Bytes	5162	2090	3165296426	RGB	8	600	chc01840003290052001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1387	1387	1388.jp2	/chc0184/image/1388.jp2
Page 53																											chc0184000329						chc01840003290053001		33162188 Bytes	2118	5216	1578269195	RGB	8	600	chc01840003290053001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/1388	1388	1389.jp2	/chc0184/image/1389.jp2
