Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Povenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 8																											chc5155000204						chc51550002040008001	Image	109344434 Bytes	5360	6800	811026540	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550002040008001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2050	2050	2051.jp2	/chc5155/image/2051.jp2
Page 9																											chc5155000204						chc51550002040009001	Image	109601714 Bytes	5360	6816	2667601013	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550002040009001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2051	2051	2052.jp2	/chc5155/image/2052.jp2
Page 10																											chc5155000204						chc51550002040010001	Image	109344434 Bytes	5360	6800	3114592119	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550002040010001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2052	2052	2053.jp2	/chc5155/image/2053.jp2
Page 11																											chc5155000204						chc51550002040011001	Image	109601714 Bytes	5360	6816	3152369097	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550002040011001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2053	2053	2054.jp2	/chc5155/image/2054.jp2
Page 12																											chc5155000204						chc51550002040012001	Image	108701234 Bytes	5360	6760	3162980695	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550002040012001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2054	2054	2055.jp2	/chc5155/image/2055.jp2
Page 13																											chc5155000204						chc51550002040013001	Image	109601714 Bytes	5360	6816	126836843	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550002040013001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2055	2055	2056.jp2	/chc5155/image/2056.jp2
Page 14																											chc5155000204						chc51550002040014001	Image	108701234 Bytes	5360	6760	2211217065	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550002040014001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2056	2056	2057.jp2	/chc5155/image/2057.jp2
Page 15																											chc5155000204						chc51550002040015001	Image	109601714 Bytes	5360	6816	1540972553	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550002040015001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2057	2057	2058.jp2	/chc5155/image/2058.jp2
Page 16																											chc5155000204						chc51550002040016001	Image	108701234 Bytes	5360	6760	3167685760	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550002040016001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2058	2058	2059.jp2	/chc5155/image/2059.jp2
Speech delivered by Dr.Montes Garcia before the Louisiana Press Association		Montes García, Jorge					Speeches, adresses, etc.		1964-04-25				English		University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Cobas Reyes, Mario: Clippings, Correspondence by others,  Documents.								chc5155000204	Text					chc5155000204											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2059	2059	2060.cpd	/chc5155/image/2060.cpd
Page 1																											chc5155000097						chc51550000970001001	Image	108017714 Bytes	5320	6768	3221762676	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550000970001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2060	2060	2061.jp2	/chc5155/image/2061.jp2
Page 2																											chc5155000097						chc51550000970002001	Image	107149106 Bytes	5296	6744	3051195774	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550000970002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2061	2061	2062.jp2	/chc5155/image/2062.jp2
Page 3																											chc5155000097						chc51550000970003001	Image	107056370 Bytes	5304	6728	834696999	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550000970003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2062	2062	2063.jp2	/chc5155/image/2063.jp2
Page 4																											chc5155000097						chc51550000970004001	Image	107310962 Bytes	5304	6744	3456300248	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550000970004001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2063	2063	2064.jp2	/chc5155/image/2064.jp2
Page 5																											chc5155000097						chc51550000970005001	Image	108348146 Bytes	5368	6728	2888528791	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550000970005001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2064	2064	2065.jp2	/chc5155/image/2065.jp2
Page 6																											chc5155000097						chc51550000970006001	Image	108120242 Bytes	5344	6744	185987968	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550000970006001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2065	2065	2066.jp2	/chc5155/image/2066.jp2
Informe Nro. 19: Mexico, October 25, 1961		Atorresagasti García, Manuel					Correspondence&lt;br&gt;Political reports		1961-10-25						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Atorresagasti, Manuel: Documents.								chc5155000097	Text					chc5155000097											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2066	2066	2067.cpd	/chc5155/image/2067.cpd
Page 1																											chc5155000356						chc51550003560001001	Image	109075250 Bytes	5328	6824	3721496700	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003560001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2067	2067	2068.jp2	/chc5155/image/2068.jp2
Page 2																											chc5155000356						chc51550003560002001	Image	109659314 Bytes	5344	6840	2638680290	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003560002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2068	2068	2069.jp2	/chc5155/image/2069.jp2
Page 3																											chc5155000356						chc51550003560003001	Image	109075250 Bytes	5328	6824	3163091806	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003560003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2069	2069	2070.jp2	/chc5155/image/2070.jp2
Page 4																											chc5155000356						chc51550003560004001	Image	109659314 Bytes	5344	6840	3853218410	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003560004001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2070	2070	2071.jp2	/chc5155/image/2071.jp2
Page 5																											chc5155000356						chc51550003560005001	Image	107276210 Bytes	5296	6752	705165603	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003560005001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2071	2071	2072.jp2	/chc5155/image/2072.jp2
Page 6																											chc5155000356						chc51550003560006001	Image	107043122 Bytes	5272	6768	3042863502	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003560006001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2072	2072	2073.jp2	/chc5155/image/2073.jp2
Ponencia presentada por la Senadora Dra. María Gómez Carbonell, a la Comisión Interparlamentaria integrada a los fines de lograr una "Formula de Conciliación Cubana", el 27 de Abril de 1957		Gómez Carbonell, María, 1903-					Speeches, addresses, etc.		1957-04-27						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Gómez Carbonell, María: Documents.								chc5155000356	Text					chc5155000356											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2073	2073	2074.cpd	/chc5155/image/2074.cpd
Page 1																											chc5155000307						chc51550003070001001	Image	76324850 Bytes	4168	6104	2396331639	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003070001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2074	2074	2075.jp2	/chc5155/image/2075.jp2
Page 2																											chc5155000307						chc51550003070002001	Image	76324850 Bytes	4168	6104	3329387428	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003070002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2075	2075	2076.jp2	/chc5155/image/2076.jp2
Page 3																											chc5155000307						chc51550003070003001	Image	76324850 Bytes	4168	6104	724925125	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003070003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2076	2076	2077.jp2	/chc5155/image/2077.jp2
Page 4																											chc5155000307						chc51550003070004001	Image	76324850 Bytes	4168	6104	2699643164	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003070004001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2077	2077	2078.jp2	/chc5155/image/2078.jp2
Page 5																											chc5155000307						chc51550003070005001	Image	76324850 Bytes	4168	6104	3104172294	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003070005001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2078	2078	2079.jp2	/chc5155/image/2079.jp2
Page 6																											chc5155000307						chc51550003070006001	Image	76324850 Bytes	4168	6104	1693894748	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003070006001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2079	2079	2080.jp2	/chc5155/image/2080.jp2
Letter: Rome, [Italy], August 7, 1966: Ferrara, Orestes: Correspondence to Fulgencio Batista							Correspondence&lt;br&gt;Manuscripts		1966-08-07						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Ferrara, Orestes: Correspondence to Fulgencio Batista.								chc5155000307	Text					chc5155000307											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2080	2080	2081.cpd	/chc5155/image/2081.cpd
Page 1																											chc5155000311						chc51550003110001001	Image	73724018 Bytes	4168	5896	2383319926	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003110001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2081	2081	2082.jp2	/chc5155/image/2082.jp2
Page 2																											chc5155000311						chc51550003110002001	Image	73724018 Bytes	4168	5896	1860626749	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003110002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2082	2082	2083.jp2	/chc5155/image/2083.jp2
Page 3																											chc5155000311						chc51550003110003001	Image	73824050 Bytes	4168	5904	22285986	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003110003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2083	2083	2084.jp2	/chc5155/image/2084.jp2
Page 4																											chc5155000311						chc51550003110004001	Image	73724018 Bytes	4168	5896	1344105328	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550003110004001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2084	2084	2085.jp2	/chc5155/image/2085.jp2
Letter: Rome, [Italy], May 2, 1969: Ferrara, Orestes: Correspondence to Fulgencio Batista							Correspondence&lt;br&gt;Manuscripts		1969-05-02						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Ferrara, Orestes: Correspondence to Fulgencio Batista.								chc5155000311	Text					chc5155000311											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2085	2085	2086.cpd	/chc5155/image/2086.cpd
Page 1																											chc5155000233						chc51550002330001001	Image	116124914 Bytes	5288	7320	1326102351	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550002330001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2086	2086	2087.jp2	/chc5155/image/2087.jp2
Page 2																											chc5155000233						chc51550002330002001	Image	116603570 Bytes	5304	7328	3030115112	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550002330002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2087	2087	2088.jp2	/chc5155/image/2088.jp2
Page 3																											chc5155000233						chc51550002330003001	Image	115597874 Bytes	5264	7320	2979322900	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550002330003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2088	2088	2089.jp2	/chc5155/image/2089.jp2
Memorandum B: Estoril, [Portugal], December 9, 1963: Elizalde, Leopoldo Pío: Correspondence from Fulgencio Batista							Memorandums		1963-12-09						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Elizalde, Leopoldo Pío: Correspondence from Fulgencio Batista.								chc5155000233	Text					chc5155000233											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2089	2089	2090.cpd	/chc5155/image/2090.cpd
Page 1																											chc5155000143						chc51550001430001001	Image	109609010 Bytes	5392	6776	3199548311	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001430001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2090	2090	2091.jp2	/chc5155/image/2091.jp2
Page 2																											chc5155000143						chc51550001430002001	Image	110256050 Bytes	5392	6816	25412294	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001430002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2091	2091	2092.jp2	/chc5155/image/2092.jp2
Page 3																											chc5155000143						chc51550001430003001	Image	109867826 Bytes	5392	6792	1585832580	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001430003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2092	2092	2093.jp2	/chc5155/image/2093.jp2
True situation of the island of Cuba just before the communist take over in January 1st., 1959, as viewed by a Spanish journalist: Berenson, Lawrence: Correspondence to Fulgencio Batista							Newspaper articles		ca. 1963				English		University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Berenson, Lawrence: Correspondence to Fulgencio Batista.								chc5155000143	Text					chc5155000143											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2093	2093	2094.cpd	/chc5155/image/2094.cpd
Page 1																											chc5155000043						chc51550000430001001	Image	112714802 Bytes	5392	6968	2067699844	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550000430001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2094	2094	2095.jp2	/chc5155/image/2095.jp2
Page 2																											chc5155000043						chc51550000430002001	Image	111209714 Bytes	5320	6968	2472798155	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550000430002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2095	2095	2096.jp2	/chc5155/image/2096.jp2
Page 3																											chc5155000043						chc51550000430003001	Image	111145394 Bytes	5360	6912	3440983915	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550000430003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2096	2096	2097.jp2	/chc5155/image/2097.jp2
Page 4																											chc5155000043						chc51550000430004001	Image	110813618 Bytes	5344	6912	3918869282	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550000430004001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2097	2097	2098.jp2	/chc5155/image/2098.jp2
Letter: Caracas, [Venezuela], July 16, 1973: Alonso Pujol, Guillermo: Correspondence to Fulgencio Batista							Correspondence		1973-07-16						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Alonso Pujol, Guillermo: Correspondence to Fulgencio Batista.								chc5155000043	Text					chc5155000043											2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2098	2098	2099.cpd	/chc5155/image/2099.cpd
Page 1																											chc5155000165						chc51550001650001001	Image	39592370 Bytes	3072	4296	2928522081	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650001001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2099	2099	2100.jp2	/chc5155/image/2100.jp2
Page 2																											chc5155000165						chc51550001650002001	Image	38458226 Bytes	2984	4296	523566927	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650002001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2100	2100	2101.jp2	/chc5155/image/2101.jp2
Page 3																											chc5155000165						chc51550001650003001	Image	40520306 Bytes	3144	4296	1345536955	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650003001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2101	2101	2102.jp2	/chc5155/image/2102.jp2
Page 4																											chc5155000165						chc51550001650004001	Image	38362034 Bytes	2960	4320	3860980695	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650004001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2102	2102	2103.jp2	/chc5155/image/2103.jp2
Page 5																											chc5155000165						chc51550001650005001	Image	39345074 Bytes	3008	4360	1533606601	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650005001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2103	2103	2104.jp2	/chc5155/image/2104.jp2
Page 6																											chc5155000165						chc51550001650006001	Image	38788274 Bytes	2960	4368	662140304	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650006001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2104	2104	2105.jp2	/chc5155/image/2105.jp2
Page 7																											chc5155000165						chc51550001650007001	Image	39706034 Bytes	3008	4400	362671130	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650007001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2105	2105	2106.jp2	/chc5155/image/2106.jp2
Page 8																											chc5155000165						chc51550001650008001	Image	39072434 Bytes	2960	4400	2719217169	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650008001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2106	2106	2107.jp2	/chc5155/image/2107.jp2
Page 9																											chc5155000165						chc51550001650009001	Image	39072434 Bytes	2960	4400	299712434	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650009001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2107	2107	2108.jp2	/chc5155/image/2108.jp2
Page 10																											chc5155000165						chc51550001650010001	Image	39706034 Bytes	3008	4400	2132326123	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650010001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2108	2108	2109.jp2	/chc5155/image/2109.jp2
Page 11																											chc5155000165						chc51550001650011001	Image	39072434 Bytes	2960	4400	3105054533	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650011001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2109	2109	2110.jp2	/chc5155/image/2110.jp2
Page 12																											chc5155000165						chc51550001650012001	Image	39706034 Bytes	3008	4400	1703872811	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650012001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2110	2110	2111.jp2	/chc5155/image/2111.jp2
Page 13																											chc5155000165						chc51550001650013001	Image	39494834 Bytes	2992	4400	3379511792	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650013001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2111	2111	2112.jp2	/chc5155/image/2112.jp2
Page 14																											chc5155000165						chc51550001650014001	Image	39706034 Bytes	3008	4400	3428793474	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650014001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2112	2112	2113.jp2	/chc5155/image/2113.jp2
Page 15																											chc5155000165						chc51550001650015001	Image	39494834 Bytes	2992	4400	1782154232	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650015001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2113	2113	2114.jp2	/chc5155/image/2114.jp2
Page 16																											chc5155000165						chc51550001650016001	Image	39706034 Bytes	3008	4400	272903214	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650016001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2114	2114	2115.jp2	/chc5155/image/2115.jp2
Page 17																											chc5155000165						chc51550001650017001	Image	39494834 Bytes	2992	4400	1163030218	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650017001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2115	2115	2116.jp2	/chc5155/image/2116.jp2
Page 18																											chc5155000165						chc51550001650018001	Image	39128498 Bytes	3008	4336	1297997018	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650018001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2116	2116	2117.jp2	/chc5155/image/2117.jp2
Page 19																											chc5155000165						chc51550001650019001	Image	38920370 Bytes	2992	4336	104036652	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650019001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2117	2117	2118.jp2	/chc5155/image/2118.jp2
Page 20																											chc5155000165						chc51550001650020001	Image	37983794 Bytes	2920	4336	1377554643	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650020001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2118	2118	2119.jp2	/chc5155/image/2119.jp2
Page 21																											chc5155000165						chc51550001650021001	Image	38920370 Bytes	2992	4336	2027288998	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650021001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2119	2119	2120.jp2	/chc5155/image/2120.jp2
Page 22																											chc5155000165						chc51550001650022001	Image	37983794 Bytes	2920	4336	21241107	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650022001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2120	2120	2121.jp2	/chc5155/image/2121.jp2
Page 23																											chc5155000165						chc51550001650023001	Image	38920370 Bytes	2992	4336	3551108438	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650023001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2121	2121	2122.jp2	/chc5155/image/2122.jp2
Page 24																											chc5155000165						chc51550001650024001	Image	37983794 Bytes	2920	4336	1522055642	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650024001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2122	2122	2123.jp2	/chc5155/image/2123.jp2
Page 25																											chc5155000165						chc51550001650025001	Image	38920370 Bytes	2992	4336	3301985756	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650025001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2123	2123	2124.jp2	/chc5155/image/2124.jp2
Page 26																											chc5155000165						chc51550001650026001	Image	38754674 Bytes	2920	4424	3684869164	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	chc51550001650026001.tif		2009-04-09	2009-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/2124	2124	2125.jp2	/chc5155/image/2125.jp2
