Title	Translated Title	Photographer	Contributor	Summary	Note	Subject	Theme	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Game room at Jockey Club, Oriental Park, Havana					Written on recto: "P.9483." Photograph of the American Photo Co., Havana.	Recreation rooms -- Cuba; Clubs -- Cuba; Racetracks (Horse racing); Havana (Cuba)		Photographs		1921	1920-1930	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No: 5; Folder Title: Racetracks: Oriental Park, 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003040001001	Image	image/tiff	Epson	Photoshop		272.977 KB	947	768	0x9137CC75		24 bit	600 dpi	50170003040001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1612	1612	1567.jpg	chc50179\50170003040001001.tif	/chc5017/image/1567.jpg
Bay at Cojímar with old fort		Potter, C. F.				Bays -- Cuba; Fortification -- Cuba		Photographs			1900-1920	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No.; 31 Folder Title: Cojimar.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004330001001	Image	image/tiff	Epson	Photoshop		239.648 KB	1022	735	0xDB270F0E		24 bit	600 dpi	50170004330001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1613	1613	1694.jpg	chc50179\50170004330001001.tif	/chc5017/image/1694.jpg
Iglesia El Salvador, Marianao, La Havana	El Salvador Church, Marianao, Havana	Potter, C. F.			Written on recto: "Iglesia El Salvador - Marianao. Sede PP. Capuchinos." Written on verso: "Church at Marianao - in a grove of flamboyant trees."	Church buildings; Cathedrals; Marianao (Cuba); Havana (Cuba);		Photographs			1900-1920	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 48; Folder Title: Marianao.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004850001001	Image	image/tiff	Epson	Photoshop		365.179 KB	968	768	0x8E43D2		24 bit	600 dpi	50170004850001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1614	1614	1746.jpg	chc501710\50170004850001001.tif	/chc5017/image/1746.jpg
Entrance to San Francisco de Paula Church, Havana					Embossed stamp on recto: "Library of Manuel R. Bustamante" (donor). Notation by Manuel R. Bustamante (donor) affixed on verso: "Entrada a la iglesia de San Francisco de Paula, perteneciente al Hospital de Paula, del que se habla en la novela Cecilia Valdes, Calle Desamparados y San Ignacio."	Church buildings; Havana (Cuba); Churches -- Cuba -- Havana;		Photographs				Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 24; Folder Title: Churches, n.d., 1900s-1960s, 1999.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001490001001	Image	image/tiff	Epson	Photoshop		207.03 KB	612	768	0xA632A447		24 bit	600 dpi	50170001490001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1615	1615	1413.jpg	chc50178\50170001490001001.tif	/chc5017/image/1413.jpg
Unidentified wharf						Piers -- Cuba; Wharves; Boats and boating; Cuba		Photographs			1900-1930	Cuba	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 10; Folder Title: Piers & Wharves.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000850001001	Image	image/tiff	Epson	Photoshop		186.188 KB	628	768	0x907AA03E		24 bit	600 dpi	50170000850001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1616	1616	1352.jpg	chc50178\50170000850001001.tif	/chc5017/image/1352.jpg
Interior of the Havana Cathedral, Havana					Stamp on verso: "From Cuban Camera Co., Obispo 96, Habana."	Church buildings; Catedral de la Habana; Cathedrals; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 24; Folder Title: Churches, n.d., 1900s-1960s, 1999.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001460001001	Image	image/tiff	Epson	Photoshop		194.343 KB	615	768	0xB1FFE09C		24 bit	600 dpi	50170001460001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1617	1617	1410.jpg	chc50178\50170001460001001.tif	/chc5017/image/1410.jpg
Bull, mestizo, Manila					Written on verso: "733." Stamp on verso: "Reproduction permitted with Due Acknowledgement to Bur. Of Agriculture, P.I."	Bulls; Animals; Cuba		Photographs			1900-1930	Cuba	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 1; Folder Title: Animals.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000020001001	Image	image/tiff	Epson	Photoshop		228.401 KB	1023	704	0x87C499D8		24 bit	600 dpi	50170000020001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1618	1618	1272.jpg	chc50178\50170000020001001.tif	/chc5017/image/1272.jpg
Batería de la Reina					Written on verso: "Batería de La Reina. En parte de ella se fabricó el Parque Maceo."	Fortification -- Cuba -- Havana; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 29; Folder Title: Forts and Fortifications: Batería de la Reina.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001760001001	Image	image/tiff	Epson	Photoshop		271.764 KB	1023	722	0x3E347C29		24 bit	600 dpi	50170001760001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1619	1619	1440.jpg	chc50178\50170001760001001.tif	/chc5017/image/1440.jpg
Monument erected to the great Spanish engineer Albear, Havana					Monument in Havana, Cuba, erected in honor of Brigadier of Engineers Francisco de Albear y Lara (1816-1887), dedicated on 12 May 1895. Sculptor: José  Vilalta de Saavedra. Written on recto: "Albear Park."	Albear y Lara, Francisco, 1816-1887; Monuments; Memorials -- Cuba -- Havana; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 39; Folder Title: Monuments, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002420001001	Image	image/tiff	Epson	Photoshop		327.138 KB	978	768	0xE51D0807		24 bit	600 dpi	50170002420001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1620	1620	1505.jpg	chc50179\50170002420001001.tif	/chc5017/image/1505.jpg
Bellamar Caves, Matanzas						Caves -- Cuba; Bellamar Caves (Matanzas, Cuba); Matanzas (Cuba)		Photographs				Matanzas (Cuba)	1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 16; Folder Title: Matanzas (Province): Cuevas de Bellamar.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005840001001	Image	image/tiff	Epson	Photoshop		289.302 KB	960	768	0x9A11C3A1		24 bit	600 dpi	50170005840001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1621	1621	1844.jpg	chc501710\50170005840001001.tif	/chc5017/image/1844.jpg
View of Nuevitas Bay with lighthouse in the background						Bays -- Cuba; Lighthouses -- Cuba; Nuevitas Bay (Cuba); Camagüey (Cuba); 		Photographs			1900-1920	Camagüey (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 51; Folder Title: Nuevitas.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005030001001	Image	image/tiff	Epson	Photoshop		232.618 KB	1023	715	0x3D517A1C		24 bit	600 dpi	50170005030001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1622	1622	1764.jpg	chc501710\50170005030001001.tif	/chc5017/image/1764.jpg
Catching sardines with a net, Matanzas Bay					Written on verso: "This net is circular in form and weighted at the edges and spreads out as it is thrown out" and "Used Apr 1924." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Fishing boats -- Cuba; Fishers -- Cuba; Fishing -- Cuba; Matanzas Bay (Cuba); Matanzas (Cuba)		Photographs		1924-04	1920-1930	Matanzas (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 50; Folder Title: Matanzas, n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004940001001	Image	image/tiff	Epson	Photoshop		245.201 KB	1023	725	0x70DD2AD3		24 bit	600 dpi	50170004940001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1623	1623	1755.jpg	chc501710\50170004940001001.tif	/chc5017/image/1755.jpg
Castillo de San Severino, Matanzas						Fortification -- Cuba; Castillo de San Severino (Matanzas, Cuba); Castles; Matanzas (Cuba)		Photographs			1900-1920	Matanzas (Cuba)	1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No.; 50 Folder Title: Matanzas, n.d., 1920s	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004930001001	Image	image/tiff	Epson	Photoshop		316.344 KB	1023	735	0x2380935C		24 bit	600 dpi	50170004930001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1624	1624	1754.jpg	chc501710\50170004930001001.tif	/chc5017/image/1754.jpg
U.S.S. Olympia leaving Havana harbor					Notation by Manuel R. Bustamante (donor) affixed on verso: "Acorazado Olympia, gemelo del Maine, sale del puerto de la Habana en días de la Intervención Norteamericana."	Battleships; Ships -- Cuba; Harbors -- Cuba -- Havana; Havana (Cuba)		Photographs			1900-1910	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 13; Folder Title: Ships & Boats, n.d., 1890s-1920s, 1990s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001040001001	Image	image/tiff	Epson	Photoshop		227.686 KB	975	768	0xC573A3C2		24 bit	600 dpi	50170001040001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1625	1625	1370.jpg	chc50178\50170001040001001.tif	/chc5017/image/1370.jpg
Guns of battery in La Punta, Havana						Fortification -- Cuba -- Havana; Weapons; Castillo de San Salvador de la Punta (Havana, Cuba); Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 32; Folder Title: Forts and Fortifications: Castillo de la Punta, n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002010001001	Image	image/tiff	Epson	Photoshop		254.552 KB	968	768	0xD5A1574B		24 bit	600 dpi	50170002010001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1626	1626	1464.jpg	chc50178\50170002010001001.tif	/chc5017/image/1464.jpg
Bagasse dryer in construction					Written on verso: "Used 1928." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Sugar industry -- Cuba; Sugarcane industry -- Cuba; Bagasse industry -- Cuba -- Equipment and supplies		Photographs		1928	1920-1930	Cuba	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 14; Folder Title: Sugar Industry, n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001090001001	Image	image/tiff	Epson	Photoshop		199.103 KB	1022	630	0x84D06602		24 bit	600 dpi	50170001090001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1627	1627	1375.jpg	chc50178\50170001090001001.tif	/chc5017/image/1375.jpg
Old Spanish Church in the City of Pinar del Río						Church buildings; Cathedrals; Catholic Church. Diocese of Pinar del Río (Cuba); Pinar del Río (Cuba)		Photographs			1900-1920	Pinar del Río (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 52; Folder Title: Pinar del Río, n.d., 1908.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005070001001	Image	image/tiff	Epson	Photoshop		205.497 KB	615	768	0x9C833A10		24 bit	600 dpi	50170005070001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1628	1628	1768.jpg	chc501710\50170005070001001.tif	/chc5017/image/1768.jpg
Catedral de La Habana, Cuba	Havana Cathedral, Cuba				Written on recto: "4046"	Cathedrals -- Cuba; Churches -- Cuba -- Havana; Architecture, Baroque -- Cuba -- Havana; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 24; Folder Title: Churches, n.d.; 1900s-1960s, 1999.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001500001001	Image	image/tiff	Epson	Photoshop		223.717 KB	615	768	0x19CD2E03		24 bit	600 dpi	50170001500001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1629	1629	1414.jpg	chc50178\50170001500001001.tif	/chc5017/image/1414.jpg
Royal Bank of Canada, Santiago de Cuba, Cuba						Royal Bank of Canada; Banks and banking -- Cuba; Facades; Santiago de Cuba (Cuba)		Photographs				Santiago de Cuba (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 3; Folder No. 6; Folder Title: Santiago de Cuba, n.d., 1900s-1930s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005320001001	Image	image/tiff	Epson	Photoshop		312.66 KB	1002	768	0x672FC1F4		24 bit	600 dpi	50170005320001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1630	1630	1792.jpg	chc501710\50170005320001001.tif	/chc5017/image/1792.jpg
New apartment hotel near Country Club, Havana					Written on verso: "New $2,500,000 apartment hotel near Country Club and Casino at Marianao Park, Havana"	Design and construction; Construction industry -- Cuba; Streets -- Cuba; Hotels -- Cuba -- Havana; Marianao (Havana, Cuba); Havana (Cuba);		Photographs			1900-1920	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 48; Folder Title: Marianao.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004780001001	Image	image/tiff	Epson	Photoshop		215.786 KB	1022	617	0xA2F73595		24 bit	600 dpi	50170004780001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1631	1631	1739.jpg	chc501710\50170004780001001.tif	/chc5017/image/1739.jpg
River with vegetation, Cuba		Potter, C. F.			Written on verso: "A river of some width nearly choked up with vegetation. Trees on either side loaded with orchids and further on the stream is entirely covered with water hyacinth. F. Potter."	Rivers -- Cuba; Waterfronts; Vegetation; Cuba		Landscape photographs				Cuba	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 8; Folder Title: Landscape Photographs, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000720001001	Image	image/tiff	Epson	Photoshop		411.004 KB	968	768	0xE759F541		24 bit	600 dpi	50170000720001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1632	1632	1340.jpg	chc50178\50170000720001001.tif	/chc5017/image/1340.jpg
Vista de las afueras de San Juan, Oriente	View at townsite, San Juan, Oriente				Written on recto: "Vista de las afueras de San Juan, Oriente. View at townsite. San Juan, Oriente." Written on verso: "Water mill." Stamp on verso: "Views of Matanzas and Vicinity for Sale Here. Calisto Ruiz de Castro: Headquarters PRK AK. Cameras and Photographic Suppliers of All Kinds -- Matanzas."	Rivers -- Cuba; Water mills; Oriente (Cuba : Province); San Juan Hill (Cuba);		Landscape photographs			1900-1920	Oriente (Cuba : Province)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 18; Folder Title: Oriente (Province), n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005920001001	Image	image/tiff	Epson	Photoshop		332.26 KB	953	768	0x95634E7E		24 bit	600 dpi	50170005920001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1633	1633	1852.jpg	chc501710\50170005920001001.tif	/chc5017/image/1852.jpg
Monuments at the Colón Cemetery, Havana						Necrópolis Cristóbal Colón (Havana, Cuba); Mausoleums; Sepulchral monuments; Cemeteries -- Cuba; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 22; Folder Title: Cemeteries: Cementerio de Colón, 1920s, 1999.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001360001001	Image	image/tiff	Epson	Photoshop		297.495 KB	968	768	0x339E4E19		24 bit	600 dpi	50170001360001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1634	1634	1402.jpg	chc50178\50170001360001001.tif	/chc5017/image/1402.jpg
Country view, Cuba					Written on verso: "Country view." Photograph of the American Photo Co., Havana.	Rivers -- Cuba; Palms -- Cuba; Waterfronts; Cuba		Landscape photographs				Cuba	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 8; Folder Title: Landscape Photographs, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000710001001	Image	image/tiff	Epson	Photoshop		235.965 KB	955	768	0x47F932BF		24 bit	600 dpi	50170000710001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1635	1635	1339.jpg	chc50178\50170000710001001.tif	/chc5017/image/1339.jpg
Palm tree lined road, Cuba		Potter, C. F.			Written on verso: "September Cover". Stamps read: "C. F. Potter, Jr." and "The Cuba Review", publication of the Munson Steamship Line.	Roads -- Cuba; Palms; Cuba		Landscape photographs				Cuba	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 8; Folder Title: Landscape Photographs, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000620001001	Image	image/tiff	Epson	Photoshop		266.438 KB	661	768	0x1573F78		24 bit	600 dpi	50170000620001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1636	1636	1330.jpg	chc50178\50170000620001001.tif	/chc5017/image/1330.jpg
Typical cottage, Isla de la Juventud					Written on verso: "Wilcox and Tracy."	Dwellings -- Cuba; Cottages; Colonists -- American; Isla de Pinos (Cuba); Isla de la Juventud (Cuba)		Photographs			1890-1910	Isla de la Juventud (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 42; Folder Title: Isla de Pinos, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004650001001	Image	image/tiff	Epson	Photoshop		227.089 KB	1022	478	0x4A4A41F3		24 bit	600 dpi	50170004650001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1637	1637	1726.jpg	chc501710\50170004650001001.tif	/chc5017/image/1726.jpg
Plowing a field at Nueva Luisa plantation, Jovellanos, Cuba					Written on verso: "Used 1917." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Plows; Tractors; Plowing; Plantations -- Cuba; Jovellanos (Cuba); Matanzas (Cuba);		Photographs				Matanzas (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 45; Folder Title: Jovellanos, n.d., 1910s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004740001001	Image	image/tiff	Epson	Photoshop		331.546 KB	970	768	0x39BEB43F		24 bit	600 dpi	50170004740001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1638	1638	1735.jpg	chc501710\50170004740001001.tif	/chc5017/image/1735.jpg
Hotel at Herradura, Pinar del Río						Hotels -- Cuba; Thatched roofs; Herradura (Pinar del Río, Cuba); Pinar del Río (Cuba : Province);		Photographs			1900-1920	Pinar del Río (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 40; Folder Title: Herradura, n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004610001001	Image	image/tiff	Epson	Photoshop		205.576 KB	629	768	0x66B350AE		24 bit	600 dpi	50170004610001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1639	1639	1722.jpg	chc501710\50170004610001001.tif	/chc5017/image/1722.jpg
Convento de Santa Clara, La Habana	Santa Clara Convent, Havana				Photograph of the American Photo Co., Havana. Embossed stamp on recto: "Library of Manuel R. Bustamante" (donor). Written on verso: "November Cover 1931." Probably used by the Munson Steamship Line in their publication, The Cuba Review. Notation attached to photo:  "Claustro del Convento de Santa Clara. La construcción con tejado corresponde a los baños públicos que existieron antes de la construcción del convento. Y la construcción de piedra es la fuente pública."	Convents -- Cuba -- Havana; Gardens; Havana (Cuba)		Photographs		1931	1930-1940	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Seris II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 26; Folder Title: Convents, 1920s-1930s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001620001001	Image	image/tiff	Epson	Photoshop		387.89 KB	958	768	0xFE7353C7		24 bit	600 dpi	50170001620001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1640	1640	1426.jpg	chc50178\50170001620001001.tif	/chc5017/image/1426.jpg
