Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Digital ID	Date Digital	Hardware	Software	Directory	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Woman standing next to palm plant						Photography of women	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 2			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002690001001	4/6/2011				image/tiff	67105600 Bytes	5124	2182	1327637259	RGB	16	1200	chc52520002690001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1419	1419	1416.jp2	/chc5252/image/1416.jp2
Street scene at Paseo del Prado, Havana					Hotel Inglaterra and Gran Teatro de La Habana are seen at left.	Parks; Cuba -- Buildings, structures, etc.; Automobiles; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 31			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002430001001	4/6/2011				image/tiff	107377156 Bytes	6217	2878	2776349711	RGB	16	1200	chc52520002430001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1420	1420	1380.jp2	/chc5252/image/1380.jp2
Children posing around leafy tree						Children; Trees	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 50			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001000001001	4/6/2011				image/tiff	131793524 Bytes	10241	4289	2746877912	RGB	8	2400	chc52520001000001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1421	1421	1584.jp2	/chc5252/image/1584.jp2
Carnavales, 1922	Carnivals, 1922					Carnivals; Floats (Parades); Havana (Cuba); Automobiles	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 22			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002340001001	4/6/2011				image/tiff	108390832 Bytes	6196	2915	426155452	RGB	16	1200	chc52520002340001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1422	1422	1280.jp2	/chc5252/image/1280.jp2
Carnavales, 1922	Carnivals, 1922					Carnivals; Ku Klux Klan (1915- ); Havana (Cuba); Automobiles	Stereographs; Glass negatives		1922	1920-1930	Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 1			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002130001001	4/6/2011				image/tiff	106916756 Bytes	6186	2880	1775023481	RGB	16	1200	chc52520002130001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1423	1423	1421.jp2	/chc5252/image/1421.jp2
Military parade, Havana, Cuba						Military parades & ceremonies; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 55			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001050001001	4/6/2011				image/tiff	130762732 Bytes	10240	4256	2969606505	RGB	8	2400	chc52520001050001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1424	1424	1515.jp2	/chc5252/image/1515.jp2
Children playing around tree						Children; Photography of children; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 5			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000550001001	4/6/2011				image/tiff	134291012 Bytes	10223	4378	3502268491	RGB	8	2400	chc52520000550001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1425	1425	1508.jp2	/chc5252/image/1508.jp2
Children standing on dirt road						Children; Trees	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 50			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003170001001	4/6/2011				image/tiff	67195176 Bytes	5145	2176	769296111	RGB	16	1200	chc52520003170001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1426	1426	1478.jp2	/chc5252/image/1478.jp2
Francisco de Albear y Fernández de Lara monument located between Obispo and O'Reilly streets, Havana						Albear y Fernández de Lara, Francisco de, 1816-1887; Streets; Havana (Cuba); Monuments; Pedestrians;	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 4.5 x 10.7 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 26			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003620001001	4/6/2011				image/tiff	33685468 Bytes	5131	2187	1655236587	RGB	8	1200	chc52520003620001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1427	1427	1458.jp2	/chc5252/image/1458.jp2
Men standing on road surrounded by trees						Trees; Men	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 21			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001410001001	4/6/2011				image/tiff	130683644 Bytes	10229	4258	1203581326	RGB	8	2400	chc52520001410001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1428	1428	1337.jp2	/chc5252/image/1337.jp2
Horses drinking water from fountain						Horses; Drinking fountains; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 23			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000730001001	4/6/2011				image/tiff	132274024 Bytes	10212	4317	3742685526	RGB	8	2400	chc52520000730001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1429	1429	1350.jp2	/chc5252/image/1350.jp2
Children by a tree						Children; Photography of children; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 64			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001140001001	4/6/2011				image/tiff	131243932 Bytes	10256	4265	1327774927	RGB	8	2400	chc52520001140001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1430	1430	1519.jp2	/chc5252/image/1519.jp2
Carnavales, 1922	Carnivals, 1922					Carnivals; Havana (Cuba); Automobiles	Stereographs; Glass negatives		1922	1920-1930	Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 3			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002150001001	4/6/2011				image/tiff	110267508 Bytes	6218	2955	1006143740	RGB	16	1200	chc52520002150001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1431	1431	1397.jp2	/chc5252/image/1397.jp2
View of Havana from Loma del Mazo, in the Vivora neighborhood					Written on glass: "Loma del Mazo__Vivora__Habana"	Panoramic views; Neighborhoods; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 36			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003030001001	4/6/2011				image/tiff	66288772 Bytes	5099	2166	1904874046	RGB	16	1200	chc52520003030001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1432	1432	1501.jp2	/chc5252/image/1501.jp2
Studio photograph of two men wearing military uniforms						Military uniforms	Glass negatives; Portrait photographs				Cuba	1 glass negative; 17.6 x 12.7 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title:  Negatives, N.D.			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001760001001	4/6/2011				image/tiff	39562644 Bytes	3096	4257	3498894300	RGB	8	600	chc52520001760001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1433	1433	1307.jp2	/chc5252/image/1307.jp2
View of dilapidated house						Dwellings -- Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 38			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001580001001	4/6/2011				image/tiff	134808488 Bytes	10246	4385	842691249	RGB	8	2400	chc52520001580001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1434	1434	1335.jp2	/chc5252/image/1335.jp2
Man standing next to a cow and her calf						Cattle; Calves	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 52			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001720001001	4/6/2011				image/tiff	132434068 Bytes	10191	4331	2727065010	RGB	8	2400	chc52520001720001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1435	1435	1395.jp2	/chc5252/image/1395.jp2
Girl seated on a bench on an unpaved road						Children; Trees; Benches; Roads	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 10			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002770001001	4/6/2011				image/tiff	66778892 Bytes	5106	2179	128188918	RGB	16	1200	chc52520002770001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1436	1436	1334.jp2	/chc5252/image/1334.jp2
View of rainy day from a porch						Rain and rainfall	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 44			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001640001001	4/6/2011				image/tiff	131888560 Bytes	10208	4306	1414702253	RGB	8	2400	chc52520001640001001.tif		2011-04-21	2011-04-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1437	1437	1565.jp2	/chc5252/image/1565.jp2
Intersection between Aguacate and Sol streets in Old Havana						Streets; Havana (Cuba)	Slides		1940	1940-1950	Havana (Cuba)	1 color slide			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title:  Slides of Havana, 1940			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002010001001	4/6/2011				image/tiff	22033552 Bytes	3220	2279	3141151168	RGB	8	2400	chc52520002010001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1438	1438	1520.jp2	/chc5252/image/1520.jp2
Intersection between Avenida El Malecón and Paseo del Prado, Havana						Streets; Havana (Cuba)	Slides		1940	1940-1950	Havana (Cuba)	1 color slide			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title:  Slides of Havana, 1940			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001970001001	4/6/2011				image/tiff	21117304 Bytes	3191	2204	118223173	RGB	8	2400	chc52520001970001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1439	1439	1412.jp2	/chc5252/image/1412.jp2
Gran Teatro de La Habana	Grand Theatre of Havana					Gran Teatro de La Habana; Theaters; Havana (Cuba); Streets	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 28			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002400001001	4/6/2011				image/tiff	108064028 Bytes	6220	2895	519785200	RGB	16	1200	chc52520002400001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1440	1440	1267.jp2	/chc5252/image/1267.jp2
Women posing around garden arch						Gardens; Photography of women	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 19			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000690001001	4/6/2011				image/tiff	131289916 Bytes	10262	4264	4034551248	RGB	8	2400	chc52520000690001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1441	1441	1506.jp2	/chc5252/image/1506.jp2
Gap of the Yumuri in Matanzas		Barnard, George N., 1819-1902			Written on verso: "Scenes in Cuba - Vistas Cubanas, No. 155; The Gap of the Yumuri, Matanzas; Quebrada del Yumuri, Matanzas; Published by E. Anthony, 501 Broadway, New York"	Matanzas (Cuba)	Stereographs; Photographs			1860-1870	Matanzas (Cuba)	1 b&w photograph; 8.2 x 17.2 cm.	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Tom Pohrt Photograph Collection	CHC5252		Box No. 3; Folder No. 2; Folder Title: 8 stereo views taken by George Barnard; Folder Date: ca. 1863			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000220001001	4/6/2011				image/tiff	25568412 Bytes	4168	2043	328331476	RGB	8	600	chc52520000220001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1442	1442	1343.jp2	/chc5252/image/1343.jp2
Family standing next to watermelon cart in Havana					Written on slide: "Fruit stand in Havana"	Watermelons; Fruits; Havana (Cuba)	Slides		1940	1940-1950	Havana (Cuba)	1 color slide	eng		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title:  Slides of Havana, 1940			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001780001001	4/6/2011				image/tiff	21199640 Bytes	3202	2205	1170485043	RGB	8	2400	chc52520001780001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1443	1443	1370.jp2	/chc5252/image/1370.jp2
Cachita subiendo la loma	Cachita climbing a hill					Fortification; Havana (Cuba)	Stereographs; Glass negatives		1921	1920-1930	Havana (Cuba)	1 glass negative; 6 x 13 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 51			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002630001001	4/6/2011				image/tiff	108047236 Bytes	6204	2902	856412623	RGB	16	1200	chc52520002630001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1444	1444	1592.jp2	/chc5252/image/1592.jp2
Horse-drawn carriage tree lined road					Written on glass: "Calzada de Güines"	Carriages & coaches; Horses; Horse-drawn vehicles; Güines (Cuba)	Stereographs; Glass negatives				Güines (Cuba)	1 glass negative; 4.5 x 10.5 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 58			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001080001001	4/6/2011				image/tiff	134702412 Bytes	10304	4357	2078410750	RGB	8	2400	chc52520001080001001.tif		2011-04-21	2011-04-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1445	1445	1265.jp2	/chc5252/image/1265.jp2
Woman picking flowers						Photography of women; Flowers	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 45			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001650001001	4/6/2011				image/tiff	132348852 Bytes	10232	4311	603697467	RGB	8	2400	chc52520001650001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1446	1446	1261.jp2	/chc5252/image/1261.jp2
Man with children standing on a bed of leaves						Children; Children -- Pictorial works; Photography of children; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 37			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000870001001	4/6/2011				image/tiff	131848364 Bytes	10217	4301	3674010516	RGB	8	2400	chc52520000870001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1447	1447	1329.jp2	/chc5252/image/1329.jp2
Dock at Havana Bay						Havana Bay (Cuba); Docks; Havana (Cuba); Boats	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 15			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002270001001	4/6/2011				image/tiff	106484068 Bytes	6161	2880	2802639543	RGB	16	1200	chc52520002270001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1448	1448	1366.jp2	/chc5252/image/1366.jp2
Remains of La Muralla de La Habana (Walls of Havana)					Written on glass: "Una reliquia, La Habana"	Brick walls; Fortification; Ruins; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 48			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002600001001	4/6/2011				image/tiff	106917804 Bytes	6186	2880	2171367992	RGB	16	1200	chc52520002600001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1449	1449	1384.jp2	/chc5252/image/1384.jp2
Visitors in a cave		Fredricks, Charles DeForest, 1823-1894			Written on verso: "C.D.Fredericks & Co. Calle de la Habana 108, Habana; New York, 587 Broadway; Paris Pas du Havre 31"	Caves	Cartes de visite				Cuba	1 b&w photograph; 6.5 x 10.5 cm.	eng		University of Miami Libraries. Cuban Heritage Collection.	Tom Pohrt Photograph Collection	CHC5252		Box No. 3; Folder No. 3; Folder Title: 4 CDV size photos; Folder Date: n.d.			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000310001001	4/6/2011				image/tiff	11921316 Bytes	2544	1559	2326415778	RGB	8	600	chc52520000310001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1450	1450	1292.jp2	/chc5252/image/1292.jp2
Stream seen between two trees						Trees; Rivers	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 14			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000640001001	4/6/2011				image/tiff	129919588 Bytes	10222	4236	270618322	RGB	8	2400	chc52520000640001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1451	1451	1571.jp2	/chc5252/image/1571.jp2
Palm trees and creek						Palms; Rivers	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 28			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000780001001	4/6/2011				image/tiff	131839964 Bytes	10171	4320	2781721070	RGB	8	2400	chc52520000780001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1452	1452	1270.jp2	/chc5252/image/1270.jp2
Sailors on ship and on small USS Denver boat						Sailors; Boats and boating -- Cuba; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 27			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000770001001	4/6/2011				image/tiff	134129616 Bytes	10234	4368	386715189	RGB	8	2400	chc52520000770001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1453	1453	1580.jp2	/chc5252/image/1580.jp2
Palacio Presidencial seen from Cuarteles street and Iglesia del Santo Angel Custodio at Compostela street, Havana	Presidential Palace seen from Cuarteles street and Church of the Holy Guardian Angel at Compostela street, Havana					Presidential Palace (Havana, Cuba); Catholic church buildings; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 50			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002620001001	4/6/2011				image/tiff	108097660 Bytes	6192	2909	1222888225	RGB	16	1200	chc52520002620001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1454	1454	1390.jp2	/chc5252/image/1390.jp2
Dock at Havana Bay						Havana Bay (Cuba); Docks; Boats	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 16			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002280001001	4/6/2011				image/tiff	106614544 Bytes	6160	2884	909064675	RGB	16	1200	chc52520002280001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1455	1455	1306.jp2	/chc5252/image/1306.jp2
Woman with seven children standing by a tree						Children; Photography of women	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 22			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001420001001	4/6/2011				image/tiff	132528880 Bytes	10229	4318	3720436183	RGB	8	2400	chc52520001420001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1456	1456	1304.jp2	/chc5252/image/1304.jp2
Monserrate Gate with the Tacon Theatre in the background		Barnard, George N., 1819-1902			Written on verso: "Scenes in Cuba - Vistas Cubanas, No. 141; The Puerta de Monserrate, with the Tacon Theatre in the background, Havana; Puerta de Monserrate, con el Teatro Tacon en la distancia, Habana; Published by E. & H. T. Anthony & Co. American & Foreign Stereoscopic Emporium, 501 Broadway, New York"	Theaters; Cuba -- Buildings, structures, etc.; Havana (Cuba)	Stereographs; Photographs		1863	1860-1870	Havana (Cuba)	1 b&w photograph; 8.7 x 17.5 cm.	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Tom Pohrt Photograph Collection	CHC5252		Box No. 3; Folder No. 1; Folder Title: 8 stereo views taken by George Barnard; Folder Date: ca. 1863			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000180001001	4/6/2011				image/tiff	27001284 Bytes	4250	2116	1978522027	RGB	8	600	chc52520000180001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1457	1457	1360.jp2	/chc5252/image/1360.jp2
Union case with daguerreotype of man wearing a frock coat and bow tie						Daguerreotype; Portrait photography	Portrait photographs; Daguerreotypes; Union cases			1840-1850	Cuba	1 b&w photograph: daguerreotype; 12 x 9.5 cm			University of Miami Libraries. Cuban Heritage Collection.	Tom Pohrt Photograph Collection	CHC5252		Box No. 4			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000020001001	4/6/2011				image/tiff	20353780 Bytes	2348	2886	322180102	RGB	8	600	chc52520000020001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1458	1458	1368.jp2	/chc5252/image/1368.jp2
View of Havana from hill						Panoramic views; Dwellings; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 55			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002670001001	4/6/2011				image/tiff	107125364 Bytes	6166	2895	399860476	RGB	16	1200	chc52520002670001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1459	1459	1302.jp2	/chc5252/image/1302.jp2
Men at outdoor party					Written on glass: "Rumba Ostur"	Country life; Parties; Cuba; Rumba (Dance)	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 34			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003010001001	4/6/2011				image/tiff	68090424 Bytes	5124	2214	2199829186	RGB	16	1200	chc52520003010001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1460	1460	1474.jp2	/chc5252/image/1474.jp2
