Title	Watch Video	Speaker	Host	Summary	Subjects	Publisher	Date	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Program	Rights	Copyright	Digital ID	Format	Type	Source	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Sasenarine Persaud reads "Artwork of Kali" (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P04_06_artworkofkali.rm	Persaud, Sasenarine		Guyana-born Canadian poet Sasenarine Persaud reads "Art Work of Kali." Kali is the Hindu mother-goddess who is often shown as having a tongue metaphorically representing both speech and sex.	Caribbean literature; Literature video; Guyanese poetry; Kali (Hindu deity) -- Poetry; Goddesses -- Poetry; Tongue -- Poetry	University of Miami English Department	1995	2 min 58 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 4. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P04_06_artworkofkali.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1267	1267	1284.jpg	/cwsi/image/1284.jpg
Mervyn Morris reads poems about time and death (1994)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1994/1994_P04_06_poemset4.rm	Morris, Mervyn	Kaplan, Mitchell	Mervyn Morris reads his poetry: "Hey, Ref!” (“thought about in the context of O. J. Simpson”), "Pre-Carnival Party,” "Terminal,” "The Day My Father Died,” "Hunting,” "Nature Study 1,” "Nature Study 2,” "A Word,” "Farewell Function,” "Springe,” and "Recreation." Books & Books bookstore owner Mitch Kaplan says a few words at the end.	Caribbean literature; Literature video; Jamaican poetry; Time -- Poetry; Death -- Poetry	University of Miami English Department	1994	9 min 55 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 4. Fiction and poetry readings, 1994		http://merrick.library.miami.edu/digitalprojects/copyright.html	1994_P04_06_poemset4.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1268	1268	1234.jpg	/cwsi/image/1234.jpg
Cyril Dabydeen reads from "Coastland" (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P01_03_poemset1.rm	Dabydeen, Cyril, 1945-		Guyanese-Canadian author Cyril Dabydeen reads from his poetry collection, Coastland: "Ojibway," "Taurus," "Train," and "Green Land." He tells an anecdote about planting trees in Ontario (Canada).	Dabydeen, Cyril, 1945-; Caribbean literature; Literature video; Canadian poetry -- West Indian authors; Ojibwa Indians -- Poetry; Bulls -- Poetry; Fathers -- Poetry; Jungles -- Poetry	University of Miami English Department	1996	7 min 32 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 1. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P01_03_poemset1.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1269	1269	1343.jpg	/cwsi/image/1343.jpg
Basil Paquet reads from Sea of Lentils (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P08_03_sealentilseng.rm	Paquet, Basil T., 1944-		Basil Paquet reads three passages from the novel Sea of Lentils by Cuban author Antonio Benitez Rojo.	Caribbean literature; Literature video; Cuban literature; Colonization -- Fiction	University of Miami English Department	1995	18 min 27 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 8. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P08_03_sealentilseng.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1270	1270	1310.jpg	/cwsi/image/1310.jpg
Marina Taitt reads her poetry (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_R06_taitt.rm	Taitt, Marina		Guyanese author Marina Taitt reads "The Indian In Me," "Home Ground," "Another Paradox," "Oyaz Song," and four untitled poems, to musical accompaniment (drums).	Caribbean literature; Literature video; Guyanese poetry	University of Miami English Department	1991	16 min 57 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 25. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_R06_taitt.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1271	1271	1155.jpg	/cwsi/image/1155.jpg
Andrea Shaw reads "The Strength of Anthuriums" (1994)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1994/1994_P10_08_shaw.rm	Shaw, Andrea		University of Miami English Department research assistant Andrea Shaw reads "The Strength of Anthuriums," about a girl growing up in Jamaica and learning that her emigrant mother is returning.	Caribbean literature; Literature video; Jamaican fiction	University of Miami English Department	1994	11 min 48 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 10. Fiction and poetry readings, 1994		http://merrick.library.miami.edu/digitalprojects/copyright.html	1994_P10_08_shaw.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1272	1272	1261.jpg	/cwsi/image/1261.jpg
Imani Um Nommo writers introduced (1993)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1993/1993_P02_01_introduction.rm	Tinny, Wallace	Solomon, Mervyn	Mervyn Solomon welcomes the CWSI participants. Wallace Tinny introduces three poets from the Imani Um Nommo Writers Workshop: poet Cin D Quashie (of St. Kitts), poet and English teacher Naana Banyiwa Horne (of Ghana), and Malachi Smith (rap and dub poet of Jamaica).	Quashie, Cin D; Horne, Naana Banyiwa; Smith, Malachi D. Sankey; Women authors, Jamaican; Authors, Ghanaian; Authors, Jamaican; Caribbean literature; Literature video; Caribbean poetry	University of Miami English Department	1993	3 min 26 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 6. Fiction and poetry readings, 1993		http://merrick.library.miami.edu/digitalprojects/copyright.html	1993_P02_01_introduction.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1273	1273	1193.jpg	/cwsi/image/1193.jpg
George Lamming reads from In the Castle of My Skin (1993)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1993/1993_R02_02_castle1.rm	Lamming, George, 1927-	Solomon, Mervyn	Barbadian writer George Lamming, at Books & Books bookstore in Coral Gables, Florida, reads from his novel, In the Castle of My Skin, an autobiographical novel about a boy growing up on a small, underdeveloped Caribbean island.	Caribbean literature; Literature video; Barbadian literature; Autobiographical fiction; Boys -- Fiction	University of Miami English Department	1993	82 min 18 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 2. Fiction and poetry readings, 1993		http://merrick.library.miami.edu/digitalprojects/copyright.html	1993_R02_02_castle1.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1274	1274	1209.jpg	/cwsi/image/1209.jpg
Eileen Marshall reads fiction (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P11_05_marshall.rm	Marshall, Eileen		Jamaican librarian Eileen Marshall, Education Officer in the Ministry of Education in Jamaica, reads from a work in progress. The narrator describes walking through a grove of trees.	Caribbean literature; Literature video; Jamaican fiction; Trees -- Fiction	University of Miami English Department	1991	3 min 03 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 11. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P11_05_marshall.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1275	1275	1124.jpg	/cwsi/image/1124.jpg
Felix Morisseau-Leroy reads Creole poetry (1994)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1994/1994_P05_05_poemscreole.rm	Morisseau-Leroy, Felix, 1912-		Haitian author Felix Morisseau reads two poems in Creole, then gives a rough translation in English. At the end, members of the audience jokingly call out some questions in Haitian Creole, and Morisseau-Leroy laughs and replies.	Caribbean literature; Literature video; Haitian poetry (French Creole); Humorous poetry; Wit and humor	University of Miami English Department	1994	9 min 54 sec, sound, color	Haitian creole	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 5. Fiction and poetry readings, 1994		http://merrick.library.miami.edu/digitalprojects/copyright.html	1994_P05_05_poemscreole.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1276	1276	1239.jpg	/cwsi/image/1239.jpg
Olive Senior reads "Do Angels Wear Brassieres?" (1993)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1993/1993_R03_07_angels.rm	Senior, Olive		Jamaican writer Olive Senior reads an excerpt from a story, "Summer Lightning": "Do Angels Wear Brassieres?" It's a story about a little girl who asks a lot of questions at her aunt's house, a milieu where it is a rule of child-rearing that children should be seen and not heard. The scene occurs when the most important event in Auntie Mary’s life is about to take place. The program concludes with credits for the organizers of the program.	Caribbean literature; Literature video; Jamaican fiction; Humorous fiction; Wit and humor in literature; Girls -- Conduct of life -- Fiction; Poor girls -- Fiction; House cleaning -- Fiction; Aunts -- Fiction; Deacons -- Fiction; Bible -- Examinations, questions, etc -- Fiction	University of Miami English Department	1993	10 min 49 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 3. Fiction and poetry readings, 1993		http://merrick.library.miami.edu/digitalprojects/copyright.html	1993_R03_07_angels.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1277	1277	1216.jpg	/cwsi/image/1216.jpg
Adrian Castro reads two poems (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P03_04_castro2.rm	Castro, Adrian, 1967-		Adrian Castro, translator and poet born in Miami of Cuban and Dominican heritage, reads his poetry: "Courage" and "Before Becoming a Wise Fish."	Caribbean literature; Literature video; Caribbean poetry	University of Miami English Department	1996	7 min 19 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 3. Poetry and fiction readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P03_04_castro2.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1278	1278	1352.jpg	/cwsi/image/1352.jpg
Opal Palmer Adisa reads "My First Lesson in Sex" (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P02_06_mylesson.rm	Adisa, Opal Palmer, 1954-		Jamaican author Opal Palmer Adisa reads "My First Lesson in Sex." A young girl plays with her best friend, George. The day he tries to show her what “big men and women do in bed” they both get into trouble, though she doesn’t understand what the big deal is.	Caribbean literature; Literature video; Jamaican fiction; Children -- Fiction; Children -- Sexual behavior -- Fiction	University of Miami English Department	1995	12 min 02 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 2. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P02_06_mylesson.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1279	1279	1272.jpg	/cwsi/image/1272.jpg
Kamau Brathwaite reads two poems (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P15_02_brathwaite.rm	Brathwaite, Kamau, 1930-		Barbadian author Kamau Brathwaite reads his poems "Making of the Drum" and "The Gong-Gong."	Caribbean literature; Literature video; Barbadian poetry; Musical instrument makers -- Poetry; Drums -- Poetry; Gong music -- Poetry	University of Miami English Department	1991	3 min 55 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 15. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P15_02_brathwaite.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1280	1280	1137.jpg	/cwsi/image/1137.jpg
Olive Senior reads poems from Gardening in the Tropics (1993)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1993/1993_R03_03_gardening2.rm	Senior, Olive		Jamaican writer Olive Senior reads poems from her book, Gardening in the Tropics: "Brief Lives,” "My Father's Blue Plantation,” "The Knot Garden,” "The Colors of Birds” (which is also about human skin color), and "Tropic Love.”	Caribbean literature;Literature video;Jamaican poetry;Gardening -- Poetry;Cemeteries -- Poetry;Political poetry;Mythology -- Poetry;Birds -- Poetry;Colors -- Poetry;Humorous poetry	University of Miami English Department	1993	11 min 13 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 3. Fiction and poetry readings, 1993		http://merrick.library.miami.edu/digitalprojects/copyright.html	1993_R03_03_gardening2.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1281	1281	1212.jpg	/cwsi/image/1212.jpg
Susan Brown reads her poetry (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P08_10_brown.rm	Brown, Susan		Susan Brown, poet of Coral Gables, Florida (originally from Frederiksted, St. Croix), reads "Quick Stick," "Kinds of Love," "In the Bush of Butler Bay," "Wild Thing" (which on the video is read twice, the second time on another stage), and "The Fable of the Thinking Land Crab."	Caribbean literature; Literature video; Love poetry; Cows -- Poetry; War poetry; Wild flowers -- Poetry; Humorous poetry; Crabs -- Poetry	University of Miami English Department	1996	10 min 26 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 8. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P08_10_brown.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1282	1282	1370.jpg	/cwsi/image/1370.jpg
Derrilyn Morrison reads her poetry (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P09_03_morrison.rm	Morrison, Derrilyn		Derrilyn Morrison, an assistant lecturer at the University of the West Indies in Jamaica, reads her poetry: a series of untitled poems, "City Girl," more untitled poems, and "Oceans Away."	Jamaican poetry; Caribbean literature; Literature video; Dialect poetry; Women -- Poetry; Poets -- Poetry; Man-woman relationships -- Poetry; Love poetry; Telephone calls -- Poetry	University of Miami English Department	1996	7 min 03 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 9. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P09_03_morrison.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1283	1283	1375.jpg	/cwsi/image/1375.jpg
Earl Lovelace reads from The Dragon Can’t Dance (1992)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1992/1992_R02_02_dragonprologue.rm	Lovelace, Earl, 1935-		Trinidadian novelist Earl Lovelace reads the prologue from his novel, The Dragons Can't Dance. It describes The Hill, a shack community near Port-of-Spain, Trinidad, where the people have little to do except look forward to Carnival, which for two days a year allows them to forget their poverty.	Caribbean literature; Literature video; Trinidadian and Tobagonian literature; Poverty -- Trinidad and Tobago -- Fiction	University of Miami English Department	1992	6 min 13 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 2. Readings in Caribbean literature, 1992		http://merrick.library.miami.edu/digitalprojects/copyright.html	1992_R02_02_dragonprologue.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1284	1284	1168.jpg	/cwsi/image/1168.jpg
Erna Brodber reads the Prologue of her novel Louisiana (1993)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1993/1993_R04_02_laprologue.rm	Brodber, Erna		Jamaican writer Erna Brodber reads the Prologue of her novel Louisiana, which describes a manuscript received by a press that publishes works by black women.	Caribbean literature; Literature video; Jamaican fiction; African American women -- Fiction; African American women -- Psychic ability -- Fiction; Archival materials -- Publishing -- Fiction; Historical fiction	University of Miami English Department	1993	7 min 32 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 4. Fiction and poetry readings, 1993		http://merrick.library.miami.edu/digitalprojects/copyright.html	1993_R04_02_laprologue.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1285	1285	1217.jpg	/cwsi/image/1217.jpg
Opal Palmer Adisa reads "A Song for Haiti" (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P02_02_haiti.rm	Adisa, Opal Palmer, 1954-		Jamaican author Opal Palmer Adisa reads her poem in progress, "A Song for Haiti."	Caribbean literature; Literature video; African diaspora -- Poetry; Water -- Poetry; Jamaican poetry	University of Miami English Department	1995	6 min 35 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 2. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P02_02_haiti.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1286	1286	1268.jpg	/cwsi/image/1268.jpg
Kezia Page reads her poetry (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P13_08_page.rm	Page, Kezia Ann	Solomon, Mervyn	Mervyn Solomon introduces Jamaican writer Kezia Page, who reads her poetry: "I Let Him," "Poetry Muma," "Washing Machine Woman," "For Any Woman Who Not Want a Man," Untitled Poem, "Queen G and the Poets of the Table: a Deconstruction of Arthur and His Lot," and "Mama's Story."	Page, Kezia Ann; Caribbean literature; Literature video; Jamaican poetry; Man-woman relationships -- Poetry; Dialect poetry; Humorous poetry; Women -- Poetry; Guenevere, Queen (Legendary character) -- Poetry; Authors, Jamaican	University of Miami English Department	1995	8 min 40 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 13. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P13_08_page.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1287	1287	1340.jpg	/cwsi/image/1340.jpg
David Dabydeen reads from "Disappearance" (1994)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1994/1994_P09_04_disappearance.rm	Dabydeen, David		David Dabydeen reads two passages from his novel Disappearance. The setting is Hastings, an English village whose cliffs are crumbling into the sea. A 35-year-old Afro-Guyanese engineer, a serious, contemplative man, boards for six months in the house of a fiery, elderly Englishwoman. Dabydeen humorously refers to the story as his "idea of Caliban having a go with Prospero’s wife rather than Miranda."	Caribbean literature; Literature video; West Indians -- England -- Fiction; Immigrants -- Fiction; Country life -- Fiction; Young men -- Fiction; Villages -- Fiction; Race relations -- Fiction	University of Miami English Department	1994	19 min 45 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 9. Fiction and poetry readings, 1994		http://merrick.library.miami.edu/digitalprojects/copyright.html	1994_P09_04_disappearance.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1288	1288	1253.jpg	/cwsi/image/1253.jpg
Beatrice Gardiner reads her poetry (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P13_07_gardiner.rm	Gardiner, Beatrice I.	Solomon, Mervyn	Mervyn Solomon introduces Bahamian poet Beatrice Gardiner, who reads her poetry: "The Artist," "A Woman's Voice," "The Shooting," "Executives," "The Door is a Gentlemen," "The Naked Moon," "Plastic Immortality," "I Am Woman," "The Dreadlocks Waiter," "In the Faces of Countries," and "Empty Slate."	Gardiner, Beatrice I.; Caribbean literature; Literature video; Women -- Poetry; Firearms and crime -- Poetry; Drive-by shootings -- Poetry; Victims of violent crimes -- Poetry; Executives -- Poetry; Doors -- Poetry; Mantras -- Poetry; Plastics -- Poetry; Waiters -- Poetry; War poetry; Bus lines -- Ridership -- Poetry	University of Miami English Department	1995	7 min 19 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 13. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P13_07_gardiner.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1289	1289	1339.jpg	/cwsi/image/1339.jpg
Faye Harrison reads "Visitors" (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P12_06_harrison.rm	Harrison, Faye	Solomon, Mervyn	Mervyn Solomon introduces Jamaican writer Faye Harrison, who reads from a children's story in progress called "Visitors." Some Jamaican children discover friendly extraterrestrial visitors who believe they have landed in America. Comedy results when the aliens are surprised by the Afro-Jamaican patois.	Harrison, Faye; Caribbean literature; Literature video; Children's stories; Science fiction; English language -- Dialects –- Jamaica -- Fiction; Children -- Fiction; Human-alien encounters -- Fiction; Authors, Jamaican	University of Miami English Department	1995	14 min 56 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 12. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P12_06_harrison.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1290	1290	1330.jpg	/cwsi/image/1330.jpg
Mervyn Morris reads poems about self and death (1992)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1992/1992_R03_05_poemset4.rm	Morris, Mervyn		Jamaican poet Mervyn Morris reads "poems about self-absorption": "The Forest," "Journey Into The Interior," "Cave," "The Pond," "Legion." He follows with poetry about the passing of time and about death: "The Day My Father Died," "Pre-Carnival Party," "My Rodney Poem," "Terminal," "Last Laugh," "Departure Launch," "Checking Out," and "Walk Good."	Rodney, Walter -- Poetry; Caribbean literature; Literature video; Jamaican poetry; Self (Philosophy) -- Poetry; Death -- Poetry	University of Miami English Department	1992	13 min 02 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 3. Readings in Caribbean literature, 1992		http://merrick.library.miami.edu/digitalprojects/copyright.html	1992_R03_05_poemset4.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1291	1291	1176.jpg	/cwsi/image/1176.jpg
Malachi Smith reads his poetry (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P11_08_smith.rm	Smith, Malachi D. Sankey	Paquet, Sandra Pouchet; Lovelace, Earl, 1935-	Jamaican dub poet Malachi Smith reads his poems "Psalm of Silk" (a song in homage to Peter Tosh) and "Driver." He performs a version of a poem from his CD, Throw Two Punch, with the refrain "Threw a Two Punch." Earl Lovelace and Sandra Paquet conclude the program.	Tosh, Peter -- Poetry; Caribbean literature; Literature video; Jamaican poetry; Jamaican fiction; Fathers -- Poetry; Mothers -- Poetry; Abusive men -- Poetry; Hand-to-hand fighting -- Poetry	University of Miami English Department	1996	16 min 34 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 11. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P11_08_smith.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1292	1292	1392.jpg	/cwsi/image/1392.jpg
Erna Brodber reads from Myal (1993)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1993/1993_R04_07_myal2.rm	Brodber, Erna		Jamaican writer Erna Brodber reads a second excerpt from her novel Myal, which she has described as an "exploration of the links between the way of life forged by the people of two points of the black diaspora -- the Afro-Americans and the Afro-Jamaicans." Myal, featuring a mulatta, is a story of women's cultural and spiritual struggle in colonial Jamaica, and was the winner of the 1989 Commonwealth Writers' Prize for the Caribbean and Canadian region.	Caribbean literature; Literature video; Jamaican fiction; Historical fiction; Dialect literature; Clergy -- Fiction; Supernatural -- Fiction; Racially mixed people -- Fiction	University of Miami English Department	1993	19 min 53 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 4. Fiction and poetry readings, 1993		http://merrick.library.miami.edu/digitalprojects/copyright.html	1993_R04_07_myal2.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1293	1293	1222.jpg	/cwsi/image/1222.jpg
