Title	Translated Title	Variant Title	Uniform Title	Creator	Contributor	Summary	Note	Subject	Genre	Publisher	Date	Time Period	Geographic Subject	Geo Point	Geo Box	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	IBISWEB Link	Call No.	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Digital ID	Upload ID	Full Text	Type	Format	Date Digital	Original Source	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 47																																	asc9999000045	asc99990000450047001		RECREATIONAL FACILITIES OF GREATER MIAMI  Walter Scott Bigelow  Educational Director of Miami Realty Board  Miami has justly earned the title of "The Sportsman's Paradise." This title applies for  every month of the year, for in Miami "the month of June seems never gone."  Nature has richly endowed the Miami area with a surpassing climate, the bathing beaches  of the Atlantic Ocean and beautiful Bay Biscayne, all of which combined with the luxuriant  foliage of the semi-tropics makes life in the great out-of-doors of South Florida one of unusual charm and delight.  There is scarcely a sport in the long list of open air recreation that is not to be found in  or around Miami, excepting those needing snow or ice.  Check any one of the following list and the sportsman can come to Miami and enjoy life  to his heart's content:  Ocean bathing, yachting, boating, fishing, golfing, tennis, bowling on the green, shuffie  board, horse shoe pitching, motoring, aviation, night clubs, dancing, dining, horse races, dog  races and Jai Alai.  A good sized book could be written in describing the various interesting and important  features in connection with each sport on the above list. Millions of dollars have been spent  on club houses, grounds and equipment which rival or surpass anything to be found throughout the entire United States. These include yacht clubs, golf clubs, surf clubs, cabana colonies,  angler's clubs, playing fields for night playing of tennis, diamond ball, football under electric  flood lights and magnificent open air Spanish dancing casinos with famous broadcasting orchestras which in themselves have become Miami institutions of far flung fame.  Summed up, those who guide and direct the public affairs in Greater Miami look forward  with confidence to the time when the Miami area will be recognized as the outstanding recreation center of the entire world.  Page Forty-five 	Text	image/tiff						108806613 Bytes	5109	7099	1334475042	RGB	8	600	asc99990000450047001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1553	1553	1554.jp2	/pamphlets/image/1554.jp2
Page 48																																	asc9999000045	asc99990000450048001		BISCAYNE RIVER FRONTAGE  OF WATER  COURT VILLA,   SUNNY ISLES  LOOKING  NORTH  EAST  FROM   SOUTH  PAVILION   FAIRYLAND   ISLAND,  SUNNY ISLES CASINO ON OCEAN FRONT SHOWS IN CENTER BACKGROUND.  (  h  i  f  llfeyLk; &gt;:mlmi  TWIN PAVILIONS AND  CORAL ROCK BRIDGES.     FAIRYLAND AND ATLANTIC    ISLANDS, SUNNY ISLES.  Page Forty-six 	Text	image/tiff						107528793 Bytes	5049	7099	3963225688	RGB	8	600	asc99990000450048001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1554	1554	1555.jp2	/pamphlets/image/1555.jp2
Page 49																																	asc9999000045	asc99990000450049001		■?—?—rr—¥—?  y}647i£^Jm^?i  OC£AN     V/£YY   SUBD.  •i\  ^cea o    \4& \*s  \&lt;*!   1   &gt;«&gt;'   I 100'    I   loo'  I «*/   I  too—Lisa Lisa I  'ga I ^   I   !«' I   lw'   1  Sunny   Jsles   Oc&on 3&ach   3oul&\sarcJ.  Sunny  Is lev  3£&u  ^PALM-WAtE.  "SUNNY'.,_&lt;__  NOQTH^MIAMl^SSchtfFLA  Afe*  5  • ^U   -z'1';/"1' X * A 4. X       '    X *. X A X X X X X x X j. X i. X 1 X  ;g?A3fe/7 /s/QOo/s Qr?cy Zo/ ownership os s^ov~/? h&lt;*rGor&gt;. . 9*     ■       ^V-^ 500ft.  Vjl  ft 	Text	image/tiff						108806613 Bytes	5109	7099	2717338241	RGB	8	600	asc99990000450049001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1555	1555	1556.jp2	/pamphlets/image/1556.jp2
Page 50																																	asc9999000045	asc99990000450050001		PHOTOGRAPH COURTESY EXOTIC GARDENS  ONE VIEW OF THE GROUNDS AND BUILDING OF THE MAGNIFICENT  INDIAN CREEK GOLF CLUB  PHOTOGRAPH COURTESY EXOTIC GARDENS  THE INDIAN CREEK GOLF CLUB BUILDING WITH ITS  SITE, IS  ON A MAN  CREATED ELEVATION    THE  GROUNDS  ARE  ROLLING AND  BEAUTIFULLY LANDSCAPED.    LANDSCAPING BY  EXOTIC   GARDENS.  Page Forty-eight 	Text	image/tiff						108806613 Bytes	5109	7099	1972633688	RGB	8	600	asc99990000450050001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1556	1556	1557.jp2	/pamphlets/image/1557.jp2
Page 51																																	asc9999000045	asc99990000450051001		ONE  OF THE BEAUTIFUL NEW HOMES ERECTED  ON THE  OCEAN FRONT  mmmmft??-wmm ??'"??  AN ATTRACTIVE  STAIRCASE IN THE ABOVE HOME.  ORNAMENTAL   IRON   AND   BRONZE   STAIR   RAIL   EXECUTED   BY  THE G. M. DYKES IRON WORKS OF MIAMI.  Page Forty-nine 	Text	image/tiff						108806613 Bytes	5109	7099	1165668260	RGB	8	600	asc99990000450051001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1557	1557	1558.jp2	/pamphlets/image/1558.jp2
Page 52																																	asc9999000045	asc99990000450052001		DIEGAARD    &   PKESTOJT,    BUII/DEHS  THE WATER FRONT HOME  OF  RICHARD  II.   GRANT  PRESIDENT OF  CHEVROLET AUTOMOBILE! COMPANY  TILE   BY   MIAMI   TILE   &   MARBLE   CO.  ATTRACTIVE COURT YARD OF JOHN A. MCCARTHY'S MIAMI BEACH HOME  Page Fifty 	Text	image/tiff						108806613 Bytes	5109	7099	1882516049	RGB	8	600	asc99990000450052001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1558	1558	1559.jp2	/pamphlets/image/1559.jp2
Page 53																																	asc9999000045	asc99990000450053001		AUGUST  GEIGER,  Architect  OCEAN FRONT WINTER RESIDENCE OF JOHN B.  FORD  OF DETROIT.  PHOTOGRAPH TAKEN  SHORTLY AFTER   COMPLETION.  TREES   AND    SHRUBBERY   HAVE   GROWN   LUXURIANTLY    SINCE.  PINE TREE DRIVE ENTRANCE TO THE BEAUTIFUL  GROUNDS  AND  BOAT  LANDING OF MARK C. HONEYWELL ON INDIAN CREEK.  Page Fifty-one 	Text	image/tiff						108806613 Bytes	5109	7099	3655804776	RGB	8	600	asc99990000450053001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1559	1559	1560.jp2	/pamphlets/image/1560.jp2
Page 54																																	asc9999000045	asc99990000450054001		THE   ST.   JOHN   COMPANY,   INC,   GENERAL   CONTRACTORS  TILE   BY   MIAMI   TILE   &   MARBLE   CO.  EGBERTH H. GOLD ESTATE ON THE OCEAN FRONT  HOME  OF CALL G. FISHER  ON BISCAYNE  BAY AND  SURPRISE  WATERWAY  Page Fifty two 	Text	image/tiff						105053613 Bytes	4989	7019	1796213163	RGB	8	600	asc99990000450054001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1560	1560	1561.jp2	/pamphlets/image/1561.jp2
Page 55																																	asc9999000045	asc99990000450055001		La Gorge, pine Tree and ocean Front Districts of Miami beach  Deauville Bungalows  GULF STREAM API.  ' C*SlHQ  W. H. Gold Est.  W. H. Noll  ~H. T. Archibald  NAUTILUS  DISTRICT  R. Francis  McCulloch  M. Griffin 	Text	image/tiff						109658493 Bytes	5149	7099	3044702471	RGB	8	600	asc99990000450055001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1561	1561	1562.jp2	/pamphlets/image/1562.jp2
Page 56																																	asc9999000045	asc99990000450056001		s  AN  AERIAL  VIEW  SHOWING  HOME  OF  WILLIAM  FRANCIS WHITMAN ON THE OCEAN FRONT  MATLACK PHOTOGRAPH FROM GOODYEAR BLIMP  INDIAN   CREEK   APARTMENTS   BEING   COMPLETED  FOR  1932   SEASON  Mead Construction Company, Builders  ..:•:• ■-'■'     :#  MATLACK PHOTOGRAPH FROM GOODYEAR BLIMP  TILE   BY   MIAMI   TILE   &  MABBtf ^  AN AERIAL VIEW OF THE OCEAN FRONT AT  41st STREET  SHOWING   THE   SEA-SHORE   COURT HOMES  BELONGING TO FRED D. BREIT 	Text	image/tiff						109658493 Bytes	5149	7099	59125205	RGB	8	600	asc99990000450056001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1562	1562	1563.jp2	/pamphlets/image/1563.jp2
Page 57																																	asc9999000045	asc99990000450057001		OF  CLAYTON  SEDGWICK   COOPER  CARLOS    B.    SCHOEP?L,    ARCHITECT  WINTER HOME OF HARVEY S. FIRESTONE  Municipal and Bayshore Golf Course Districts  stilus  DISTRICT  INDIAN)  CRE6K&lt;  DRIVE 2  DIST-   /  Firestone  BRAZ NELL APTS.   2£  Chahoon  CT.  SHORE  Orr  R. Thomas l  A. C. Morse  G. H. Becker &lt;  W. H. Weber  W. Oglesby  A. Von Hagen  L.  Johnson  R. O'Toole  R. Pushee  J. Southerland  NDIAN CREEK A.  W. F. Whitman  E. Smidheiser  BEACH MAISONETTES  APARTMENTS  ANCOAST HOTEL  THOMPSON McKINNON  D. C. Elwood  A. Pancoast  HARRIS UPHAM  -T. J. Pancoast  Mrs. J. Collins  BREAKERS HOTEL  WOFFORD HOTEL  N. B. T. Roney  -RONEY PLAZA HOTEL    *  ROMAN POOLS  & SHOPS  RIVIERA PLAZA  HOTEL APARTMENTS  C. de F. Brunsman  arry Moir  . Seiberling  &lt;W. Horlick  Page Fijly-five 	Text	image/tiff						109232553 Bytes	5129	7099	1022237272	RGB	8	600	asc99990000450057001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1563	1563	1564.jp2	/pamphlets/image/1564.jp2
Page 58																																	asc9999000045	asc99990000450058001		"13  KIC.HMtL'4   EJLLFOTT  AnCHiTfccta  MIAMI   •«»•    FLORIDA  "I'V—'  DIEGAARD    &   PRESTON,   BUILDERS  TILE   BY   MIAMI   TILE   &   MARBLE   CO.  ARCHITECT'S SKETCH OF THE ADDITION TO COLONEL E. H. R. GREEN'S STAR ISLAND RESIDENCE AS CONSTRUCTED LATE IN 1931. THIS ADDITION HAS  ALL POSSIBLE ELECTRICAL EQUIPMENT, A STEAM HEATING SYSTEM AND A REFRIGERATION SYSTEM WITH SEVERAL UNITS IN EACH ROOM. THIS PART  OF   THE   RESIDENCE WAS   NOT  ERECTED   AT   THE   TIME   OF   TAKING   THE  PHOTOGRAPH  AS. SHOWN  ON PAGE  2 6. 	Text	image/tiff						106671867 Bytes	7093	5013	119815414	RGB	8	600	asc99990000450058001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1564	1564	1565.jp2	/pamphlets/image/1565.jp2
Page 59																																	asc9999000045	asc99990000450059001		Lincoln road—Lummus Park—Flamingo hotel—belle Isle and Star island  Fred J. Robinson  P.  R.  Gray  O. J. Mulford  W. Hodges  Harold F. Klock  C. A. Renshaw  SHORE-PARK HOTEL  Val Cleary  THE PIER  M. B. KENNEL CLUE  Page Fifty-seven 	Text	image/tiff						108686013 Bytes	5089	7119	4170813742	RGB	8	600	asc99990000450059001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1565	1565	1566.jp2	/pamphlets/image/1566.jp2
Page 60																																	asc9999000045	asc99990000450060001		HOME OF JORGE B. SANCHEZ OF CUBA LOCATED ON STAR ISLAND  TILE   BY   MIAMI   TILE   &   MARBLE  CO.  55 PALM ISLAND, HOME OF WENDEL ANDREAS, PRESIDENT OF THE NORTHERN BUILDING COMPANY, INC.  Page Fifty-eight 	Text	image/tiff						108686013 Bytes	5089	7119	2351687339	RGB	8	600	asc99990000450060001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1566	1566	1567.jp2	/pamphlets/image/1567.jp2
Page 61																																	asc9999000045	asc99990000450061001		MODEL DOCK AND HOME OF EDWARD R. JONES AT THE WEST END OF PALM ISLAND  R.   D.   WEAKLEY,  ARCHITECT  LODGE AND  GATEWAY OF ESTATE AT EASTERN END  OF HIBISCUS ISLAND  THE  FLAMINGO  HOTEL   ACROSS  THE  WATER  IS   SEEN   ABOVE  THE   GATES  Page Fifty-nine 	Text	image/tiff						107580453 Bytes	5109	7019	3211314000	RGB	8	600	asc99990000450061001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1567	1567	1568.jp2	/pamphlets/image/1568.jp2
Page 62																																	asc9999000045	asc99990000450062001		A AA a A A Ate AA A AA AaK  SiiSiAlSA  AAAAAAAAteKAA:  A^A^iA  lilit.  WINTER HOME ON PALM ISLAND OF THE REVEREND JOSEPH H. DODSHON,    9 27   5th   AVE.,   NEW   YORK   CITY  VIEW OF RESIDENCE TAKEN FROM DOCK  ANOTHER VIEW SHOWING  SWIMMING POOL, TENNIS  COURT AND   SERVANTS QUARTERS AT REAR 	Text	image/tiff						108193533 Bytes	5109	7059	2866341531	RGB	8	600	asc99990000450062001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1568	1568	1569.jp2	/pamphlets/image/1569.jp2
Page 63																																	asc9999000045	asc99990000450063001		AliAliAl  AvvAft mm:. A.;vv&gt;Vftft mm v?mm A/ a^A^A-,'?  ^^S^^S^-^^MMXsiWi-  WINTER HOME ON PALM ISLAND OF THE REVEREND JOSEPH H. DODSHON,    9 27   5th   AVE.,   NEW   YORK   CITY  VIEW OF RESIDENCE TAKEN FROM DOCK  ANOTHER VIEW SHOWING SWIMMING POOL. TENNIS  COURT AND   SERVANTS QUARTERS AT REAR 	Text	image/tiff						108193533 Bytes	5109	7059	3557559369	RGB	8	600	asc99990000450063001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1569	1569	1570.jp2	/pamphlets/image/1570.jp2
Page 64																																	asc9999000045	asc99990000450064001		jl  ui  r  &lt;  I  V  U7  4  -I  lo  &gt;  5  H  JO  .0  r  r  p&gt;  .-&lt;  i  V  Palm and hibiscus islands  ^Edward R. Jones . .  ■.iMs—. DISTRICT   R  D. A. Stearns 	Text	image/tiff						110463513 Bytes	5129	7179	568422124	RGB	8	600	asc99990000450064001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1570	1570	1571.jp2	/pamphlets/image/1571.jp2
Page 65																																	asc9999000045	asc99990000450065001		^3  a  Gfc&gt;  Co  O  ■\\?-yr--;y^M%^-:fM9%§'i.!i  '     ■".. ???    ?? ■":,.■     •  AjA -v-    ,. i A   .      4,  i»n 'AAAAA  :   ; ■ .. 	Text	image/tiff						107339847 Bytes	7053	5073	3531405732	RGB	8	600	asc99990000450065001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1571	1571	1572.jp2	/pamphlets/image/1572.jp2
Page 66																																	asc9999000045	asc99990000450066001		Miami Shores-Shorecrest, Washington Place and Bayshore 	Text	image/tiff						109349553 Bytes	5149	7079	3172784054	RGB	8	600	asc99990000450066001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1572	1572	1573.jp2	/pamphlets/image/1573.jp2
Page 67																																	asc9999000045	asc99990000450067001		CUT COURTESY TROPIC MAGAZINE  A   SPANISH PATIO  OF  RICHNESS   AND  RESTFULNESS  Here is how Mr. Herman J. Jesse, Vice-President of the Miami Realty Board,  describes the Buena Vista-Miramar district:  "This convenient Northeast District offers many advantages to home owners.  Famed Biscayne Boulevard paralleling the Bay at an average distance of four blocks,  provides handy shopping centers, or brings downtown Miami and the Beach within  easy access. Practically all streets extend to the water's edge. Homes along the shore  have unobstructed views across Biscayne Bay to the districts of Beach Bay shores lined  with splendid homes. This Bay frontage is exceptionally desirable for homes or  apartment buildings."  ;V«i»».J  Page Sixty-four 	Text	image/tiff						108731673 Bytes	5149	7039	2375028558	RGB	8	600	asc99990000450067001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1573	1573	1574.jp2	/pamphlets/image/1574.jp2
Page 68																																	asc9999000045	asc99990000450068001		4-^ PAN  Buena Vista-North East-Mi ram ar  t RESIDENTIAL  ^ToNe   ARHj\  NW 3fe5T«  -AMERICAN  mjuMioa.  HIGH  SCHOOL  NW Z9 ST.  NW2&ST.  AlRPORl  NVV  'iO'ST.  BUSINESS  AREAS      I  SHAPED J  - 4-|-M. M. Gardner  A. O. Bliss, Jr. 	Text	image/tiff						108731673 Bytes	5149	7039	3504616543	RGB	8	600	asc99990000450068001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1574	1574	1575.jp2	/pamphlets/image/1575.jp2
Page 69																																	asc9999000045	asc99990000450069001		I  ?  ■i  in  ■I  is  1  ■ ■*-' i£ii%t:'' tl* A SlfJl  IWillift!^'  BBBHPP  ^ •■- ft-'-      .ft- •     ..-.'    .A ....   . ;  i Ii PI U B R B R -' a  !  fl   I   .      «:  *" ft'"    A-  A  lB««fli  *j«l  j*   |a   rr V:  pi  cp *t.  rn Eg  fill  ■iii  wtmgmwrri-  PHINEAS E.  PAIST AND HAROLD  D.   STEWARD,  Architects  MIAMI'S NEW POST OFFICE BUILDING 	Text	image/tiff						106795467 Bytes	7073	5033	2192440697	RGB	8	600	asc99990000450069001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1575	1575	1576.jp2	/pamphlets/image/1576.jp2
Page 70																																	asc9999000045	asc99990000450070001		DOWNTOWN^-BRICKELL AVENUES-POINT VIEW  DISTRICT  V  STREET  UNES  -Aubert Fay  William E. Wright  -Wade Harley  Mrs. J. B. Roache  H. Vernon P. Williams  Frank B. Shutts  Mrs. James H. Collins  Horace Loomis 	Text	image/tiff						109419693 Bytes	5109	7139	3090701855	RGB	8	600	asc99990000450070001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1576	1576	1577.jp2	/pamphlets/image/1577.jp2
Page 71																																	asc9999000045	asc99990000450071001		~e^i? Miami  I  &  &lt; *      ~N      "  -      '   4* - &gt;     :'  ''    *A9^AA"lA'~Alv*--/^&gt; A - «. ' - „  ^-•- . *   A^%,&gt;^a^a;a^ A^ * . -., ^z   „   ,  ... .  ■      •  ^S-A-T"&gt;'   'v ■   ■;'"   -\   a-   '"^   ■  ;;.    . -^tAA.   A  „  v_ ,     ^. .-«*'■'"     ~ -"'..&gt;.,-" ~ ,' * ~ V -"'-'-''' V-- A&gt;, , ^  ' " " &gt;   ■    ^  ,a;AA^' A- --'*    A   : A*  ft.ftsTO««ftsiWli»  ' wA,~\r:       v -        - -.,_&lt; -  -&gt; ** A ^   ;   - ,4t~  ~ A -A~; « "!"K&lt;  AA«§§l^Sli^^  ■ ".  '  .,^A&lt;     ,   - .  -  "PALM COURT"  EDTTHE L. POTTER ESTATE  Ees,desc'»c.f. coombs  op  NEW YORK  CITY 	Text	image/tiff						108679767 Bytes	7113	5093	608331277	RGB	8	600	asc99990000450071001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1577	1577	1578.jp2	/pamphlets/image/1578.jp2
Page 72																																	asc9999000045	asc99990000450072001		Brickell-Cliff-Hammock  CLIFF-  HAMMOCK  DISTRICT  JAMES  DEERING  EST.  "PUNCH BOWLC0)  SH. R.  Howell  M. S. Joyce  VILLA SERENA' ~  1 A  former  home  of   William  I J. Bryan   -E. C. Romfh  H  V  &lt;b  Page Sixty-nine 	Text	image/tiff						111346530 Bytes	5170	7179	3271459047	RGB	8	600	asc99990000450072001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1578	1578	1579.jp2	/pamphlets/image/1579.jp2
Page 73																																	asc9999000045	asc99990000450073001		*«■  M  • mm  ■     «■ ":,?h i      'SP&  m*   . v I       ,,   -v ,,&gt;.  1   I HHMi      . ■  ;-m-  Hhh&HI  ;a% ; i  A, A,  .      •.   AV;  •     •    A  ■■■■r  ■  Afifq^gpi^ *  , - i§I?1»A      - A-' ^, *;  . '     ■•■ .. •■      ■: m .  AERIAL VIEW OF THE JAMES DEERING ESTATE  M'atlack  Photo   from   Goodyear  Blim  IT HAS BEEN SUGGESTED THAT THIS MAGNIFICENT HOME AND ITS   EXTENSIVE   GROUNDS   SHOULD   BE   ACQUIRED   AS   THE   NU-  CLEUS  FOR  THE  GREATER  MIAMI  PAN-AMERICAN  UNIVERSITY    (UNIVERSITY   OF   MIAMI)    WITH   BOTANICAL   GARDENS,   ZOOLOGICAL PARK AND  AVIARY.  THE  ST.   JOHN  COMPANY,  INC.,  GENERAL CONTRACTORS  THE NEW HOME OF CHARLES BOYD OF WISCONSIN OVERLOOKS SOUTH  BAYSHORE DRIVE NEAR  S. W.   22nd AVENUE  Page Seventy 	Text	image/tiff						110105730 Bytes	5170	7099	1970704568	RGB	8	600	asc99990000450073001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1579	1579	1580.jp2	/pamphlets/image/1580.jp2
Page 74																																	asc9999000045	asc99990000450074001		TO TAMPA  SHENANDOAH AND SILVER BLUFF DISTRICTS  I TAMIAMI    TRAIL       1 C S.W- 6^ ST.) |  •* «&lt;  N  ToC0gAlGAB&gt;LES ,  JOSEPH R.PHE,  PUBLIC  SCHOOL  REALTOR—  She  UI  &gt;  &lt;  S  T  CORAL   WAY  fS.W.22H&lt;,Sl)  p U &LI C  SCHOOL  a  A    N    D    0    A     H  Ernest C. Cole  H. A.  ^Fred McKay  T. E. Donovan  ^Chas. Boyd  P. G. Dusenbury  *". E. Rondell  A. Ryan  B. Whitener  &gt;&  -Mrs. Nellie McKibben  "Dr. George N. MacDonnell  rE. C. Stansel  DINNER  KEY 	Text	image/tiff						107769993 Bytes	5089	7059	1336211303	RGB	8	600	asc99990000450074001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1580	1580	1581.jp2	/pamphlets/image/1581.jp2
Page 75																																	asc9999000045	asc99990000450075001		mWlimM?mm^?  ?«^^SS^^S^W^^  AAAAAAaa  PHOTOGRAPH COURTESY MATHESON ESTATE  See map in back of book  A VIEW FROM THE AIR OF MASTHA AND MASTHA HARBOR ON KEY BISCAYNE. THIS IS A  PART OF THE MATHESON ESTATE ON KEY BISCAYNE, COMPRISING 1,700 ACRES WITH A  GROVE OF 35,000 COCONUT PALMS. MIAMI'S SKYLINE SHOWS DIMLY IN UPPER PART OF  PICTURE.  PHOTOGRAPH  COURTESY MATHESON ESTATE  WITHIN MASTHA HARBOR  Page Seventy-two 	Text	image/tiff						109040613 Bytes	5149	7059	1224539743	RGB	8	600	asc99990000450075001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1581	1581	1582.jp2	/pamphlets/image/1582.jp2
Page 76																																	asc9999000045	asc99990000450076001		For map see page 75  LOOKING DOWN ENTRADA CANAL TO BISCAYNE BAT  THE HOME OP HUGH ^MATHESON  WHOSE EXTENSIVE GROUNDS  ADJOIA  EN 1 RAD A AT COCCONUT GROVE  Page Seventy-three 	Text	image/tiff						110105730 Bytes	5170	7099	3370233370	RGB	8	600	asc99990000450076001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1582	1582	1583.jp2	/pamphlets/image/1583.jp2
Page 77																																	asc9999000045	asc99990000450077001		TILE   BY   MIAMI   TILE   &   MARBLE   CO.  "EL JARDIN"  IN   COCONUT   GROVE  -■^a.:.a;;/:\.-:a^  ATTRACTIVE  GREEN HOUSE  WHERE MANY RARE TROPICAL PLANTS ARE PROPAGATED  Page Seventy-four 	Text	image/tiff						110105730 Bytes	5170	7099	935759416	RGB	8	600	asc99990000450077001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1583	1583	1584.jp2	/pamphlets/image/1584.jp2
Page 78																																	asc9999000045	asc99990000450078001		COCONUT GROVE  Page Seventy-five 	Text	image/tiff						110105730 Bytes	5170	7099	3258514200	RGB	8	600	asc99990000450078001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1584	1584	1585.jp2	/pamphlets/image/1585.jp2
Page 79																																	asc9999000045	asc99990000450079001		MIAMI — SUNSHRINE OF AMERICA  Heliotherapy (Sun Bathing) as an Aid to Health and Beauty  By Arthur W. Ellis  Founder of The Miami Solarium  umanity}s first medicine was sunshine. When  primitive Man began to ail, he instinctively  turned to the sun for remedial aid—impelled  by the same inherent law of nature that makes plants  turn their leaves and flowers to follow the sun's daylight orbit across the skies.  The health-giving qualities of sunlight have been  recognized since the very dawn of history. The  medical lore of all ancient civilizations attests its  value. The early tribes of Mexico, Peru and India  worshipped the sun as the source of light and health,  and the Greeks and Romans designed and built their  homes with Solaria, or sun porches, where sun baths  were taken regularly.  While these ancient races realized the curative  value of the sun's rays, they attributed its health-  giving properties to the omnipotent power of the sun  as a deity, and it was only in comparatively recent  years that Heliotherapy was put on a scientific basis.  The modern era began with Finsen of Copenhagen, who, in  1893, found that the invisible ultra-violet rays were the active and  curative components in sunlight, and he was followed by Rollier  and others, who amazed the world with their discoveries.  Careful study revealed many of the mysteries of the healing  miracle of sunshine. It was discovered that ultra-violet ray exposure would increase the number of red blood cells, increase the  bactericidal power of the blood, normalize the mineral content of  the body, improve the eliminative powers of the skin and raise the  general resistance of the organism body against disease.  To the modern worshippers of the Sun, Miami sunshine offers  ultra-violet rays in quantity and intensity not equalled elsewhere and  this city is fast becoming a mecca for visitors from all parts of the  world  who  desire to avail  themselves of its health-building rays.  Modern   Lami's   vviih   .ukkcikv.Quabtz   Bueneks   at   Miami  Solarium   Manufactures   Artificial   Sunlight.  Specially designed   Sun Terrace with  VENTILATED FLOORS, MAKE NUDE SUNbathing comfortable in january or  July. Careful supervision is quite  necessary.  THE MIAMI  SOLARIUM HOTEL  —  SANITARIUM  Florida's First Sun Ray Institution—Located just South of West Flagler St.  at Thirtieth Ave.  Page Seventy-six 	Text	image/tiff						109175130 Bytes	5170	7039	1601044013	RGB	8	600	asc99990000450079001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1585	1585	1586.jp2	/pamphlets/image/1586.jp2
