Title	Translated Title	Creator	Contributor	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Full Text	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1																											asm0656000125						asm06560001250001001	image/tiff	106946988 Bytes	5260	6776	1818655199	RGB	8	600	asm06560001250001001.tif		2012-10-10	2012-10-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/716	716	717.jp2	/asm0656/image/717.jp2
Page 2																											asm0656000125						asm06560001250002001	image/tiff	108754324 Bytes	5327	6804	1921476168	RGB	8	600	asm06560001250002001.tif		2012-10-10	2012-10-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/717	717	718.jp2	/asm0656/image/718.jp2
Page 3																											asm0656000125						asm06560001250003001	image/tiff	101190248 Bytes	5059	6666	3731644055	RGB	8	600	asm06560001250003001.tif		2012-10-10	2012-10-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/718	718	719.jp2	/asm0656/image/719.jp2
Judy Herman, for the ad hoc staff committee memorandum to American Jewish Committee staff, October 16, 1969					References the Vietnam moratorium; also includes resolution and American Jewish Committee staff endorsement	Samet, Seymour, 1912-; American Jewish Committee; Vietnam Moratorium, 1969	Correspondence; Documents		1969-10-16	1960-1970		1 memorandum; 3 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 4; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000125	Text	2012-10-10					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/719	719	720.cpd	/asm0656/image/720.cpd
Page 1																											asm0656000140						asm06560001400001001	image/tiff	105442272 Bytes	5262	6678	216180988	RGB	8	600	asm06560001400001001.tif		2012-10-10	2012-10-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/720	720	721.jp2	/asm0656/image/721.jp2
Page 2																											asm0656000140						asm06560001400002001	image/tiff	107510796 Bytes	5294	6768	3437709726	RGB	8	600	asm06560001400002001.tif		2012-10-10	2012-10-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/721	721	722.jp2	/asm0656/image/722.jp2
Morton W. Ryweck memorandum to Seymour Samet, August 1, 1973		Ryweck, Morton W.			References: Affirmative Action Activities-St. Louis Chapter	Samet, Seymour, 1912-; American Jewish Committee; Affirmative action programs	Correspondence		1973-08-01	1970-1980	St. Louis (Missouri)	1 memorandum; 2 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 6; Folder Title: American Jewish Committee Correspondence; Folder Date: 1972-1974						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000140	Text	2012-10-10					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/722	722	723.cpd	/asm0656/image/723.cpd
Page 1																											asm0656000142						asm06560001420001001	image/tiff	107663344 Bytes	5268	6811	4248280752	RGB	8	600	asm06560001420001001.tif		2012-10-12	2012-10-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/723	723	724.jp2	/asm0656/image/724.jp2
Page 2																											asm0656000142						asm06560001420002001	image/tiff	107312360 Bytes	5244	6820	323143043	RGB	8	600	asm06560001420002001.tif		2012-10-10	2012-10-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/724	724	725.jp2	/asm0656/image/725.jp2
Page 3																											asm0656000142						asm06560001420003001	image/tiff	108982308 Bytes	5313	6836	1806060481	RGB	8	600	asm06560001420003001.tif		2012-10-10	2012-10-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/725	725	726.jp2	/asm0656/image/726.jp2
Page 4																											asm0656000142						asm06560001420004001	image/tiff	108317512 Bytes	5293	6820	2960237821	RGB	8	600	asm06560001420004001.tif		2012-10-10	2012-10-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/726	726	727.jp2	/asm0656/image/727.jp2
Page 5																											asm0656000142						asm06560001420005001	image/tiff	107713684 Bytes	5249	6839	2226202129	RGB	8	600	asm06560001420005001.tif		2012-10-10	2012-10-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/727	727	728.jp2	/asm0656/image/728.jp2
"Corporate Consultation on Operating in Effectively in Today's Social Issues Oriented Environment"					Workshop and program, February 13, 1974; Included is Columbia University Graduate School of Business, Center for Human Relations Concerns of Business invitation consultation and workshop details	Samet, Seymour, 1912-; American Jewish Committee; Social responsibility of business; Intergroup relations; Social action -- United States; Human rights -- United States;  Issues management	Documents; Programs		1974-02-13	1970-1980	New York (New York)	1 program; 5 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 6; Folder Title: American Jewish Committee Correspondence; Folder Date: 1972-1974						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000142	Text	2012-10-10					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/728	728	729.cpd	/asm0656/image/729.cpd
Eleanor W. Ashman memorandum to Seymour Samet, November 10, 1970		Ashman, Eleanor W.				Samet, Seymour, 1912-; American Jewish Committee; Ashman, Eleanor W.	Correspondence		1970-11-10	1970-1980		1 memorandum	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 5; Folder Title: American Jewish Committee Correspondence; Folder Date: 1970-1971						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001340001001	image/tiff	53801636 Bytes	3401	5271	1527912244	RGB	8	600	asm06560001340001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/729	729	730.jp2	/asm0656/image/730.jp2
Kenneth Treister letter to Seymour Samet, March 9, 1972		Treister, Kenneth			Written on Housing Corporation of America stationary	Samet, Seymour, 1912-; American Jewish Committee; Treister, Kenneth; Miami (Florida); Intergroup relations; Social action -- United States	Correspondence		1972-03-09	1970-1980	New York (New York)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 6; Folder Title: American Jewish Committee Correspondence; Folder Date: 1972-1974						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001380001001	image/tiff	105891048 Bytes	5254	6717	1099020291	RGB	8	600	asm06560001380001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/730	730	731.jp2	/asm0656/image/731.jp2
Robert P. Forman letter to Seymour Samet, October 22, 1964		Forman, Robert P.			Robert Forman, Assistant Executive Director of Greater Miami Jewish Federation	Samet, Seymour, 1912-; American Jewish Committee; Forman, Robert; Greater Miami Jewish Federation	Correspondence		1964-10-22	1960-1970	Miami (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 3; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001110001001	image/tiff	107833270 Bytes	5281	6805	667602606	RGB	8	600	asm06560001110001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/731	731	732.jp2	/asm0656/image/732.jp2
Eleanor Katz memorandum to American Jewish Committee staff, September 18, 1970		Katz, Eleanor			References appropriate office attire for winter	Samet, Seymour, 1912-; American Jewish Committee; Katz, Eleanor; Dress codes in the workplace	Correspondence		1970-09-18	1970-1980		1 memorandum	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 5; Folder Title: American Jewish Committee Correspondence; Folder Date: 1970-1971						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001320001001	image/tiff	108774932 Bytes	5324	6809	410421872	RGB	8	600	asm06560001320001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/732	732	733.jp2	/asm0656/image/733.jp2
Arthur S. Rosichan letter to Seymour Samet, October 23, 1964		Rosichan, Arthur S.			Arthur S. Rosichan, Executive Director, Greater Miami Jewish Federation	Samet, Seymour, 1912-; American Jewish Committee; Rosichan, Arthur S.; Greater Miami Jewish Federation; Coral Gables (Florida)	Correspondence		1964-10-23	1960-1970	Miami (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 3; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001120001001	image/tiff	107895432 Bytes	5320	6759	3361903198	RGB	8	600	asm06560001120001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/733	733	734.jp2	/asm0656/image/734.jp2
Manheim S. Shapiro Western Union Telegram to Seymour Samet, July, 2, 1957		Shapiro, Manheim S.				Samet, Seymour, 1912-; American Jewish Committee; American Jewish Committee. Miami Chapter; Shapiro, Manheim S.	Correspondence		1957-07-02	1950-1960	New York (New York)	1 telegram	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 2; Folder Title: American Jewish Committee Correspondence; Folder Date: 1950's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001030001001	image/tiff	67730080 Bytes	5250	4299	2932891059	RGB	8	600	asm06560001030001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/734	734	735.jp2	/asm0656/image/735.jp2
Coleman F. Carroll letter to Audrey Finkelstein, December 14, 1965		Carroll, Coleman F.			Coleman F. Carroll, Bishop of Miami; Audrey Finkelstein (Mrs. Charles H. Finkelstein), President, AJC	Samet, Seymour, 1912-; American Jewish Committee; American Jewish Committee. Miami Chapter; Metropolitan Dade County (Florida). Community Relations Board; Carroll, Coleman F.; Bishops; Finkelstein, Audrey R.	Correspondence		1965-12-14	1960-1970	Miami (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 3; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001180001001	image/tiff	108105208 Bytes	5304	6792	2425932620	RGB	8	600	asm06560001180001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/735	735	736.jp2	/asm0656/image/736.jp2
Charles Wittenstein letter to Eleanor Ashman, April 18, 1969		Wittenstein, Charles			References April 14-15 chapter meetings for Seymour Samet in Atlanta and Birmingham; Cc. to Seymour Samet and Will Katz	Samet, Seymour, 1912-; American Jewish Committee. Atlanta Chapter; American Jewish Committee. Birmingham Chapter; Ashman, Eleanor; Wittenstein, Charles	Correspondence		1969-04-18	1960-1970		1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 4; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001220001001	image/tiff	101219104 Bytes	5081	6639	234261701	RGB	8	600	asm06560001220001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/736	736	737.jp2	/asm0656/image/737.jp2
Letter from American Jewish Committee to its members, 1964		Goldberg, Irving L.; Goldwasser, David; Goren, Jack; Rood, Nathan		Letter in reference to Southern Regional Conference being held at the Fontainbleau Hotel in Miami Beach, Florida	Irving L. Goldberg, Dallas, Conference Chairman; David Goldwasser, Atlanta, Conference Co-Chairman; Jack Goren, Dallas Conference Co-Chairman; Col. Nathan B. Rood, Miami, Conference Co-Chairman	Samet, Seymour, 1912-; American Jewish Committee; Goldberg, Irving L.; Goldwasser, David; Goren, Jack; Rood, Nathan	Correspondence		1964	1960-1970	New York (New York)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 3; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001130001001	image/tiff	109146356 Bytes	5328	6827	834745877	RGB	8	600	asm06560001130001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/737	737	738.jp2	/asm0656/image/738.jp2
Roger W. LeGrand letter to Seymour Samet, May 12, 1970		LeGrand, Roger W.			Roger W. LeGrand, Vice President and General Manager, WITI TV6 Milwaukee	Samet, Seymour, 1912-; American Jewish Committee; Institute of Human Relations (American Jewish Committee); LeGrand, Roger W.	Correspondence		1970-05-12	1970-1980	Milwaukee (Wisconsin)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 5; Folder Title: American Jewish Committee Correspondence; Folder Date: 1970-1971						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001290001001	image/tiff	107691576 Bytes	5271	6809	3948233669	RGB	8	600	asm06560001290001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/738	738	739.jp2	/asm0656/image/739.jp2
Leon Kronish letter to Seymour Samet, January 9, 1956		Kronish, Leon			Leon Kronish, President, Rabbinical Association of Greater Miami	Samet, Seymour, 1912-; American Jewish Committee; American Jewish Committee. Miami Chapter; Kronish, Leon; Rabbis	Correspondence		1956-01-09	1950-1960	Miami Beach (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 2; Folder Title: American Jewish Committee Correspondence; Folder Date: 1950						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001000001001	image/tiff	106342660 Bytes	5252	6748	2591501223	RGB	8	600	asm06560001000001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/739	739	740.jp2	/asm0656/image/740.jp2
Letter of congratulations to Audrey on Woman of the Year award, May 5, 1965					Unsigned	Samet, Seymour, 1912-; American Jewish Committee	Correspondence		1965-05-05	1960-1970		1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 3; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001140001001	image/tiff	97522560 Bytes	5053	6432	1037711291	RGB	8	600	asm06560001140001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/740	740	741.jp2	/asm0656/image/741.jp2
Anne Mehler letter to Police Chief Harold Brier, April 28, 1970		Mehler, Anne				Samet, Seymour, 1912-; American Jewish Committee; Mehler, Anne; Brier, Harold; Police chiefs	Correspondence		1970-04-28	1970-1980	Milwaukee (Wisconsin)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 5; Folder Title: American Jewish Committee Correspondence; Folder Date: 1970-1971						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001330001001	image/tiff	104564156 Bytes	5088	6849	1349829202	RGB	8	600	asm06560001330001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/741	741	742.jp2	/asm0656/image/742.jp2
Murray Friedman memorandum to Seymour Samet, October 2, 1964		Friedman, Murray, 1926-			Murray Friedman, Director, American Jewish Committee, Philadelphia	Samet, Seymour, 1912-; American Jewish Committee; Friedman, Murray, 1926-	Correspondence		1964-10-02	1960-1970		1 memorandum	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 3; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001070001001	image/tiff	56195516 Bytes	3541	5288	1884672567	RGB	8	600	asm06560001070001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/742	742	743.jp2	/asm0656/image/743.jp2
James L. Duncan letter to Audrey Finkelstein, December 10, 1965		Duncan, James L.			Audrey Finkelstein (Mrs. Charles H. Finkelstein), President, Greater Miami Chapter, AJC; James L. Duncan, Chairman, Meteropolitan Dade County, Florida Community Relations Board	Samet, Seymour, 1912-; American Jewish Committee; American Jewish Committee. Miami Chapter; Metropolitan Dade County (Florida). Community Relations Board; Finkelstein, Audrey R.; Duncan, James L.	Correspondence		1965-12-10	1960-1970	Miami (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 3; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001170001001	image/tiff	110284472 Bytes	5409	6795	392118335	RGB	8	600	asm06560001170001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/743	743	744.jp2	/asm0656/image/744.jp2
Irving Levine memorandum to Selma Hirsch, October 3, 1968		Levine, Irving			References Bertram Gold's National Executive Board speech; Cc. to Seymour Samet, Nate Perlmutter, and Bertram Gold	Samet, Seymour, 1912-; American Jewish Committee; Levine, Irving; Hirsh, Selma G.; Gold, Bertram H.	Correspondence		1968-10-03	1960-1970		1 memorandum	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 4; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001210001001	image/tiff	99664352 Bytes	5102	6510	2248162281	RGB	8	600	asm06560001210001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/744	744	745.jp2	/asm0656/image/745.jp2
Arthur Spiegel letter to Seymour Samet, June 6, 1968		Spiegel, Arthur			Arthur Spiegel, Executive Director, New Haven Jewish Community Council	Samet, Seymour, 1912-; American Jewish Committee; Spiegel, Arthur; Jewish Community Council (New Haven, Connecticut)	Correspondence		1968-06-06	1960-1970	New Haven (Connecticut)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 3; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001090001001	image/tiff	32646856 Bytes	3637	2990	589546717	RGB	8	600	asm06560001090001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/745	745	746.jp2	/asm0656/image/746.jp2
American Jewish Committee memorandum, November 12, 1968					"Supplemental Studies for the National Advisory Commission on Civil Disorders: A Summary and Critique" by Lucy S. Davidson	Samet, Seymour, 1912-; American Jewish Committee; United States. National Advisory Commission on Civil Disorders. Report	Correspondence		1968-11-12	1960-1970	New York (New York)	1 memorandum	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 4; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001260001001	image/tiff	106895476 Bytes	5273	6756	2750256784	RGB	8	600	asm06560001260001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/746	746	747.jp2	/asm0656/image/747.jp2
Peritz Scheinberg letter to friends, December 1965		Scheinberg, Peritz, 1920-			Letter written on University of Miami School of Medicine, Department of Neurology stationary	Samet, Seymour, 1912-; American Jewish Committee; Scheinberg, Peritz, 1920-; Interpersonal relations	Correspondence		1965-12	1960-1970	Miami (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 3; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001150001001	image/tiff	109600732 Bytes	5337	6844	3077492465	RGB	8	600	asm06560001150001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/747	747	748.jp2	/asm0656/image/748.jp2
Jordan C. Band letter to Seymour Samet, July 12, 1968		Band, Jordan C.			Jordan C. Band, Chairman, NCRAC	Samet, Seymour, 1912-; American Jewish Committee; Band, Jordan C.; National Community Relations Advisory Council (U.S.)	Correspondence		1968-07-12	1960-1970	New York (New York)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 3; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001080001001	image/tiff	104786384 Bytes	5220	6690	2634462046	RGB	8	600	asm06560001080001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/748	748	749.jp2	/asm0656/image/749.jp2
Michael Goodman letter to Seymour Samet, November 1, 1962		Goodman, Michael		Congratulations on 10 years of service to the community through the American Jewish Committee	Michael Goodman, Executive Director, Jewish Vocational Service	Samet, Seymour, 1912-; American Jewish Committee; Goodman, Michael	Correspondence		1962-11-01	1960-1970	Miami (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 3; Folder Title: American Jewish Committee Correspondence; Folder Date: 1960's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001060001001	image/tiff	108026980 Bytes	5292	6803	1258475307	RGB	8	600	asm06560001060001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/749	749	750.jp2	/asm0656/image/750.jp2
William K. Williams letter to Seymour Samet, February 24, 1959		Williams, William K.			William K. Williams, Executive Director, Florida Council on Human Relations	Samet, Seymour, 1912-; American Jewish Committee; American Jewish Committee. Miami Chapter; Interpersonal relations; Williams, William K.; Florida Council on Human Relations	Correspondence		1959-02-24	1950-1950	Miami (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 2; Folder Title: American Jewish Committee Correspondence; Folder Date: 1950						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001040001001	image/tiff	105808732 Bytes	5231	6741	3486406332	RGB	8	600	asm06560001040001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/750	750	751.jp2	/asm0656/image/751.jp2
"How can we secure our children against prejudice"?						Samet, Seymour, 1912-; American Jewish Committee; American Jewish Committee. Miami Chapter; Programs; Prejudices	Fliers (Printed Matter)		1956-02-13	1950-1960	Miami (Florida)	1 flyer	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 2; Folder Title: American Jewish Committee Correspondence; Folder Date: 1950						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560001020001001	image/tiff	107228608 Bytes	5277	6772	1149860802	RGB	8	600	asm06560001020001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/751	751	752.jp2	/asm0656/image/752.jp2
Lee Ruwitch letter to Irving M. Engel, President, American Jewish Committee, July 11, 1955		Ruwitch, Lee			Lee Ruwitch, Executive Vice President and General Manager of WTVJ, Channel 4	Samet, Seymour, 1912-; American Jewish Committee; American Jewish Committee. Miami Chapter; WTVJ (Television station : Miami, Florida); Engel, I. (Irving), 1933-; Ruwitch, Lee	Correspondence		1955-07-11	1950-1960	Miami (Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: A.  AJC	Box No. 2; Folder No. 2; Folder Date: 1950's						http://merrick.library.miami.edu/digitalprojects/copyright.html			Text	2012-10-10				asm06560000990001001	image/tiff	107923988 Bytes	5308	6776	1838599537	RGB	8	600	asm06560000990001001.tif		2012-10-10	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/752	752	753.jp2	/asm0656/image/753.jp2
Page 1																											asm0656000155						asm06560001550001001	image/tiff	23910472 Bytes	2476	3216	3386948789	RGB	8	300	asm06560001550001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/753	753	754.jp2	/asm0656/image/754.jp2
Page 2																											asm0656000155						asm06560001550002001	image/tiff	24095972 Bytes	2507	3201	4088842092	RGB	8	300	asm06560001550002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/754	754	755.jp2	/asm0656/image/755.jp2
Secretary of Commerce Luther H. Hodges statement		Hodges, Luther Hartwell, 1898-1974				Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations; Hodges, Luther Hartwell, 1898-1974	Documents					1 document; 2 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 1; Folder Title: Community Relations Service: Reports/Papers; Folder Date: [n.d.]						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000155	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/755	755	756.cpd	/asm0656/image/756.cpd
Page 1																											asm0656000173						asm06560001730001001	image/tiff	96611960 Bytes	4974	6473	1782461728	RGB	8	600	asm06560001730001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/756	756	757.jp2	/asm0656/image/757.jp2
