Title	Photographer	Summary	Note	Subject	Genre	Publisher	Date	Coverage	State	County	City	Place	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Copyright	Digital ID	Type	Format	Width	Height	Checksum	BitDepth	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Beautiful Sunny Isles, Florida		A bridge amid palms and colorful foliage.	A103.	Bridges; Flowers; Islands	Postcards	J. B. Sommers (Firm); Colourpicture Publishers, Inc.			Florida	Miami-Dade county	Sunny Isles		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001990001001	Still Image	image/tiff	1022	664	0x6F0F80A4	24bit color	asm02990001990001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/728	728	791.jpg	/asm0299/image/791.jpg
Beautiful hotels, Miami Beach, Florida		Aerial view of waterfront hotels and the sandy beach.	Postmark: Aug 17, 1942. 47132.	Hotels; Beaches; Seaside resorts	Postcards;Aerial views	Dade County Newsdealers Supply Co.		1940s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000360001001	Still Image	image/tiff	1023	693	0xE2349F1C	24bit color	asm02990000360001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/729	729	629.jpg	/asm0299/image/629.jpg
The Sea Isle Hotel		"Exceptional features and facilities, mouth-watering food, a complete social program ... the largest expanse of beach on the Gold Coast, luxurious formal gardens, modern spacious accommodations - all combine to create your most memorable vacation!"--Caption on verso.	The Sea Isle was built by architect Roy France, in 1941, in the Streamline style. On versio: C-24859.	Sea Isle Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Seaside architecture	Postcards;Aerial views	Irwin Abrams & Associates			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001370001001	Still Image	image/tiff	1023	676	0x9ECA4B7D	24bit color	asm02990001370001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/730	730	729.jpg	/asm0299/image/729.jpg
South Beach, Hardie & Smith Casinos, Miami Beach, Fla.		Aerial view of the casinos and beach.	Smith's Casino (which did not feature gambling, despite the name) was built by Avery Smith, a ferry operator who was known as the father of Miami Beach's tourism industry. Inscription on verso. Postmark: Jan 30, 1924.	Hardie Casino (Miami Beach, Fla.); Smith's Casino (Miami Beach, Fla.); Casinos; Beaches	Postcards;Aerial views	J. N. Chamberlain; CurtTeich and Co.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002540001001	Still Image	image/tiff	1023	653	0xCB639F5C	24bit color	asm02990002540001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/731	731	843.jpg	/asm0299/image/843.jpg
Olney Inn		"A branch of the famous Olney Inn at Olney, Maryland, near Washington, D. C. Located at 1045 Dade Boulevard (extension of the Venetian Causeway) near Alton Road." --Caption on verso.	Miami Beach Olney Inn opened in February, 1935, and directed by Clara May Downey. It was later razed and the site purchased by the Publix Supermarket chain. Inscription on verso. Postmark: Feb 1936.	Olney Inn (Miami Beach, Fla.); Art Deco Historic District (Miami Beach, Fla.); Hotels	Postcards	Lumitone Photoprint		1930s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001190001001	Still Image	image/tiff	1023	690	0xFC6629D1	24bit color	asm02990001190001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/732	732	711.jpg	/asm0299/image/711.jpg
Granada Entrance and Boulevard, Coral Gables, Miami, Florida		The four corners of Coral Gables are marked with imposing archway "entrances" such as this one seen here, at Granada Boulevard and Eighth Street. The entrance is built of native coral rock.		Granada Boulevard (Coral Gables, Fla.); Coral Gables (Fla.); Entrances of Coral Gables; Streets	Postcards				Florida	Miami-Dade county	Coral Gables		1 postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002270001001	Still Image	image/tiff	1022	631	0xB7D583D9	24bit color	asm02990002270001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/733	733	816.jpg	/asm0299/image/816.jpg
Beach Park Hotel		"Beach Park Hotel ... on the ocean facing Lummus Park at 6th Street. 100 outside rooms each with bath and shower. Coffee shop on premises. European plan. Rates on application." --Caption on verso.		Beach Park Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Beaches	Postcards				Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000430001001	Still Image	image/tiff	1022	675	0x404B31E7	24bit color	asm02990000430001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/734	734	636.jpg	/asm0299/image/636.jpg
The Fontainebleau		"America's largest and finest resort-hotel, cabana and yacht club, on the former Firestone estate ... a masterpiece of design, air-conditioned comfort, and hospitality, supreme, curving majestically above the ocean and bay. Oceanfront, 44th to 47th Streets, Miami Beach, Florida. Open all year." --Caption on verso.	Inscription to Congressman Dante B. Fascell on verso. Postmark: 1961. The Fontainebleau, at 4441 Collins Avenue, was designed by architect Morris Lapidus and opened in 1954.	Fontainebleau Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Seaside architecture	Postcards;Aerial views	National Litho			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000830001001	Still Image	image/tiff	1022	663	0x534DD0C5	24bit color	asm02990000830001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/735	735	676.jpg	/asm0299/image/676.jpg
Flamingos in the Everglades, Miami, Florida		"One of the distinctly unusual sights of Miami is the Flamingo of the Florida Everglades. This gorgeous winged creature with its bright plumage, its very long neck and legs, presents an unforgettable picture, backgrounded by the luxuriant tropical growth of the Everglades." --Caption on verso.	44. Tichnor quality views.	Flamingos; Wildlife-related recreation; Tourist attractions	Postcards	Tichnor Bros., Inc.			Florida			Everglades, The	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001740001001	Still Image	image/tiff	1023	673	0xA8820796	24bit color	asm02990001740001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/736	736	766.jpg	/asm0299/image/766.jpg
Flamingo Hotel, Miami Beach, Florida		Aerial view of the Flamingo and the shoreline of Biscayne Bay, with boats in the yacht basin.	Inscription on verso. Postmark: Jan 22, 1940. DL-3. 6A-H160. C. T. Art-Colortone.	Flamingo Hotel (Miami Beach, Fla.); Shorelines; Boats and boating; Hotels	Postcards;Aerial views	Curt Teich and Co.; Thomas R. West		1930s					1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000760001001	Still Image	image/tiff	1023	687	0x275319BC	24bit color	asm02990000760001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/737	737	669.jpg	/asm0299/image/669.jpg
Hotel Row between Indian Creek and Atlantic Ocean, Miami Beach, Florida		Aerial view of hotels		Hotels; Seaside resorts; Marinas; Skylines	Postcards;Aerial views	Curt Teich and Co.; Sun Coast Post Cards, Inc.			Florida	Miami-Dade county	Miami Beach	Indian Creek	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000920001001	Still Image	image/tiff	1023	709	0x42F8E098	24bit color	asm02990000920001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/738	738	685.jpg	/asm0299/image/685.jpg
Chez Paree Resort Motel		View of the busy pool, 1960s. "The New Chez Paree Motel. Directly on the Ocean at 175th Street, Miami Beach, Florida. Air conditioned and heated - private swimming pool and beach - Coffee Shop - Cocktail Lounge - Game room - TV lounge - Free parking at your door - Free entertainment - King Size Rooms and Kitchenette Efficiencies - Connecting rooms - Open all year." --Caption on verso.	93229.  Inscription on verso. Postmark: Mar 22, 1961.	Chez Paree Resort Motel (Miami Beach, Fla.); Hotels; Seaside resorts; Swimming pools; Beaches; Bathing suits; Suntan	Postcards	Color-Ads Productions; Dexter Press, Inc.		1960s	Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000510001001	Still Image	image/tiff	1023	675	0x315CB3D2	24bit color	asm02990000510001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/739	739	644.jpg	/asm0299/image/644.jpg
The Atwater Hotel, Miami Beach, Florida		"The Atwater Hotel and Apartments, 3700 Collins Avenue, Miami Beach. An address of social prestige catering to a discriminating clientele. Facing the beautiful Atlantic Ocean. New - Modern with sun deck. Gorgeously appointed rooms and lobby. Complete hotel service. Units ranging from hotel rooms to 2 bedroom-2 bath apartments. Elevator service, steam heat and a lovely veranda facing the ocean. Located in the exclusive North Beach section." --Caption on verso.	Inscription on verso. Postmark: Mar 13, 1942. 12,994.	Atwater Hotel and Apartments (Miami Beach, Fla.); Hotels; Apartment houses; Seaside resorts; Seaside architecture; Art deco (Architecture)	Postcards	Colourpicture Publishers, Inc.		1940s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000410001001	Still Image	image/tiff	1022	700	0x9CC5F0AF	24bit color	asm02990000410001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/740	740	634.jpg	/asm0299/image/634.jpg
Mid-Winter Regatta, Miami Beach, Fla. Gar Wood making nearly 100 M. P. H. in Miss America			Gar Wood, a renowned boat designer and racer, broke his own record several times at Indian Creek near Miami Beach, Florida. In 1929, driving the Miss America VII motorboat, he sped over 93 miles per hour. In 1931, in the Miss America IX, he was the first to break 100 mph, and a year later he surpassed 111 mph. M-111. Inscription on back reads: "Jan. 29 - 1934. Hello Walter. Say! I am here training to fight Jack Dempsey. He is about as fat as I am - 195. Best wishes, Gus."	Wood, Garfield Arthur, 1880-1971; Boats and boating; Marinas; Seaside architecture	Postcards;Aerial views	Thomas R. West; Curt Teich and Co.			Florida			Indian Creek	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002560001001	Still Image	image/tiff	1023	671	0x4F4918F9	24bit color	asm02990002560001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/741	741	845.jpg	/asm0299/image/845.jpg
Winter in Bayfront Park, Miami, Florida		"Bayfront Park, famed as a showplace of tropical landscaping, is on the shore of Bay Biscayne, along the southern terminus of Biscayne Boulevard. From conveniently placed benches under palm trees, one may gaze across Biscayne Bay, while enjoying daily free band concerts." --Caption on verso.	Inscription on verso. Postmark: Mar 1931. 13098-129.	Bayfront Park (Miami, Fla.); Parks; Tourist attractions	Postcards	Pictorial Centre		1930s	Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001690001001	Still Image	image/tiff	1023	666	0x9E151DAE	24bit color	asm02990001690001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/742	742	761.jpg	/asm0299/image/761.jpg
Bayside - Miami	Murphy, T. W.	"Looking across the Miami-Marina to the newest attraction in the Magic City, Bayside is situated on the Bayfront of tropical Miami." --Caption on verso.	The Bayside Marketplace, at Fourth and Biscayne Blvd, is an open-air assortment of over 100 stores, shops, restaurants, and cafes.  SEC239.	Bayside Marketplace (Miami, Fla.); Bayfront Park (Miami, Fla.); Tourist attractions; Marinas; Boats and boating; Family recreation; Shopping centers	Postcards	Gulf Stream Card Co., Inc.			Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001830001001	Still Image	image/tiff	1023	736	0xDFA9F795	24bit color	asm02990001830001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/743	743	775.jpg	/asm0299/image/775.jpg
Bridge across Miami River, Miami, Florida		Early view of the Miami River with few buildings on the sky-line.	No. 3814.	Miami River (Fla.); Rivers; Bridges	Postcards	E. C. Kropp Co.			Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000170001001	Still Image	image/tiff	1023	690	0x9616CF9E	24bit color	asm02990000170001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/744	744	610.jpg	/asm0299/image/610.jpg
Banyan tree in Florida		A human is dwarfed beside a tall banyan tree, which produces great shade. In the rear is a wooden house.	"The banyan tree is a native of East India, where it received its name from a certain Hindu cast of merchants called 'banians,' who eat no meat and who used the space sheltered by the tree for a market place. Its branches send out numerous aerial roots that form additional trunks." --Caption on verso. Inscription on verso."Tichnor quality views." 98. 69711.	Trees	Postcards	Tichnor Bros., Inc.			Florida				1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Florida.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002110001001	Still Image	image/tiff	497	768	0xD86B97AA	24bit color	asm02990002110001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/745	745	802.jpg	/asm0299/image/802.jpg
From the air, Miami Beach, Florida	Adamson, C. R.	"This unusual picture from the air, over Miami Beach, shows the Dade County Causeway connecting Miami Beach, Star, Palm and Hibiscus Islands and Miami in the background" --Caption on verso.	Tichnor quality views. 363.	MacArthur Causeway (Miami, Fla.); Skylines; Islands; Causeways	Postcards;Aerial views;Cityscapes	Tichnor Bros., Inc.			Florida	Miami-Dade county		Hibiscus Island	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002430001001	Still Image	image/tiff	1023	663	0xC271345F	24bit color	asm02990002430001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/746	746	832.jpg	/asm0299/image/832.jpg
One of the beautiful scenic streets of Florida		"Florida is a green land renowned for its beauty. The Australian pines which line this stately road must be placed high amongst its scenic sights attracting thousands of visitors." --Caption on verso.	Inscription on verso. Postmark: Feb 19, 1963. "Tichnor quality views." 175.	Trees;  Flowers	Postcards	Tichnor Bros., Inc.		1960s	Florida				1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Florida.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002150001001	Still Image	image/tiff	1023	653	0xB0416035	24bit color	asm02990002150001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/747	747	805.jpg	/asm0299/image/805.jpg
Royal Hotel		"Visit the aristocrat of the new Miami Beach Hotels. Royal Hotel, Washington Avenue at 8th Street." --Caption on verso.	The Royal was built by a former Zeigfield Follies showgirl, Polly Lux de Hirsch-Meyer (1900?-1998). Henry Hohauser designed the ground floor in 1936 and the second and third floor hotel addition, designed by L. Murray Dixon, was completed in 1938. The Royal was sold in 1999 and restored with a new look by designer Jordan Mozer.	Royal Hotel (Miami Beach, Fla.); Hotels; Art deco (Architecture); Art Deco Historic District (Miami Beach, Fla.); Washington Avenue (Miami Beach, Fla.)	Postcards				Florida	Miami-Dade county	Miami Beach		1 folded b&w leaf	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001340001001	Still Image	image/tiff	1023	664	0xF5207424	24bit color	asm02990001340001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/748	748	726.jpg	/asm0299/image/726.jpg
Collins Avenue looking South from 36th Street, Miami Beach, Florida		Colorful flowers and automobiles beautify the avenue on a sunny day. The 13-storey Versailles (later the Versailles Hotel Condominiums), at 3425 Collins Avenue, was built in 1940. The Robert Richter Hotel, at 34th Street on the ocean, billed itself as "The Aristocrat of Miami Beach"; it was built in 1926. The Saxony, a 14-floor high-rise at 3201 Collins, was built by architect Roy F. France in 1948. The Sea Isle was also built by France, in 1941, in the Streamline style. The Claridge, at 3500 Collins, is a boutique hotel across the street from the Atlantic Ocean. After being restored to the canary-yellow glory of the 1928 original, in a Mediterranean colonial style, the Claridge won the "City of Miami Beach Beautification Award" in 2000 and the Miami Design Preservation League Restoration Award in 2001.	Showing Versailles, Richter, Saxony and Sea Isle Hotels; On verso: "517".	Versailles Hotel (Miami Beach, Fla.); Robert Richter Hotel (Miami Beach, Fla.); Saxony Hotel (Miami Beach, Fla.); Sea Isle Hotel (Miami Beach, Fla.); Claridge Hotel (Miami Beach, Fla.); Collins Avenue (Miami Beach, Fla.); Hotels; Streets; Seaside resorts; Seaside architecture; Architecture -- Spanish influences	Postcards	Miami Post Card Co.; Tichnor Bros., Inc.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000570001001	Still Image	image/tiff	1023	687	0x58BACE36	24bit color	asm02990000570001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/749	749	650.jpg	/asm0299/image/650.jpg
Exclusive ocean-front hotels, looking north from 61st St., on Collins Ave., Miami Beach, Florida		Brightly colored automobiles line the curbs at these North Miami Beach hotels. The Delmonico was located at 6393 Collins Ave. The Martinique Hotel at 64th Street (now demolished) was built by architect Roy France in 1946. It was the largest of the six hotels built in Miami Beach that year (137 rooms) and the first hotel in North Beach to be completely air-conditioned.	"Genuine Curteich-Chicago C. T. Art-Colortone post card." DC-20.	Hotels; Collins Avenue (Miami Beach, Fla.); Delmonico Hotel (Miami Beach, Fla.); Martinique Hotel (Miami Beach, Fla.)	Postcards	Dade County Newsdealers Supply Co.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001160001001	Still Image	image/tiff	1023	679	0xA5F6CD06	24bit color	asm02990001160001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/750	750	708.jpg	/asm0299/image/708.jpg
Fontainebleau Hotel, Miami Beach, Florida		"Miami Beach, Florida. From across Indian Creek, the fabulous Fontainebleau Hotel. With the addition of its beautiful new wing, it is now the largest resort hotel in the world."--Caption on verso.	The Fontainebleau, at 4441 Collins Avenue, was designed by architect Morris Lapidus and opened in 1954. P33687. Inscription on verso. Postmark: Jan 24, 1961.	Fontainebleau Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Seaside architecture	Postcards	Brian-Keith Ltd.; Colourpicture Publishers, Inc.		1960s	Florida	Miami-Dade county		Indian Creek	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000860001001	Still Image	image/tiff	1023	689	0x647DFA0B	24bit color	asm02990000860001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/751	751	679.jpg	/asm0299/image/679.jpg
Veterans' Administration Hospital, Coral Gables, Florida		This is the northern (front) façade of the Army Air Forces Regional Hospital, previously and thereafter the Biltmore Hotel.	This Coral Gables masterpiece is recognized as a National Historic Landmark.  On verso: 444. Tichnor quality views.	Veterans Administration Hospital (Coral Gables, Fla.); Miami Biltmore Hotel and Country Club; Hospital architecture	Postcards	Tichnor Bros., Inc.			Florida	Miami-Dade county	Coral Gables		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000320001001	Still Image	image/tiff	1023	696	0xCE2F77AE	24bit color	asm02990000320001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/753	753	625.jpg	/asm0299/image/625.jpg
Vista along Coral Gables Canal, Coral Gables, Florida		Houses and estates line the Coral Gables Canal. The canal banks are of Miami limestone.	The Coral Gables Canal runs through Coral Gables, chiefly through wealthy residential neighborhoods, and is often used by the wealthy to dock their seagoing yachts. On verso: D. C. 204.	Coral Gables Waterway (Fla.); Architecture, Domestic; Color in architecture; Canals	Postcards	Dade County Newsdealers Supply Co.; Curt Teich and Co.			Florida	Miami-Dade county	Coral Gables	Coral Gables Canal	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002790001001	Still Image	image/tiff	1022	664	0x5286CA76	24bit color	asm02990002790001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/754	754	866.jpg	/asm0299/image/866.jpg
The new Richmond Hotel		"Directly on the Ocean at 18th Street, Miami Beach, Florida. Completely air-conditioned with temperature control - Radio - Private bath & shower in every room. Olympic swimming pool. Private beach. Solarium - sun deck. Colorful cabanas and landscaped patio. Coffe Shop & Snack Bar, Dining Terrace, Cocktail Lounge. Dancing, entertainment, wiener roasts, movies and bingo. Television theater and card room. One block from Lincoln Road Mall, restaurants, theaters and new Convention Hall. Free parking facilities. Beach chairs and umbrellas free of charge. Open all year." --Caption on verso.	The Richmond was built in 1941 and remodeled in 1997 On verso: P13779.	Richmond Hotel (Miami Beach, Fla.); Hotels; Art deco (Architecture); Art Deco Historic District (Miami Beach, Fla.); Seaside resorts; Swimming pools; Suntan	Postcards	Colourpicture Publishers, Inc.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001220001001	Still Image	image/tiff	494	768	0x117A0631	24bit color	asm02990001220001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/755	755	714.jpg	/asm0299/image/714.jpg
The Breakers, Palm Beach, Florida		"The new Breakers Hotel, Palm Beach, Florida, erected at a cost of more than $4,000,000 on the site of the famous old hostelry of the same name which was totally destroyed by fire on March 18, 1925. The new Breakers has many new and attractive features." --Caption on verso.	The Breakers was originally called the Palm Beach Inn; it was built by Henry Flagler in 1896. Henry Flagler's Florida East Coast Railway came to a stop right on the hotel grounds. His descendents rebuilt the hotel when it burned down in 1903, and again after a fire in 1925. This time The Breakers was constructed of concrete and designed in an Italianate style. 10. 22240.	Hotels; Seaside resorts; Seaside architecture; Color in architecture; Breakers Hotel (Palm Beach, Fla.)	Postcards	E. C. Kropp Co.			Florida	Palm Beach county	Palm Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002030001001	Still Image	image/tiff	1023	665	0x38387ECB	24bit color	asm02990002030001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/756	756	794.jpg	/asm0299/image/794.jpg
Tropic reflections		"Picture-book scenes of unbelievable beauty delight the eye at almost every turn in Florida. The lure of the Tropics, the spell of beauty, of summer nights and sunlit days recall the visitor again and again to this flowery state. A home and its reflection in the water in Coral Gables." --Caption on verso.	On verso: Tichnor quality views. 119. 61029.	Architecture, Domestic; Reflections; Coral Gables Waterway (Fla.); Flowers; Canals	Postcards	Tichnor Bros., Inc.			Florida	Miami-Dade county	Coral Gables		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002870001001	Still Image	image/tiff	1023	677	0x63C54014	24bit color	asm02990002870001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/757	757	874.jpg	/asm0299/image/874.jpg
