Title	Creator	Contibutors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Rights	Copyright	Editor	Attention	Object No.	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 37												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050041001	Text	image/tiff					3258	4195	0x56709354			00150000050041001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/410	410	411.jp2	/chc0015/image/411.jp2
Page 38												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050042001	Text	image/tiff					3269	4180	0x149486AA			00150000050042001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/411	411	412.jp2	/chc0015/image/412.jp2
Page 39												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050043001	Text	image/tiff					3258	4195	0xC7419333			00150000050043001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/412	412	413.jp2	/chc0015/image/413.jp2
Page 40												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050044001	Text	image/tiff					3243	4195	0x8537D0B9			00150000050044001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/413	413	414.jp2	/chc0015/image/414.jp2
Page 41												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050045001	Text	image/tiff					3269	4180	0x4F90BD3C			00150000050045001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/414	414	415.jp2	/chc0015/image/415.jp2
Page 42												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050046001	Text	image/tiff					3258	4195	0x2E4D6118			00150000050046001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/415	415	416.jp2	/chc0015/image/416.jp2
Page 43												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050047001	Text	image/tiff					3258	4195	0xAD855F10			00150000050047001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/416	416	417.jp2	/chc0015/image/417.jp2
Page 44												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050048001	Text	image/tiff					3269	4195	0xC6C9CE3F			00150000050048001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/417	417	418.jp2	/chc0015/image/418.jp2
Page 45												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050049001	Text	image/tiff					3258	4195	0xAFC9D89E			00150000050049001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/418	418	419.jp2	/chc0015/image/419.jp2
Page 46												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050050001	Text	image/tiff					3281	4195	0xAEC10080			00150000050050001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/419	419	420.jp2	/chc0015/image/420.jp2
Page 47												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050051001	Text	image/tiff					3258	4180	0xA4D8D9F7			00150000050051001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/420	420	421.jp2	/chc0015/image/421.jp2
Page 48												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050052001	Text	image/tiff					3269	4180	0x3FC10F94			00150000050052001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/421	421	422.jp2	/chc0015/image/422.jp2
Page 49												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050053001	Text	image/tiff					3269	4195	0x41D86E4B			00150000050053001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/422	422	423.jp2	/chc0015/image/423.jp2
Page 50												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050054001	Text	image/tiff					3281	4195	0xA43CC213			00150000050054001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/423	423	424.jp2	/chc0015/image/424.jp2
Page 51												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050055001	Text	image/tiff					3269	4222	0xC5F5A08A			00150000050055001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/424	424	425.jp2	/chc0015/image/425.jp2
Page 52												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050056001	Text	image/tiff					3307	4195	0x63EE78F2			00150000050056001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/425	425	426.jp2	/chc0015/image/426.jp2
Page 53												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050057001	Text	image/tiff					3269	4180	0xA05C4A69			00150000050057001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/426	426	427.jp2	/chc0015/image/427.jp2
Page 54												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050058001	Text	image/tiff					3281	4180	0x2D42B766			00150000050058001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/427	427	428.jp2	/chc0015/image/428.jp2
Page 55												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050059001	Text	image/tiff					3258	4195	0xB7EF4908			00150000050059001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/428	428	429.jp2	/chc0015/image/429.jp2
Page 56												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050060001	Text	image/tiff					3258	4180	0xBAD2C459			00150000050060001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/429	429	430.jp2	/chc0015/image/430.jp2
Page 57												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050061001	Text	image/tiff					3269	4195	0xE6A7FAAF			00150000050061001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/430	430	431.jp2	/chc0015/image/431.jp2
Page 58												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050062001	Text	image/tiff					3269	4195	0x727B58A			00150000050062001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/431	431	432.jp2	/chc0015/image/432.jp2
Page 59												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050063001	Text	image/tiff					3296	4195	0x134CE27B			00150000050063001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/432	432	433.jp2	/chc0015/image/433.jp2
Page 60												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050064001	Text	image/tiff					3281	4207	0x79DC36A3			00150000050064001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/433	433	434.jp2	/chc0015/image/434.jp2
Page 61												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050065001	Text	image/tiff					3269	4207	0x2C4C0E3			00150000050065001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/434	434	435.jp2	/chc0015/image/435.jp2
Page 62												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050066001	Text	image/tiff					3281	4207	0x38B48FFB			00150000050066001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/435	435	436.jp2	/chc0015/image/436.jp2
Page 63												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050067001	Text	image/tiff					3281	4222	0x2209A1A1			00150000050067001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/436	436	437.jp2	/chc0015/image/437.jp2
Page 64												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050069001	Text	image/tiff					3258	4180	0xC11996D6			00150000050069001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/438	438	439.jp2	/chc0015/image/439.jp2
Page 65												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050070001	Text	image/tiff					3269	4207	0x39355E24			00150000050070001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/439	439	440.jp2	/chc0015/image/440.jp2
Page 66												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050071001	Text	image/tiff					3269	4207	0xDB8ACB1F			00150000050071001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/440	440	441.jp2	/chc0015/image/441.jp2
Page 67												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050072001	Text	image/tiff					3281	4195	0x8F71FB89			00150000050072001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/441	441	442.jp2	/chc0015/image/442.jp2
Page 68												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	0015000005007300	Text	image/tiff					3269	4195	0xCDEC32C5			00150000050073001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/442	442	443.jp2	/chc0015/image/443.jp2
Page 69												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050074001	Text	image/tiff					3281	4207	0xBBC0F87F			00150000050074001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/443	443	444.jp2	/chc0015/image/444.jp2
Page 70												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050075001	Text	image/tiff					3269	4180	0xB653DC70			00150000050075001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/444	444	445.jp2	/chc0015/image/445.jp2
Page 71												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050076001	Text	image/tiff					3269	4207	0xAA7427CE			00150000050076001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/445	445	446.jp2	/chc0015/image/446.jp2
Page 72												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050077001	Text	image/tiff					3269	4207	0x39DFB529			00150000050077001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/446	446	447.jp2	/chc0015/image/447.jp2
Page 73 [Blank]												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050078001	Text	image/tiff					3269	4195	0x3DA3F499			00150000050078001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/447	447	448.jp2	/chc0015/image/448.jp2
Características y objetivos del industrialismo cubano	Arredondo Gutiérrez, Alberto		Typescript report on the industrial development of Cuba, prepared for the 1. Symposium Nacional de Recursos Naturales de Cuba, held in February 1958.	At head of title: "SRNC/VIII/TA"&lt;br&gt;On cover: "Punto VIII: Industria."  "Presentado por Alberto Arredondo a nombre del Instituto Nacional de Reforma Económica (I.N.R.E.)." Handwritten on cover: "Arreglar. El cuadro final de industrias y los antecedentes, error de Ricardito y del mecanógra[fo] después que no hicieron los arreglos a temor de nota mía que perdieron." Stamp (mark) on cover: "Alberto Arredondo"	Industries -- Cuba; Cuba -- Economic conditions -- 1918-1959	Typescripts		1958	1950-1960	Havana (Cuba)	1 document	spa	University of Miami Libraries. Cuban Heritage Collection	Alberto Arrendondo Papers.	CHC0015	Series II. Works by Alberto Arredondo, n.d., 1957-1965. Sub-series B. Published Works. Sub-sub-series 1. I Symposium Nacional de Recursos Naturales de Cuba	Box No. 2;  Folder No. 4; Folder Title: Características y Objetivos del Industrialismo Cubano;  Folder Date: n.d.					http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005		Text	image/tiff			000005									2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/448	448	449.cpd	/chc0015/image/449.cpd
Cover												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000008	00150000080001001	Text	image/tiff					3269	4207	0xA2D35E02			00150000080001001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/449	449	450.jp2	/chc0015/image/450.jp2
Page [1]												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000008	00150000080002001	Text	image/tiff					3281	4222	0xD13DA948			00150000080002001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/450	450	451.jp2	/chc0015/image/451.jp2
Page 2												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000008	00150000080003001	Text	image/tiff					3269	4222	0x1C58AE93			00150000080003001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/451	451	452.jp2	/chc0015/image/452.jp2
Page 3												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000008	00150000080004001	Text	image/tiff					3281	4207	0xA547A748			00150000080004001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/452	452	453.jp2	/chc0015/image/453.jp2
Page 4												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000008	00150000080005001	Text	image/tiff					3269	4207	0x1378316			00150000080005001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/453	453	454.jp2	/chc0015/image/454.jp2
Page 5												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000008	00150000080006001	Text	image/tiff					3243	4222	0x2D573E57			00150000080006001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/454	454	455.jp2	/chc0015/image/455.jp2
Page 6												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000008	00150000080007001	Text	image/tiff					3281	4195	0xA4B632E5			00150000080007001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/455	455	456.jp2	/chc0015/image/456.jp2
Page 7												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000008	00150000080008001	Text	image/tiff					3296	4207	0xE8B76E1A			00150000080008001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/456	456	457.jp2	/chc0015/image/457.jp2
Page 8												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000008	00150000080009001	Text	image/tiff					3281	4222	0x27367AA5			00150000080009001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/457	457	458.jp2	/chc0015/image/458.jp2
Page 9												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000008	00150000080010001	Text	image/tiff					3296	4207	0xE980BC07			00150000080010001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/458	458	459.jp2	/chc0015/image/459.jp2
Page 10												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000008	00150000080011001	Text	image/tiff					3281	4195	0xD2247276			00150000080011001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/459	459	460.jp2	/chc0015/image/460.jp2
Page [11]												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000008	00150000080012001	Text	image/tiff					3281	4222	0xB3861FEE			00150000080012001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/460	460	461.jp2	/chc0015/image/461.jp2
Recursos socio-económicos y recursos de la tierra : resumen sintético del plan preliminar para incrementar la producción de artículos alimenticios	Arredondo Gutiérrez, Alberto		Typescript report on the preliminary plan to increase production of farm products in Cuba, prepared for the 1. Symposium nacional de Recursos Naaturales de Cuba, held Feb. 3-14, 1958.	On cover: SRNC/XI/TA Enero 1958. Presentado por: Dpto de Economía Interna del Consejo Nacional de Ecoomía.	Agriculture -- Cuba; Farm produce -- Cuba	Typescripts		1958-01	1950-1960	Havana (Cuba)	1 typewritten document	spa	University of Miami Libraries. Cuban Heritage Collection	Alberto Arrendondo Papers.	CHC0015	Series II. Works by Alberto Arredondo, n.d., 1957c. 1965. Sub-series B.  Published Works. Sub-sub-series 1. I Symposium Nacional de Recursos Naturales de Cuba	Box No. 2;  Folder No.: 7;  Folder Title: Resumen Sintético del Plan Preliminar para Incrementar la Producción de Artículos Alimenticios;  Folder Date: 1957-1958					http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000008		Text	image/tiff			000008									2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/461	461	462.cpd	/chc0015/image/462.cpd
Alberto Arredondo			Alberto Arredondo, Cuban journalist, sitting in a chair, speaking.	On recto: "Para Armandito, con el cariño de su hermano Alberto.  Marzo 26, 1958"	Arredondo Gutiérrez, Alberto; Journalists -- Cuba -- Photographs; Portrait photography	Photographs		1958	1950-1960		1  b&w photograph	spa	University of Miami Libraries. Cuban Heritage Collection	Alberto Arrendondo Papers.	CHC0015	Series I. Personal Files, n.d., 1951-1965.	Box No. 1;  Folder No. 2; Folder Title: Photographs; Folder Date: n.d., 1958					http://merrick.library.miami.edu/digitalprojects/copyright.html	JMc; cme			chc00150000020001001	Image	image/tiff					969	768	0x5E7B102D			00150000020001001.tif		2006-12-13	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/484	484	485.jpg	/chc0015/image/485.jpg
Side 1																					http://merrick.library.miami.edu/digitalprojects/copyright.html		jmc		0015000001	00150000010001001	image/tiff	stillImage					500	768	0x670AD294			00150000010001001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/485	485	486.jpg	/chc0015/image/486.jpg
Side 2																					http://merrick.library.miami.edu/digitalprojects/copyright.html		jmc		0015000001	00150000010002001	image/tiff	stillImage					493	768	0xB198E4D8			00150000010002001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/486	486	487.jpg	/chc0015/image/487.jpg
Alberto Arredondo	Armand		Portrait of Alberto Arredondo, Cuban journalist	On recto: "Armand, La Habana." Stamp (marks) on verso: "Se suplica acusar recibo" and "Alberto Arredondo, Apartado 816, Habana"	Arredondo Gutiérrez, Alberto; Journalists -- Cuba -- Photographs; Portrait photography	Portrait photographs; Postcards			1930-1940		1 b&w postcard	spa	University of Miami Libraries. Cuban Heritage Collection	Alberto Arrendondo Papers.	CHC0015	Series I. Personal Files, n.d., 1951-1965.	Box No. 1;  Folder No. 2; Folder Title: Photographs;  Folder Date: n.d., 1958					http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000001		Image	image/tiff			000001									2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/487	487	488.cpd	/chc0015/image/488.cpd
