Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Group of people near the shore at the Palm Beach Hotel in Port Maria, Jamaica					Item No. 1119	Hotels; Shorelines; Port Maria (Jamaica)	Photographs				Port Maria (Jamaica)	1 b&w photograph; 6.5 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260009700001001	Image	2011-03-11	image/tiff				13114036 Bytes	2670	1635	1451622175	RGB	8	600	chc01260009700001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/602	602	704.jp2	/chc0126/image/704.jp2
View of Parque Infantil (children's park) in Managua, Nicaragua					Item No. 1290; Written on verso: "View from Parque Infantil Managua 1934"	Parks; Palms; Trees; Managua (Nicaragua)	Photographs				Managua (Nicaragua)	1 b&w photograph; 4.5 x 6.6 cm.	eng; spa		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011330001001	Image	2011-03-11	image/tiff				5396164 Bytes	1621	1106	703802668	RGB	8	600	chc01260011330001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/603	603	771.jp2	/chc0126/image/771.jp2
View of a swamp in Montego Bay, Jamaica					Item No. 1105	Swamps; Montego Bay (Jamaica)	Photographs				Montego Bay (Jamaica)	1 b&w photograph; 6.7 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260009560001001	Image	2011-03-11	image/tiff				30092724 Bytes	3731	2687	2728177698	RGB	8	600	chc01260009560001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/604	604	702.jp2	/chc0126/image/702.jp2
Workers sorting coffee in Matagalpa, Nicaragua					Item No. 1327	Coffee -- Nicaragua; Coffee plantation workers; Matagalpa (Nicaragua)	Photographs				Matagalpa (Nicaragua)	1 b&w photograph; 6.7 x 10.2 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011710001001	Image	2011-03-11	image/tiff				12157488 Bytes	2451	1651	1809773496	RGB	8	600	chc01260011710001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/605	605	833.jp2	/chc0126/image/833.jp2
View of a residence in Kingston, Jamaica					Item No. 1074	Dwellings; Kingston (Jamaica)	Photographs				Kingston (Jamaica)	1 b&w photograph; 6.7 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260009270001001	Image	2011-03-11	image/tiff				13344596 Bytes	2722	1632	2312041246	RGB	8	600	chc01260009270001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/606	606	830.jp2	/chc0126/image/830.jp2
View of Cosigüina volcano (center background) in La Unión, Nicaragua					Item No. 1370: La Unión is a town located in the department of Managua; Written on verso: View taken Oct. 15, 1940 from S.S. Salvador as it reached the ocean after leaving the ship channel that leads to La Union"	Cosigüina Volcano (Nicaragua); Panoramic views; Managua (Nicaragua)	Photographs		1940-10-15	1940-1950	Managua (Nicaragua)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012150001001	Image	2011-03-11	image/tiff				13964312 Bytes	2695	1725	1954882570	RGB	8	600	chc01260012150001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/607	607	758.jp2	/chc0126/image/758.jp2
Cleaning a slow sand filter at Hope waterworks, in Kingston, Jamaica					Item No. 1038	Working women; Sand; Sand filters; Waterworks; Kingston (Jamaica)	Photographs				Kingston (Jamaica)	1 b&w photograph; 8.2 x 12.7 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260008920001001	Image	2011-03-11	image/tiff				18437984 Bytes	3064	2004	156759107	RGB	8	600	chc01260008920001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/608	608	819.jp2	/chc0126/image/819.jp2
View of concrete and stone pavements for drying coffee at Mr. Vaughan's coffee plantation in San Marcos, Nicaragua					Item No. 1365; Written on verso: "Written on verso: "Hacienda San Francisco Nicaragua"	Coffee plantations -- Nicaragua; Buildings; Carazo (Nicaragua)	Photographs				Carazo (Nicaragua)	1 b&w photograph; 7 x 11.7 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260012100001001	Image	2011-03-11	image/tiff				14654144 Bytes	2812	1735	4110207099	RGB	8	600	chc01260012100001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/609	609	795.jp2	/chc0126/image/795.jp2
Waterworks reservoir in Managua, Nicaragua					Item No. 1315	Reservoirs; Water tanks; Waterworks; Managua (Nicaragua)	Photographs				Managua (Nicaragua)	1 b&w photograph; 6.7 x 10 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011570001001	Image	2011-03-11	image/tiff				11912924 Bytes	2380	1666	4095579109	RGB	8	600	chc01260011570001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/610	610	654.jp2	/chc0126/image/654.jp2
View of a undeveloped area in Montego Bay, Jamaica					Item No. 1099	Montego Bay (Jamaica)	Photographs				Montego Bay (Jamaica)	1 b&w photograph; 4.5 x 6.7 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260009510001001	Image	2011-03-11	image/tiff				5374912 Bytes	1603	1114	2297281472	RGB	8	600	chc01260009510001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/611	611	693.jp2	/chc0126/image/693.jp2
Waterworks reservoir in Managua, Nicaragua					Item No. 1312	Reservoirs; Water tanks; Waterworks; Managua (Nicaragua)	Photographs				Managua (Nicaragua)	1 b&w photograph; 6.7 x 9.8 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011540001001	Image	2011-03-11	image/tiff				11628224 Bytes	2389	1620	1664425394	RGB	8	600	chc01260011540001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/612	612	691.jp2	/chc0126/image/691.jp2
Nunnery Quadrangle in Uxmal, Mexico					Item No. 1171; Written on verso: "Uxmal, Yucatan, Mexico. Ruins"	Mayas Architecture; Uxmal Site (Mexico)	Photographs				Uxmal Site (Mexico)	1 b&w photograph; 7.5 x 11.7 cm.	eng		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Mexico by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260010220001001	Image	2011-03-11	image/tiff				15853076 Bytes	2844	1856	3983925904	RGB	8	600	chc01260010220001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/613	613	659.jp2	/chc0126/image/659.jp2
Flooded street in Managua after heavy rain					Item No. 1251	Floods; Natural disasters; Streets; Managua (Nicaragua)	Photographs				Managua (Nicaragua)	1 b&w photograph; 7.2 x 11.8 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260010960001001	Image	2011-03-11	image/tiff				15046020 Bytes	2835	1767	730102968	RGB	8	600	chc01260010960001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/614	614	805.jp2	/chc0126/image/805.jp2
Construction of a drainage system in Rivas, Nicaragua					Item No. 1345	Ditches; Drainage; Construction projects; Public works; Rivas (Nicaragua : Dept.)	Photographs				Rivas (Nicaragua : Dept.)	1 b&w photograph; 6.5 x 4.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011890001001	Image	2011-03-11	image/tiff				5192560 Bytes	1098	1571	873997561	RGB	8	600	chc01260011890001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/615	615	807.jp2	/chc0126/image/807.jp2
View of damage to retaining walls and widening of gully in Kingston, Jamaica					Item No. 1042; Written on verso: "Kingston, Jamaica"	Retaining walls; Dwellings; Waterworks; Construction; Kingston (Jamaica)	Photographs		1933-08	1930-1940	Kingston (Jamaica)	1 b&w photograph; 6.6 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260008960001001	Image	2011-03-11	image/tiff				12837912 Bytes	2661	1606	985705966	RGB	8	600	chc01260008960001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/616	616	583.jp2	/chc0126/image/583.jp2
Construction of a drainage system in Rivas, Nicaragua					Item No. 1345	Ditches; Drainage; Construction projects; Public works; Rivas (Nicaragua : Dept.)	Photographs				Rivas (Nicaragua : Dept.)	1 b&w photograph; 4.5 x 6.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011900001001	Image	2011-03-11	image/tiff				5112152 Bytes	1548	1097	4045332305	RGB	8	600	chc01260011900001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/617	617	747.jp2	/chc0126/image/747.jp2
Shallow ditch in South West Kingston, Jamaica					Item No. 1078	Ditches; Kingston (Jamaica)	Photographs				Kingston (Jamaica)	1 b&w photograph; 6.7 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260009310001001	Image	2011-03-11	image/tiff				12776804 Bytes	2640	1611	3163638695	RGB	8	600	chc01260009310001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/618	618	658.jp2	/chc0126/image/658.jp2
View of a well near Managua, Nicaragua					Item No. 1317	Wells; Waterworks; Managua (Nicaragua)	Photographs				Managua (Nicaragua)	1 b&w photograph; 6.5 x 10.2 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011590001001	Image	2011-03-11	image/tiff				11713304 Bytes	2455	1588	2815205661	RGB	8	600	chc01260011590001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/619	619	681.jp2	/chc0126/image/681.jp2
View of a spring near YS River, Jamaica					Item No. 1024; YS River is a source of water supply of Black River and is located in the parish of Saint Elizabeth	Rivers -- Jamaica; Saint Elizabeth (Jamaica)	Photographs				Saint Elizabeth (Jamaica)	1 b&w photograph; 6.7 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260008780001001	Image	2011-03-11	image/tiff				13357916 Bytes	2700	1647	2394275753	RGB	8	600	chc01260008780001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/620	620	623.jp2	/chc0126/image/623.jp2
View of a sailboat					Item No. 1090	Sailboats; Kingston (Jamaica)	Photographs				Kingston (Jamaica)	1 b&w photograph; 11.2 x 6.8 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260009420001001	Image	2011-03-11	image/tiff				13601012 Bytes	1672	2708	3414773939	RGB	8	600	chc01260009420001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/621	621	712.jp2	/chc0126/image/712.jp2
Construction of a drainage system in front of Lake Managua					Item No. 1262	Ditches; Drainage; Managua, Lake (Nicaragua); Construction workers; Construction projects; Sanitary engineering -- Nicaragua; Public works 	Photographs		1932-06	1930-1940	Managua (Nicaragua)	1 b&w photograph; 7.5 x 12.2 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011070001001	Image	2011-03-11	image/tiff				16510824 Bytes	1863	2951	4229275351	RGB	8	600	chc01260011070001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/622	622	710.jp2	/chc0126/image/710.jp2
View of the Ball Court in Monte Albán, Mexico					Item No. 1161	Ruins; Zapotec architecture; Monte Albán Site (Mexico)	Photographs				Monte Albán Site (Mexico)	1 b&w photograph; 7 x 11.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Mexico by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260010120001001	Image	2011-03-11	image/tiff				14168304 Bytes	2773	1701	397289784	RGB	8	600	chc01260010120001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/623	623	766.jp2	/chc0126/image/766.jp2
Gold mine in the northern region of Nicaragua					Item No. 1332	Gold mines and mining -- Nicaragua; Mountains; Trees	Photographs				Nicaragua	1 b&w photograph; 6.8 x 10.1 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011760001001	Image	2011-03-11	image/tiff				12216312 Bytes	2451	1659	3509330361	RGB	8	600	chc01260011760001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/624	624	628.jp2	/chc0126/image/628.jp2
Dr. D. M. Molloy seated on a mahogany log in Rio Coco, Northern Nicaragua					Item No. 1341	Molloy, D. M.; Mahogany; Logs; Trees; Coco River (Honduras and Nicaragua)	Photographs				Coco River (Honduras and Nicaragua)	1 b&w photograph; 6.8 x 10.1 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011850001001	Image	2011-03-11	image/tiff				12024316 Bytes	2430	1647	2025851838	RGB	8	600	chc01260011850001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/625	625	637.jp2	/chc0126/image/637.jp2
Plane dusting Paris green in front of Lake Managua					Item No. 1308	Managua, Lake (Nicaragua); Airplanes; Soil fumigation; Malaria -- Prevention; Paris green	Photographs		1932-06	1930-1940	Managua (Nicaragua)	1 b&w photograph; 6.7 x 10 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011500001001	Image	2011-03-11	image/tiff				11686904 Bytes	2410	1614	3286390269	RGB	8	600	chc01260011500001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/626	626	652.jp2	/chc0126/image/652.jp2
Cleaning a slow sand filter at Hope waterworks, in Kingston, Jamaica					Item No. 1037	Working women; Sand; Sand filters; Waterworks; Kingston (Jamaica)	Photographs	Sand filters is a reference for Sewage Purification Filtration			Kingston (Jamaica)	1 b&w photograph; 8.2 x 12.4 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260008910001001	Image	2011-03-11	image/tiff				18035180 Bytes	2997	2004	3930860509	RGB	8	600	chc01260008910001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/627	627	768.jp2	/chc0126/image/768.jp2
Reserve water tank for chlorinators at Constant spring filter plant in Kingston, Jamaica					Item No. 1041	Water tanks; Waterworks; Kingston (Jamaica)	Photographs				Kingston (Jamaica)	1 b&w photograph; 7.7 x 12 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260008950001001	Image	2011-03-11	image/tiff				16541024 Bytes	2936	1876	1832885075	RGB	8	600	chc01260008950001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/628	628	684.jp2	/chc0126/image/684.jp2
View of rural road near Managua, Nicaragua					Item No. 1298	Rural roads; Trees; Managua (Nicaragua)	Photographs				Managua (Nicaragua)	1 b&w photograph; 6.7 x 11.2 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011400001001	Image	2011-03-11	image/tiff				13274388 Bytes	2683	1647	1873470374	RGB	8	600	chc01260011400001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/629	629	630.jp2	/chc0126/image/630.jp2
View of old Spanish ruins in Saint Ann's Bay, Jamaica					Item No. 1123; Written on verso: "St. Ann's Bay old ruin"	Ruins; Bricks; Saint Ann's Bay (Jamaica)	Photographs				Saint Ann's Bay (Jamaica)	1 b&w photograph; 4.6 x 6.5 cm.	eng		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260009740001001	Image	2011-03-11	image/tiff				5116156 Bytes	1538	1105	3244748111	RGB	8	600	chc01260009740001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/630	630	745.jp2	/chc0126/image/745.jp2
Panoramic view from the Windsor Hotel in Saint Ann's Bay, Jamaica					Item No. 1124	Panoramic views; Saint Ann's Bay (Jamaica)	Photographs				Saint Ann's Bay (Jamaica)	1 b&w photograph; 6.8 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260009750001001	Image	2011-03-11	image/tiff				13239568 Bytes	2655	1660	1134088109	RGB	8	600	chc01260009750001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/631	631	626.jp2	/chc0126/image/626.jp2
Dorothy (at left) and Katherine Magoon near shallow ditches in South West Kingston, Jamaica					Item No. 1081	Ditches; Girls; Magoon, Estus H.; Kingston (Jamaica)	Photographs				Kingston (Jamaica)	1 b&w photograph; 6.7 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260009360001001	Image	2011-03-11	image/tiff				12956248 Bytes	2633	1638	2941744732	RGB	8	600	chc01260009360001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/632	632	610.jp2	/chc0126/image/610.jp2
Street scene in Managua, Nicaragua					Item No. 1302; Written on verso: "See Mrs. Magoon and Katherine"	Streets; Pedestrians; Horse-drawn vehicles; Managua (Nicaragua)	Photographs				Managua (Nicaragua)	1 b&w photograph; 6.6 x 10 cm.	eng		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011440001001	Image	2011-03-11	image/tiff				11573684 Bytes	2400	1605	2524742596	RGB	8	600	chc01260011440001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/633	633	614.jp2	/chc0126/image/614.jp2
View from P.A.A. barge in Saint Thomas Virgin Island					Item No. 1651; Written on verso: "St. Thomas, Virgin Islands. From P.A.A. Barge"	Panoramic views; Barges; Mountains; Harbors; Saint Thomas (Virgin Islands)	Photographs				Saint Thomas (Virgin Islands)	1 b&w photograph; 7.5 x 11.8 cm.	eng		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 7; Folder Title: St Thomas			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260014970001001	Image	2011-03-11	image/tiff				15667316 Bytes	2832	1842	3463283163	RGB	8	600	chc01260014970001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/634	634	674.jp2	/chc0126/image/674.jp2
View of a cactus hedge in Kingston, Jamaica					Item No. 1034	Trees; Cactus; Brush; Kingston (Jamaica)	Photographs				Kingston (Jamaica)	1 b&w photograph; 6.8 x 11.3 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260008880001001	Image	2011-03-11	image/tiff				13819724 Bytes	2724	1689	3207556961	RGB	8	600	chc01260008880001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/635	635	838.jp2	/chc0126/image/838.jp2
Chapel built on top of a Zapotec pyramid in San Pablo Villa de Mitla, Mexico					Item No. 1159; Written on verso: "A modern chapel built upon an Indian pyramid at the Sapoteca ruins of Mitla"	Cactus; Ruins; Zapotec architecture; Catholic church buildings; Mountains; San Pablo Villa de Mitla (Mexico)	Photographs				San Pablo Villa de Mitla (Mexico)	1 b&w photograph; 7 x 11.5 cm.	eng		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Mexico by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260010100001001	Image	2011-03-11	image/tiff				14083676 Bytes	2776	1689	1973247292	RGB	8	600	chc01260010100001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/636	636	592.jp2	/chc0126/image/592.jp2
Buzzards along the shoreline of Lake Managua					Item No. 1268; Written on verso: "Buzzards along the lake front at Managua, Nicaragua"	Buzzards; Shorelines; Managua, Lake (Nicaragua)	Photographs				Managua (Nicaragua)	1 b&w photograph; 6.7 x 10.2 cm.	eng		University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011130001001	Image	2011-03-11	image/tiff				12058724 Bytes	2473	1623	2312920614	RGB	8	600	chc01260011130001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/637	637	616.jp2	/chc0126/image/616.jp2
Ruiz sisters in Managua, Nicaragua					Item No. 1299	Women; Dwellings; Managua (Nicaragua)	Photographs				Managua (Nicaragua)	1 b&w photograph; 6.5 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Nicaragua by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260011410001001	Image	2011-03-11	image/tiff				12828820 Bytes	2674	1597	3831618944	RGB	8	600	chc01260011410001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/638	638	791.jp2	/chc0126/image/791.jp2
La Aurora Airport in Guatemala City					Item No. 863; Written on verso: "Guatemala Airport Jan. 9, 1940"; Volcano Agua (Volcán del Agua) is seen in the background.	Airports; Guatemala (Guatemala); Runways (Aeronautics); Landing strips; Volcanoes -- Guatemala	Photographs		1940-01-09	1940-1950	Guatemala (Guatemala)	1 b&w photograph; 7 x 11.5 cm.	eng		University of Miami Libraries. Cuban Heritage Collection	 Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Guatemala			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260007230001001	Image		image/tiff				14337392 Bytes	2756	1732	3532207190	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260007230001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/639	639	581.jp2	/chc0126/image/581.jp2
View of damage to the railroad on Old Hope Road in Kingston, Jamaica					Item No. 1043	Railroads; Trees; Mountains; Roads; Dwellings; Kingston (Jamaica)	Photographs				Kingston (Jamaica)	1 b&w photograph; 6.7 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Jamaica by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260008970001001	Image	2011-03-11	image/tiff				13229552 Bytes	2692	1636	666003596	RGB	8	600	chc01260008970001001.tif		2011-04-19	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/640	640	649.jp2	/chc0126/image/649.jp2
