Title	Translated title	Creator	Sender	Contributors	Recipient	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Cardinal Prince of Rehan letter to Viscount, 1791		Cardinal Prince of Rehan						Cardinal Prince of Rehan -- Correspondence; Letters	Correspondence		1791	1790-1800		1 letter; 1 page	fre		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 25; Folder Title: Cardinal Prince of Rehan: Letter to Viscount, 1791			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000173	Text						image/tiff	85953588 Bytes	4823	5939	494684326	RGB	8	600	asm05660001730001001.tif		2012-10-24	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/834	834	485.jp2	/asm0566/image/485.jp2
Joseph Hodges Choate letter to Joseph Burnett, October 16, 1890		Choate, Joseph Hodges, 1832-1917						Choate, Joseph Hodges, 1832-1917 -- Correspondence; Burnett, Joseph; Letters; Debtor and creditor	Correspondence		1890-10-16	1890-1900	New York (New York)	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 28; Folder Title: Choate, Joseph Hodges: Letter to Joseph Burnett, 1890			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000177	Text						image/tiff	50410672 Bytes	3309	5076	2064507284	RGB	8	600	asm05660001770001001.tif		2012-10-24	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/835	835	464.jp2	/asm0566/image/464.jp2
Decree issued by Napoleon Bonaparte, July 26, 1811		Jourdan, Jean-Baptiste, 1762-1833						Napoleon I, Emperor of the French, 1769-1821; France -- History -- Consulate and First Empire, 1799-1815; Jourdan, Jean-Baptiste, 1762-1833; Military orders	Forms (Documents)		1811-07-26	1810-1820	Paris (France)	1 document	fre		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 18; Folder Title: Bonaparte, Napoleon: Document, 1811			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000166	Text						image/tiff	115079656 Bytes	7773	4934	1928402992	RGB	8	600	asm05660001660001001.tif		2012-10-24	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/836	836	465.jp2	/asm0566/image/465.jp2
R. Earle letter to Frederick William Steuben, August 23, 1786		Earle, R.						Earle, R.; Steuben, Friedrich Wilhelm Ludolf Gerhard Augustin, Baron von, 1730-1794; Letters; Debtor and creditor	Correspondence		1786-08-23	1780-1790	New York (New York)	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 34; Folder Title: Steuben, Frederick Wiliam, Barron von : Letter from R. Earle, 1786			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000138	Text						image/tiff	52741736 Bytes	4816	3649	1164908585	RGB	8	600	asm05660001380001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/837	837	461.jp2	/asm0566/image/461.jp2
George Bruce Cortelyou letter to Luther M. Werner, November 1, 1907		Cortelyou, George B. (George Bruce), 1862-1940						Cortelyou, George B. (George Bruce), 1862-1940 -- Correspondence; Werner, Luther M.; United States. Dept. of the Treasury. Office of the Secretary; Letters;	Correspondence		1907-11-01	1900-1910	Washington (D.C.)	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 42; Folder Title: Cortelyou, George Bruce: Letter to Luther M. Werner, 1907			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000188	Text						image/tiff	59031752 Bytes	3527	5577	422064054	RGB	8	600	asm05660001880001001.tif		2012-10-24	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/838	838	487.jp2	/asm0566/image/487.jp2
Joseph Bonaparte letter, June 13, 1836		Joseph Bonaparte, King of Spain, 1768-1844						Joseph Bonaparte, King of Spain, 1768-1844 -- Correspondence; Letters; Investments	Correspondence		1836-06-13	1830-1840	Philadelphia (Pennsylvania)	1 letter; 1 page	fre		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 15; Folder Title: Bonaparte, Joseph: Letter, 1836			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000163	Text						image/tiff	94155948 Bytes	5065	6195	974689936	RGB	8	600	asm05660001630001001.tif		2012-10-24	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/839	839	497.jp2	/asm0566/image/497.jp2
George Brinton Caldwell letter to F. W. Andress, December 15, 1920		Caldwell, George Brinton						Caldwell, George Brinton -- Correspondence; Andress, F. W.; Sperry & Hutchinson Co.; Letters; Merit pay	Correspondence		1920-12-15	1920-1930	New York (New York)	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series II: Business	Box No. 3; Folder No. 5; Folder Title: Folder Title: Caldwell, George Brinton: Letter to F. W. Andress, 1920			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box3	asm0566000072	Text						image/tiff	98636668 Bytes	5116	6425	1939370085	RGB	8	600	asm05660000720001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/840	840	470.jp2	/asm0566/image/470.jp2
Document signed by Sir Thomas Masterman Hardy, August 11, 1819		Hardy, Thomas Masterman, Sir, 1769-1839						Hardy, Thomas Masterman, Sir, 1769-1839; Ship captains	Documents		1819-08-11	1810-1820		1 document	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 19; Folder Title: Hardy, Sir Thomas Masterman: Document, 1819			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000122	Text						image/tiff	74986828 Bytes	4503	5549	2531737327	RGB	8	600	asm05660001220001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/841	841	493.jp2	/asm0566/image/493.jp2
Receipt signed by J. W. Lloyd, February 8, 1752		Lloyd, J. W.						Lloyd, J. W.; Receipts (Acknowledgments)	Documents		1752-02-08	1750-1800		1 receipt	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 21; Folder Title: Lloyd, J. W. : 3 Receipts, 1749, 1752, 1755			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000124	Text						image/tiff	28190460 Bytes	3917	2397	1669266614	RGB	8	600	asm05660001240001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/842	842	480.jp2	/asm0566/image/480.jp2
Account of Townsend White against the Estate of John Gibson, October 24, 1774		Clarkson, Matthew, 1758-1825						Clarkson, Matthew, 1758-1825; Gibson, John, 1740-1822; White, Townsend; Debtor and creditor; Accounts;	Documents		1774-10-24	1770-1780	Philadelphia (Pennsylvania)	1 document	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 30; Folder Title: Clarkson, Matthew: Legal Document- John Gibson and Townsend White, 1761			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000179	Text						image/tiff	107655032 Bytes	4660	7699	421191736	RGB	8	600	asm05660001790001001.tif		2012-10-24	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/843	843	499.jp2	/asm0566/image/499.jp2
Receipt signed by J. W. Lloyd, October 9, 1749		Lloyd, J. W.						Lloyd, J. W.; Receipts (Acknowledgments)	Documents		1749-10-09	1740-1750		1 receipt	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 21; Folder Title: Lloyd, J. W. : 3 Receipts, 1749, 1752, 1755			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000126	Text						image/tiff	32527848 Bytes	4883	2219	3471066651	RGB	8	600	asm05660001260001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/844	844	495.jp2	/asm0566/image/495.jp2
Military appointments, 1864		Bragg, Braxton, 1817-1876; Clay, Henry; Laddy, J. S.;						Bragg, Braxton, 1817-1876; Clay, Henry; Laddy, J. S.; Military appointments; United States -- History -- Civil War, 1861-1865	Documents		1864	1860-1870	Atlanta (Georgia)	1 document	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 8; Folder Title: Bragg, Braxton: Document, Position Appointment, 1864			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000109	Text						image/tiff	89277548 Bytes	6128	4855	2433078058	RGB	8	600	asm05660001090001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/845	845	489.jp2	/asm0566/image/489.jp2
Millard Fillmore letter to Thomas Corwin, October 22, 1852		Fillmore, Millard, 1800-1874						Fillmore, Millard, 1800-1874; Corwin, Thomas, 1794-1865; Letters; Salaries; Riggs, Corcorau F.	Correspondence		1852-10-22	1850-1860	Washington (D.C.)	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 54; Folder Title: Fillmore, Millard: Letter to Thomas Corwin, 1852			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000199	Text						image/tiff	81989232 Bytes	4765	5734	1442901808	RGB	8	600	asm05660001990001001.tif		2012-10-24	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/846	846	473.jp2	/asm0566/image/473.jp2
Luis E. Torres letter Ben W. Austin, January 3, 1889		Torres, Luis E.						Torres, Luis E.; Austin, Ben W.; Trinity Historical Society (Texas); Letters	Correspondence		1889-01-03	1880-1890	Ensenada (Baja California, Mexico)	1 letter; 1 page	eng; spa		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 36; Folder Title: Torres, Luis E. : Letter Signed to Ben. W. Austin, 1889			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000140	Text						image/tiff	102019948 Bytes	5102	6664	3360627582	RGB	8	600	asm05660001400001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/847	847	467.jp2	/asm0566/image/467.jp2
Document signed by Robert Bertie, Earl of Lindsey, 1642		Lindsey, Robert Bertie, Earl of, 1582-1642						Lindsey, Robert Bertie, Earl of, 1582-1642; Walker, Edward, Sir, 1612-1677	Documents		1642	1640-1650		1 document	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 5; Folder Title: Bertie, Robert, Earl of Lindsey: Document, 1642			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000106	Text						image/tiff	133998424 Bytes	5668	7879	4286113092	RGB	8	600	asm05660001060001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/848	848	486.jp2	/asm0566/image/486.jp2
Deed for William Johnston, December 10, 1827		Adams, John Quincy, 1767-1848						Adams, John Quincy, 1767-1848; Deeds; Johnston, William; Presidents -- United States;	Documents		1827-12-10	1820-1830	Washington (D.C.)	1 deed	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 2; Folder Title: Adams, John Quincy: Deed for William Johnston, 1827			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000151	Text						image/tiff	144764632 Bytes	8726	5529	2460377481	RGB	8	600	asm05660001510001001.tif		2012-10-24	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/849	849	491.jp2	/asm0566/image/491.jp2
Louis de Aury letter to John C. King, May 31, 1820		Aury, Louis de						Aury, Louis de -- Correspondence; King, John C.	Correspondence		1820-05-31	1820-1830		1 letter; 1 page	fre		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 2; Folder Title: Aury, Louis de: Letter to John C. King, 1820			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000103	Text						image/tiff	123773020 Bytes	5388	7656	483304868	RGB	8	600	asm05660001030001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/850	850	477.jp2	/asm0566/image/477.jp2
William Tecumseh Sherman letter, June 22, 1875		Sherman, William T. (William Tecumseh), 1820-1891						Sherman, William T. (William Tecumseh), 1820-1891 -- Correspondence; Letters	Correspondence		1875-06-22	1870-1880	Saint Louis (Missouri)	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 33; Folder Title: Sherman, William Tecumseh: Letter Signed, 1875			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000137	Text						image/tiff	91687016 Bytes	4953	6169	4055779774	RGB	8	600	asm05660001370001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/851	851	490.jp2	/asm0566/image/490.jp2
Glenn Hammond Curtiss letter to Henry Woodhouse, May 27, 1914		Curtiss, Glenn Hammond, 1878-1930						Curtiss, Glenn Hammond, 1878-1930 -- Correspondence; Woodhouse, Henry, 1884-; Curtiss Aeroplane and Motor Corporation; Seaplanes; Letters	Correspondence		1914-05-27	1910-1920	Hammondsport (New York)	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series II: Business	Box No. 3; Folder No. 8; Folder Title: Folder Title: Curtiss, Glenn Hammond: Letter to Henry Woodhouse, 1914			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box3	asm0566000075	Text						image/tiff	107032980 Bytes	5261	6780	1051783564	RGB	8	600	asm05660000750001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/852	852	483.jp2	/asm0566/image/483.jp2
Edmund Pendleton Gaines letter, September 8, 1846		Gaines, Edmund Pendleton, 1777-1849						Gaines, Edmund Pendleton, 1777-1849 -- Correspondence; Yale College (1718-1887); Letters;	Correspondence		1846-09-08	1840-1850	New York (New York)	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 18; Folder Title: Gaines, Edmund Pendleton: Letter, 1846			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000121	Text						image/tiff	89506300 Bytes	4881	6111	2256249731	RGB	8	600	asm05660001210001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/853	853	462.jp2	/asm0566/image/462.jp2
J. M. Prevost letter, April 1, 1773		Prevost, J. M.						Prevost, J. M.; Maunsell, Cob; Debtor and creditor; Letters	Correspondence		1773-04-01	1770-1780	United States	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 29; Folder Title: Prevost, J. M. : Letter to [?] Watson, 1773			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000134	Text						image/tiff	75043152 Bytes	4492	5567	3796741211	RGB	8	600	asm05660001340001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/854	854	469.jp2	/asm0566/image/469.jp2
Henry Harrison Bingham letter to Ben Austin, March 4, 1890		Bingham, Henry Harrison, 1841-1912						Bingham, Henry Harrison, 1841-1912 -- Correspondence; Austin, Ben W., d. 1898; Letters; Trinity Historical Society (Texas)	Correspondence		1890-03-04	1890-1900	Washington (D.C.)	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 14; Folder Title: Bingham, Henry Harrison: Letter to Ben Austin, 1890			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000162	Text						image/tiff	92243584 Bytes	4992	6158	3935172226	RGB	8	600	asm05660001620001001.tif		2012-10-24	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/855	855	472.jp2	/asm0566/image/472.jp2
Jefferson Davis letter to James K. Polk, May 17, 1846		Davis, Jefferson, 1808-1889						Davis, Jefferson, 1808-1889 -- Correspondence; Polk, James K., 1795-1849; Letters; Lipton, L. P.; United States. Army. Cavalry, 1st Regt., Dragoons, 1833-1861; Presidents -- United States	Correspondence		1846-05-17	1840-1850	Washington (D.C.)	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 46; Folder Title: Davis, Jefferson: Letter to James K. Polk, 1846			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000192	Text						image/tiff	89911236 Bytes	5056	5926	4182976004	RGB	8	600	asm05660001920001001.tif		2012-10-24	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/856	856	468.jp2	/asm0566/image/468.jp2
Anthony Wayne letter, June 22, 1776		Wayne, Anthony, 1745-1796						Wayne, Anthony, 1745-1796 -- Correspondence; United States. Navy -- History -- 18th century; Letters;	Correspondence		1776-06-22	1770-1780	Noix Island (Le Haut-Richelieu, Québec)	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 41; Folder Title: Wayne, Anthony: Letter, 1776			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000145	Text						image/tiff	31912500 Bytes	3901	2725	493250577	RGB	8	600	asm05660001450001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/857	857	484.jp2	/asm0566/image/484.jp2
DeWitt Clinton letter to Secretary of Navy, March 4, 1819		Clinton, DeWitt, 1769-1828						Clinton, DeWitt, 1769-1828 -- Correspondence; Dobbs, Henry M.; Letters; United States. Navy -- History -- 19th century	Correspondence		1819-03-04	1810-1820	Albany (New York)	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 35; Folder Title: Clinton, DeWitt: Letter to Secretary of the Navy, 1819			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000184	Text						image/tiff	90612324 Bytes	4943	6109	3090857028	RGB	8	600	asm05660001840001001.tif		2012-10-24	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/858	858	479.jp2	/asm0566/image/479.jp2
James Abram Garfield letter to Mr. Harram and Mr. Bierstadt, August 13, 1880		Garfield, James A. (James Abram), 1831-1881						Garfield, James A. (James Abram), 1831-1881 -- Correspondence; Presidents -- United States -- Correspondence; United States. Congress. House; Letters	Correspondence		1880-08-13	1880-1890	Washington (D.C.)	1 letter; 1 page	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 60; Folder Title: Garfield, James Abram: Letter to Mr. Harram and Mr. Bierstadt, 1880			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000205	Text						image/tiff	40967068 Bytes	2841	4804	1392927018	RGB	8	600	asm05660002050001001.tif		2012-10-24	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/859	859	498.jp2	/asm0566/image/498.jp2
Military Appointment for Philip W. Thomas, May 14, 1861		Mallory, Stephen R. (Stephen Russell), 1813-1873						Mallory, Stephen R. (Stephen Russell), 1813-1873; Confederate States of America. Navy -- Appointments and retirements; Military appointments; Thomas, Philip W.	Military officers; Documents		1861-05-14	1860-1870	Montgomery (Alabama)	1 document	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 25; Folder Title: Mallory, Stephen Russell: Military Appointment for Philip W. Thomas, 1861			cme	Tim: check genre terms		http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000130	Text						image/tiff	84125936 Bytes	4726	5932	3364364693	RGB	8	600	asm05660001300001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/860	860	481.jp2	/asm0566/image/481.jp2
List of supplies received for Thomas Simpson's Company, June 30, 1771		Weetman, Agar						Weetman, Agar; Canada. Canadian Army. Royal Canadian Artillery -- Equipment and supplies	Documents		1771-06-30	1770-1780	Montréal (Québec)	1 document	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 42; Folder Title: Weetman, Agar: Supplies Received for Thomas Simpson's Company, 1771			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000146	Text						image/tiff	110039664 Bytes	4790	7656	2747357720	RGB	8	600	asm05660001460001001.tif		2012-10-24	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/862	862	466.jp2	/asm0566/image/466.jp2
Page 1																													asm0566000243						asm05660002430001001		96788284 Bytes	4996	6456	1223619706	RGB	8	600	asm05660002430001001.tif		2012-12-10	2012-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/863	863	916.jp2	/asm0566/image/916.jp2
Page 2																													asm0566000243						asm05660002430002001		96949252 Bytes	4996	6467	967803001	RGB	8	600	asm05660002430002001.tif		2012-12-10	2012-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/864	864	917.jp2	/asm0566/image/917.jp2
Charles Evans Hughes letter to Hamilton Holt, June 30, 1921		Hughes, Charles Evans, 1862-1948						Hughes, Charles Evans, 1862-1948 -- Correspondence; Holt, Hamilton, 1872-1951; United States. Dept. of State; League of Nations; United States -- Foreign relations; Letters	Correspondence		1921-06-30	1920-1930	Washington (D.C.)	1 letter; 2 pages	eng		University of Miami Libraries. Special Collections	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 6; Folder No. 40; Folder Title: Folder Title: Hughes, Charles Evans: Letter to Hamilton Holt, 1921			cme				Box6	asm0566000243																	2013-04-25	2013-04-25	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/865	865	918.cpd	/asm0566/supp/865/index.pdf
Page 1																													asm0566000382						asm05660003820001001		156118508 Bytes	7934	6558	844334661	RGB	8	500	asm05660003820001001.tif		2012-12-10	2012-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/866	866	919.jp2	/asm0566/image/919.jp2
Page 2																													asm0566000382						asm05660003820002001		154657964 Bytes	7896	6528	3087011554	RGB	8	500	asm05660003820002001.tif		2012-12-10	2012-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/867	867	920.jp2	/asm0566/image/920.jp2
Deed to James Miller		McNeal, Daniel; McNeal, Sarah						Miller, James S.; Land tenure; Land titles	deeds; Documents		1814-01-08	1810-1820	Orange County (New York)	2 pages	eng		University of Miami Libraries. Special Collections	Historical Documents Collection	ASM0566	Series II. Business	Box No. 9; Folder No. 9; Folder Title: Miller, James: Deed from Daniel and Sarah McNeal, 1814			cme				Box9	asm0566000382																	2013-07-17	2013-07-17	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/868	868	921.cpd	/asm0566/supp/868/index.pdf
Page 1																													asm0566000219						asm05660002190001001		80481416 Bytes	4739	5659	1505508524	RGB	8	600	asm05660002190001001.tif		2012-12-10	2012-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/869	869	922.jp2	/asm0566/image/922.jp2
Page 2																													asm0566000219						asm05660002190002001		81193456 Bytes	4771	5671	2904769990	RGB	8	600	asm05660002190002001.tif		2012-12-10	2012-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/870	870	923.jp2	/asm0566/image/923.jp2
Page 3																													asm0566000219						asm05660002190003001		82025516 Bytes	4792	5704	3893783593	RGB	8	600	asm05660002190003001.tif		2012-12-10	2012-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/871	871	924.jp2	/asm0566/image/924.jp2
Page 4																													asm0566000219						asm05660002190004001		80647856 Bytes	5677	4734	2880600154	RGB	8	600	asm05660002190004001.tif		2012-12-10	2012-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/872	872	925.jp2	/asm0566/image/925.jp2
Joseph Habersham letter to his brother John Habersham, November 20, 1799		Habersham, Joseph, 1751-1815						Habersham, Joseph, 1751-1815 -- Correspondence; Habersham, John, 1754-1799; Letters	Correspondence		1799-11-20	1790-1800	Philadelphia (Pennsylvania)	1 letter; 4 pages	eng		University of Miami Libraries. Special Collections	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 6; Folder No. 14; Folder Title: Folder Title: Habersham, John: Letter to John Habersham, 1799			cme	Folder title needs to be corrected in finding aid: it should read: "Habersham, Joseph: ALS..." instead of "Habersham, John: ALS..."			Box6	asm0566000219																	2013-04-25	2013-04-25	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/873	873	926.cpd	/asm0566/supp/873/index.pdf
Page 1																													asm0566000229						asm05660002290001001		87911292 Bytes	4926	5947	2725600184	RGB	8	600	asm05660002290001001.tif		2013-04-25	2013-04-25	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/874	874	927.jp2	/asm0566/image/927.jp2
Page 2																													asm0566000229						asm05660002290002001		88012012 Bytes	5998	4890	3768154746	RGB	8	600	asm05660002290002001.tif		2013-04-25	2013-04-25	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/875	875	928.jp2	/asm0566/image/928.jp2
Benjamin Hawkins letter to Governor Mitchell, March 4, 1811		Hawkins, Benjamin, 1754-1816						Hawkins, Benjamin, 1754-1816; Correspondence	Correspondence		1811-03-04	1810-1820	United States	1 letter; 2 pages	eng		University of Miami Libraries. Special Collections	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 6; Folder No. 25; Folder Title: Folder Title: Hawkins, Benjamin: Letter to Governor Mitchell, 1811			cme				Box6	asm0566000229																	2013-04-25	2013-04-25	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/876	876	929.cpd	/asm0566/supp/876/index.pdf
Page 1																													asm0566000276						asm05660002760001001		109250584 Bytes	4742	7678	3857680882	RGB	8	600	asm05660002760001001.tif		2013-06-03	2013-06-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/877	877	930.jp2	/asm0566/image/930.jp2
Page 2																													asm0566000276						asm05660002760002001		110588184 Bytes	7712	4779	1701240518	RGB	8	600	asm05660002760002001.tif		2012-12-20	2012-12-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/878	878	931.jp2	/asm0566/image/931.jp2
