Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage-Temporal	Coverage-Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Full Text	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 108																											asm0188000024						asm01880000240108001	Image	118838072 Bytes	5363	7385	519863630	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240108001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/285	285	286.jp2	/wtswingle/image/286.jp2
Page 109																											asm0188000024						asm01880000240109001	Image	112144340 Bytes	5148	7260	3119033293	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240109001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/286	286	287.jp2	/wtswingle/image/287.jp2
Page 110																											asm0188000024						asm01880000240110001	Image	116426352 Bytes	5327	7284	2289701635	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240110001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/287	287	288.jp2	/wtswingle/image/288.jp2
Page 111																											asm0188000024						asm01880000240111001	Image	112810200 Bytes	5170	7272	3423678430	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240111001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/288	288	289.jp2	/wtswingle/image/289.jp2
Page 112																											asm0188000024						asm01880000240112001	Image	115831332 Bytes	5329	7244	4156952209	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240112001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/289	289	290.jp2	/wtswingle/image/290.jp2
Page 113																											asm0188000024						asm01880000240113001	Image	110487696 Bytes	5124	7186	813817132	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240113001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/290	290	291.jp2	/wtswingle/image/291.jp2
Page 114																											asm0188000024						asm01880000240114001	Image	116921408 Bytes	5368	7259	2488931076	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240114001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/291	291	292.jp2	/wtswingle/image/292.jp2
Page 115																											asm0188000024						asm01880000240115001	Image	112376300 Bytes	5108	7332	3128235352	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240115001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/292	292	293.jp2	/wtswingle/image/293.jp2
Page 116																											asm0188000024						asm01880000240116001	Image	118618492 Bytes	5443	7263	1678359783	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240116001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/293	293	294.jp2	/wtswingle/image/294.jp2
Page 117																											asm0188000024						asm01880000240117001	Image	111443968 Bytes	5076	7317	4196922744	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240117001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/294	294	295.jp2	/wtswingle/image/295.jp2
Page 118																											asm0188000024						asm01880000240118001	Image	120806812 Bytes	5460	7374	1583197886	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240118001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/295	295	296.jp2	/wtswingle/image/296.jp2
Page 119																											asm0188000024						asm01880000240119001	Image	114780088 Bytes	5196	7362	3657466876	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240119001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/296	296	297.jp2	/wtswingle/image/297.jp2
Page 120																											asm0188000024						asm01880000240120001	Image	116770148 Bytes	5307	7333	4054108275	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240120001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/297	297	298.jp2	/wtswingle/image/298.jp2
Page 121																											asm0188000024						asm01880000240121001	Image	109908480 Bytes	5100	7182	2995032220	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240121001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/298	298	299.jp2	/wtswingle/image/299.jp2
Page 122																											asm0188000024						asm01880000240122001	Image	118947860 Bytes	5417	7318	3007129700	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240122001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/299	299	300.jp2	/wtswingle/image/300.jp2
Page 123																											asm0188000024						asm01880000240123001	Image	112479500 Bytes	5096	7356	1297414606	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240123001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/300	300	301.jp2	/wtswingle/image/301.jp2
Page 124																											asm0188000024						asm01880000240124001	Image	119105092 Bytes	5408	7340	3957408756	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240124001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/301	301	302.jp2	/wtswingle/image/302.jp2
Page 125																											asm0188000024						asm01880000240125001	Image	110412820 Bytes	5072	7255	2505088486	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240125001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/302	302	303.jp2	/wtswingle/image/303.jp2
Page 126																											asm0188000024						asm01880000240126001	Image	119389440 Bytes	5393	7378	2741602910	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240126001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/303	303	304.jp2	/wtswingle/image/304.jp2
Page 127																											asm0188000024						asm01880000240127001	Image	110284828 Bytes	5017	7326	4164664680	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240127001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/304	304	305.jp2	/wtswingle/image/305.jp2
Page 128																											asm0188000024						asm01880000240128001	Image	118368524 Bytes	5376	7338	728331862	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240128001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/305	305	306.jp2	/wtswingle/image/306.jp2
Page 129																											asm0188000024						asm01880000240129001	Image	113646352 Bytes	5132	7380	1297196564	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240129001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/306	306	307.jp2	/wtswingle/image/307.jp2
Page 130																											asm0188000024						asm01880000240130001	Image	117338448 Bytes	5423	7211	3747768150	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240130001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/307	307	308.jp2	/wtswingle/image/308.jp2
Page 131																											asm0188000024						asm01880000240131001	Image	110384864 Bytes	5025	7321	2710153532	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240131001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/308	308	309.jp2	/wtswingle/image/309.jp2
Page 132																											asm0188000024						asm01880000240132001	Image	121860724 Bytes	5492	7395	3160267246	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240132001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/309	309	310.jp2	/wtswingle/image/310.jp2
Page 133																											asm0188000024						asm01880000240133001	Image	113134432 Bytes	5076	7428	2501930812	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240133001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/310	310	311.jp2	/wtswingle/image/311.jp2
Page 134																											asm0188000024						asm01880000240134001	Image	122260472 Bytes	5513	7391	4061010705	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240134001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/311	311	312.jp2	/wtswingle/image/312.jp2
Page 135																											asm0188000024						asm01880000240135001	Image	112541348 Bytes	5063	7408	4255108127	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240135001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/312	312	313.jp2	/wtswingle/image/313.jp2
Page 136																											asm0188000024						asm01880000240136001	Image	120783132 Bytes	5473	7355	4165069912	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240136001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/313	313	314.jp2	/wtswingle/image/314.jp2
Page 137																											asm0188000024						asm01880000240137001	Image	112682160 Bytes	5085	7385	3544321522	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240137001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/314	314	315.jp2	/wtswingle/image/315.jp2
Page 138																											asm0188000024						asm01880000240138001	Image	126836244 Bytes	5607	7539	3500626228	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240138001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/315	315	316.jp2	/wtswingle/image/316.jp2
Page 139																											asm0188000024						asm01880000240139001	Image	112457040 Bytes	5064	7401	2705758142	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240139001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/316	316	317.jp2	/wtswingle/image/317.jp2
Page 140																											asm0188000024						asm01880000240140001	Image	122192492 Bytes	5448	7475	2798543496	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240140001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/317	317	318.jp2	/wtswingle/image/318.jp2
Page 141																											asm0188000024						asm01880000240141001	Image	112562340 Bytes	5051	7427	3178503375	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240141001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/318	318	319.jp2	/wtswingle/image/319.jp2
Page 142																											asm0188000024						asm01880000240142001	Image	123510420 Bytes	5526	7449	1475320545	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240142001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/319	319	320.jp2	/wtswingle/image/320.jp2
Page 143																											asm0188000024						asm01880000240143001	Image	112442280 Bytes	5064	7400	1937980816	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240143001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/320	320	321.jp2	/wtswingle/image/321.jp2
Page 144																											asm0188000024						asm01880000240144001	Image	142004160 Bytes	5504	8600	3137529008	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240144001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/321	321	322.jp2	/wtswingle/image/322.jp2
Page 145																											asm0188000024						asm01880000240145001	Image	145512960 Bytes	5640	8600	1071622250	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240145001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/322	322	323.jp2	/wtswingle/image/323.jp2
Page 146																											asm0188000024						asm01880000240146001	Image	146544960 Bytes	5680	8600	1267507449	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240146001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/323	323	324.jp2	/wtswingle/image/324.jp2
Page 147																											asm0188000024						asm01880000240147001	Image	147989760 Bytes	5736	8600	2867178851	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240147001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/324	324	325.jp2	/wtswingle/image/325.jp2
Page 148																											asm0188000024						asm01880000240148001	Image	147576960 Bytes	5720	8600	1304372253	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240148001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/325	325	326.jp2	/wtswingle/image/326.jp2
Page 149																											asm0188000024						asm01880000240149001	Image	112836716 Bytes	5064	7426	4029046629	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240149001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/326	326	327.jp2	/wtswingle/image/327.jp2
Page 150																											asm0188000024						asm01880000240150001	Image	127797720 Bytes	5556	7666	1123928852	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240150001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/327	327	328.jp2	/wtswingle/image/328.jp2
Page 151																											asm0188000024						asm01880000240151001	Image	114961292 Bytes	5118	7486	1710660278	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240151001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/328	328	329.jp2	/wtswingle/image/329.jp2
Page 152																											asm0188000024						asm01880000240152001	Image	122267412 Bytes	5532	7366	1207850647	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240152001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/329	329	330.jp2	/wtswingle/image/330.jp2
Page 153																											asm0188000024						asm01880000240153001	Image	112705796 Bytes	5058	7426	1331020209	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240153001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/330	330	331.jp2	/wtswingle/image/331.jp2
Page 154																											asm0188000024						asm01880000240154001	Image	121087812 Bytes	5460	7391	1035934038	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240154001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/331	331	332.jp2	/wtswingle/image/332.jp2
Page 155																											asm0188000024						asm01880000240155001	Image	112400988 Bytes	5004	7486	2393935519	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240155001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/332	332	333.jp2	/wtswingle/image/333.jp2
Page 156																											asm0188000024						asm01880000240156001	Image	122658784 Bytes	5496	7438	1614996931	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240156001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/333	333	334.jp2	/wtswingle/image/334.jp2
Page 157																											asm0188000024						asm01880000240157001	Image	112262628 Bytes	5022	7450	2327858509	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240157001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/334	334	335.jp2	/wtswingle/image/335.jp2
Page 158																											asm0188000024						asm01880000240158001	Image	119419448 Bytes	5449	7304	2002666876	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240158001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/335	335	336.jp2	/wtswingle/image/336.jp2
Page 159																											asm0188000024						asm01880000240159001	Image	112706944 Bytes	5050	7438	1196626278	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240159001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/336	336	337.jp2	/wtswingle/image/337.jp2
Page 160																											asm0188000024						asm01880000240160001	Image	122774872 Bytes	5519	7414	801455880	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240160001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/337	337	338.jp2	/wtswingle/image/338.jp2
Page 161																											asm0188000024						asm01880000240161001	Image	111924684 Bytes	4992	7472	2190487238	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240161001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/338	338	339.jp2	/wtswingle/image/339.jp2
Page 162																											asm0188000024						asm01880000240162001	Image	126311016 Bytes	5586	7536	926250904	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240162001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/339	339	340.jp2	/wtswingle/image/340.jp2
Page 163																											asm0188000024						asm01880000240163001	Image	110935944 Bytes	4974	7433	3777809374	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240163001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/340	340	341.jp2	/wtswingle/image/341.jp2
Page 164																											asm0188000024						asm01880000240164001	Image	120778788 Bytes	5430	7413	3600029705	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240164001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/341	341	342.jp2	/wtswingle/image/342.jp2
Page 165																											asm0188000024						asm01880000240165001	Image	112468976 Bytes	5038	7440	4014607524	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240165001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/342	342	343.jp2	/wtswingle/image/343.jp2
Page 166																											asm0188000024						asm01880000240166001	Image	123087424 Bytes	5513	7441	1086726218	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240166001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/343	343	344.jp2	/wtswingle/image/344.jp2
Page 167																											asm0188000024						asm01880000240167001	Image	112900400 Bytes	5073	7417	1203210346	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240167001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/344	344	345.jp2	/wtswingle/image/345.jp2
Page 168																											asm0188000024						asm01880000240168001	Image	122730772 Bytes	5497	7441	180052712	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240168001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/345	345	346.jp2	/wtswingle/image/346.jp2
Page 169																											asm0188000024						asm01880000240169001	Image	112591240 Bytes	5094	7366	2182740474	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240169001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/346	346	347.jp2	/wtswingle/image/347.jp2
Page 170																											asm0188000024						asm01880000240170001	Image	122632224 Bytes	5514	7412	3550109560	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240170001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/347	347	348.jp2	/wtswingle/image/348.jp2
Page 171																											asm0188000024						asm01880000240171001	Image	110838284 Bytes	4981	7416	2698913301	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240171001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/348	348	349.jp2	/wtswingle/image/349.jp2
Page 172																											asm0188000024						asm01880000240172001	Image	124098276 Bytes	5571	7424	1429496754	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240172001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/349	349	350.jp2	/wtswingle/image/350.jp2
Page 173																											asm0188000024						asm01880000240173001	Image	111868468 Bytes	4999	7458	2972847493	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240173001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/350	350	351.jp2	/wtswingle/image/351.jp2
Page 174																											asm0188000024						asm01880000240174001	Image	123549256 Bytes	5527	7450	2779846540	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240174001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/351	351	352.jp2	/wtswingle/image/352.jp2
Page 175																											asm0188000024						asm01880000240175001	Image	110155748 Bytes	4959	7403	4180918975	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240175001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/352	352	353.jp2	/wtswingle/image/353.jp2
Page 176																											asm0188000024						asm01880000240176001	Image	122698860 Bytes	5541	7380	2150947054	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240176001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/353	353	354.jp2	/wtswingle/image/354.jp2
Page 177																											asm0188000024						asm01880000240177001	Image	110269776 Bytes	4960	7409	888750436	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240177001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/354	354	355.jp2	/wtswingle/image/355.jp2
Page 178																											asm0188000024						asm01880000240178001	Image	120499412 Bytes	5446	7374	3147784135	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240178001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/355	355	356.jp2	/wtswingle/image/356.jp2
Page 179																											asm0188000024						asm01880000240179001	Image	110356248 Bytes	4956	7421	872689518	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240179001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/356	356	357.jp2	/wtswingle/image/357.jp2
Page 180																											asm0188000024						asm01880000240180001	Image	120965924 Bytes	5500	7330	3169288006	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240180001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/357	357	358.jp2	/wtswingle/image/358.jp2
Page 181																											asm0188000024						asm01880000240181001	Image	109981108 Bytes	4974	7369	768459303	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240181001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/358	358	359.jp2	/wtswingle/image/359.jp2
Page 182																											asm0188000024						asm01880000240182001	Image	122514248 Bytes	5514	7405	2094154132	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240182001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/359	359	360.jp2	/wtswingle/image/360.jp2
Page 183																											asm0188000024						asm01880000240183001	Image	110579188 Bytes	4966	7421	3857858678	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240183001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/360	360	361.jp2	/wtswingle/image/361.jp2
Page 184																											asm0188000024						asm01880000240184001	Image	123775464 Bytes	5555	7426	1973300786	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240184001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/361	361	362.jp2	/wtswingle/image/362.jp2
Page 185																											asm0188000024						asm01880000240185001	Image	135218460 Bytes	5448	8272	4234195107	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240185001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/362	362	363.jp2	/wtswingle/image/363.jp2
Page 186																											asm0188000024						asm01880000240186001	Image	122867632 Bytes	5418	7558	2399338516	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000240186001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/363	363	364.jp2	/wtswingle/image/364.jp2
Citrus Fruits of Canton	Kan Chu Lei Tsai Pei Fa	Kwok Wa-Shau		Book in Cantonese describing the citrus fruits of Canton, China, with black and white pencil drawings.	Figure 98 from the final abridged copy of "Citrus Fruits of Canton" by Kwok Wa-Shau.  Pencil sketch of a citrus leaf (Naples Yellow) accompanied by ink notes in Chinese. Book plate: "Presented by Dr. Walter T. Swingle"	Citrus; Botanical illustrations; Oranges; Canton (China)	Books				Canton, China	1 sketch and notes (2 pages); 19 x 27.7 cm	Chinese		University of Miami Libraries. Special Collections.	Walter Tennyson Swingle Collection	ASM0188		Box No. 18			LMC; AL	**title/translated title, container/series, phys desc, genre		http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0188000024	Text	0000-00-00				asm0188000024											2010-02-22	2010-02-22	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/364	364	365.cpd	/wtswingle/image/365.cpd
Page 1																											asm0188000023						asm01880000230001001	Image	17867544 Bytes	1912	3114	1254892587	RGB	3 Samples Per Pixel	600 ResolutionUnit_InchesPerPixel	asm01880000230001001.tif		2009-05-21	2009-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/wtswingle/id/365	365	366.jp2	/wtswingle/image/366.jp2
